Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000880,Request for temporary access rights on Finance application Web UI.,Network,Batman,Batman,Matrix,Service A,High,Medium,High,In Progress,Low,2025-10-25T21:24:26.000000,Saturday,2025-10-26T01:24:26.000000,,0
CHG-0000881,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Facilities,Captain America,Captain America,Avengers,Service D,High,Medium,Medium,Closed,Low,2025-10-26T18:30:48.000000,Sunday,2025-10-26T22:30:48.000000,2025-10-27T17:30:48.000000,0
CHG-0000882,Enable ADFS custom user provisioning profile upload validation.,Facilities,Loki,Loki,Avengers,Service A,Low,High,Low,Closed,Low,2025-10-26T09:17:03.000000,Sunday,2025-10-26T14:17:03.000000,2025-10-27T06:17:03.000000,3
CHG-0000883,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Data,Jack Sparrow,Jack Sparrow,Matrix,Service E,Medium,Medium,High,Closed,High,2025-10-27T01:56:50.000000,Monday,2025-10-27T09:56:50.000000,2025-10-28T18:56:50.000000,5
CHG-0000884,Enable database backups at sv273046 for production environment.,Complaint,Spiderman,Spiderman,Avengers II,Service B,Low,High,Low,Closed,Medium,2025-10-28T16:49:57.000000,Tuesday,2025-10-28T18:49:57.000000,2025-10-29T03:49:57.000000,4
CHG-0000885,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Complaint,Shang Chi,Shang Chi,Avengers II,Service E,High,High,Low,Closed,Critical,2025-10-29T00:01:58.000000,Wednesday,2025-10-29T08:01:58.000000,2025-10-29T17:01:58.000000,0
CHG-0000886,Execute hardening measures for SQL server instances post security audit.,Failure,John Wick,John Wick,Matrix,Service A,Medium,High,Low,Closed,Medium,2025-10-29T09:19:13.000000,Wednesday,2025-10-29T13:19:13.000000,2025-10-30T10:19:13.000000,4
CHG-0000887,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Low,High,On Hold,Medium,2025-10-30T02:17:27.000000,Thursday,,,3
CHG-0000888,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Complaint,Spiderman,Spiderman,Avengers II,Service A,High,High,High,Closed,Medium,2025-10-30T20:59:35.000000,Thursday,2025-10-31T04:59:35.000000,2025-11-01T00:59:35.000000,3
CHG-0000889,Install httpd-tools on edge proxy nodes.,Access,John Cena,John Cena,Matrix,Service E,Low,Low,Low,Closed,High,2025-10-30T00:59:44.000000,Thursday,2025-10-30T07:59:44.000000,2025-10-31T11:59:44.000000,3
CHG-0000890,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Facilities,Iron Man,Iron Man,Avengers,Service C,Low,High,High,Closed,Medium,2025-10-30T21:31:09.000000,Thursday,2025-10-31T05:31:09.000000,2025-11-01T12:31:09.000000,4
CHG-0000891,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Failure,John Cena,John Cena,Matrix,Service A,High,High,Medium,Closed,Medium,2025-10-30T06:20:03.000000,Thursday,2025-10-30T11:20:03.000000,2025-10-31T13:20:03.000000,5
CHG-0000892,Increase VM capacity for ongoing AI processing workload.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Medium,Low,Closed,Medium,2025-10-31T09:52:41.000000,Friday,2025-10-31T17:52:41.000000,2025-10-31T23:52:41.000000,5
CHG-0000893,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Facilities,Hulk,Hulk,Avengers,Service A,Medium,Medium,Low,Closed,Medium,2025-10-31T09:55:24.000000,Friday,2025-10-31T11:55:24.000000,2025-11-01T10:55:24.000000,1
CHG-0000894,Increase VM capacity for ongoing AI processing workload.,Complaint,Captain America,Captain America,Avengers,Service E,Low,Medium,Medium,Closed,Medium,2025-10-31T17:53:48.000000,Friday,2025-10-31T23:53:48.000000,2025-11-02T03:53:48.000000,4
CHG-0000895,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Hardware,Iron Man,Iron Man,Avengers,Service B,High,Low,High,New,Medium,2025-11-01T01:19:28.000000,Saturday,,,2
CHG-0000896,Firewall optimization for edge routing performance post DR testing.,Failure,Hulk,Hulk,Avengers,Service D,High,Low,Low,Closed,High,2025-11-01T05:36:22.000000,Saturday,2025-11-01T12:36:22.000000,2025-11-02T09:36:22.000000,5
CHG-0000897,Database configuration check for performance improvements in PROD systems.,Facilities,John Wick,John Wick,Matrix,Service C,Low,Medium,Low,New,High,2025-11-01T06:04:34.000000,Saturday,,,1
CHG-0000898,Replace legacy switches with modern devices in Market Data Environment.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Low,Low,Medium,Closed,Critical,2025-11-02T14:53:16.000000,Sunday,2025-11-02T19:53:16.000000,2025-11-03T05:53:16.000000,2
CHG-0000899,Provision new storage array in EU data center for increased redundancy.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,High,High,Closed,Low,2025-11-02T22:34:10.000000,Sunday,2025-11-03T02:34:10.000000,2025-11-04T09:34:10.000000,3
CHG-0000900,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Low,Closed,Medium,2025-11-03T17:09:49.000000,Monday,2025-11-03T23:09:49.000000,2025-11-04T23:09:49.000000,1
CHG-0000901,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Facilities,Spiderman,Spiderman,Avengers II,Service A,Medium,Low,High,Closed,Medium,2025-11-03T18:59:26.000000,Monday,2025-11-03T22:59:26.000000,2025-11-04T09:59:26.000000,0
CHG-0000902,Enable database backups at sv273046 for production environment.,Access,Hulk,Hulk,Avengers,Service A,High,High,Medium,Closed,Medium,2025-11-04T07:15:24.000000,Tuesday,2025-11-04T15:15:24.000000,2025-11-06T00:15:24.000000,1
CHG-0000903,Patch network appliances for compliance with wireless protocols.,Access,Spiderman,Spiderman,Avengers II,Service B,Medium,High,Medium,Closed,Medium,2025-11-04T10:34:21.000000,Tuesday,2025-11-04T18:34:21.000000,2025-11-05T05:34:21.000000,5
CHG-0000904,VUL-NET: Critical Juniper network patch for external office gateways.,Network,Thor,Thor,Avengers,Service B,Low,Medium,High,Closed,Critical,2025-11-05T17:52:32.000000,Wednesday,2025-11-06T01:52:32.000000,2025-11-06T11:52:32.000000,2
CHG-0000905,Patch network appliances for compliance with wireless protocols.,Access,Spiderman,Spiderman,Avengers II,Service E,High,High,Low,Closed,Critical,2025-11-05T18:57:04.000000,Wednesday,2025-11-06T01:57:04.000000,2025-11-06T19:57:04.000000,5
CHG-0000906,Install httpd-tools on edge proxy nodes.,Access,Spiderman,Spiderman,Avengers II,Service A,High,Low,High,New,Medium,2025-11-05T03:15:53.000000,Wednesday,,,2
CHG-0000907,Execute hardening measures for SQL server instances post security audit.,Data,Captain America,Captain America,Avengers,Service B,Low,Medium,High,Closed,Medium,2025-11-05T08:27:32.000000,Wednesday,2025-11-05T11:27:32.000000,2025-11-05T16:27:32.000000,3
CHG-0000908,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Complaint,Loki,Loki,Avengers,Service B,High,High,Medium,Closed,High,2025-11-06T23:04:26.000000,Thursday,2025-11-07T07:04:26.000000,2025-11-08T10:04:26.000000,4
CHG-0000909,TAPs installation in IMK productive connections for work order #REQ0157356.,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Medium,High,Closed,Medium,2025-11-06T22:02:22.000000,Thursday,2025-11-07T04:02:22.000000,2025-11-08T12:02:22.000000,4
CHG-0000910,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Facilities,Captain America,Captain America,Avengers,Service E,Low,High,Low,Closed,Medium,2025-11-06T23:52:38.000000,Thursday,2025-11-07T06:52:38.000000,2025-11-07T14:52:38.000000,4
CHG-0000911,Enable ADFS custom user provisioning profile upload validation.,Failure,John Wick,John Wick,Matrix,Service C,High,Medium,High,Closed,Low,2025-11-06T04:54:29.000000,Thursday,2025-11-06T12:54:29.000000,2025-11-06T20:54:29.000000,0
CHG-0000912,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Low,Low,Closed,Medium,2025-11-07T04:44:41.000000,Friday,2025-11-07T06:44:41.000000,2025-11-08T17:44:41.000000,3
CHG-0000913,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Hardware,Loki,Loki,Avengers,Service E,High,Medium,High,Closed,Medium,2025-11-07T12:22:49.000000,Friday,2025-11-07T18:22:49.000000,2025-11-08T14:22:49.000000,3
CHG-0000914,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Failure,John Cena,John Cena,Matrix,Service C,Low,Low,Medium,Closed,High,2025-11-07T14:53:56.000000,Friday,2025-11-07T20:53:56.000000,2025-11-09T08:53:56.000000,3
CHG-0000915,Restart tkmweb database servers after container update failure response.,Access,Iron Man,Iron Man,Avengers,Service C,Medium,Medium,Low,Closed,Medium,2025-11-07T15:30:13.000000,Friday,2025-11-07T17:30:13.000000,2025-11-09T02:30:13.000000,1
CHG-0000916,Install Redis cluster monitoring tools in shard servers.,Complaint,Batman,Batman,Matrix,Service D,Low,High,Medium,Closed,High,2025-11-08T08:18:34.000000,Saturday,2025-11-08T14:18:34.000000,2025-11-09T23:18:34.000000,0
CHG-0000917,Complete SSL foundation checks for project-focused data endpoints.,Hardware,Thor,Thor,Avengers,Service D,Low,High,High,Closed,Medium,2025-11-09T05:33:03.000000,Sunday,2025-11-09T07:33:03.000000,2025-11-09T22:33:03.000000,2
CHG-0000918,Certificate renewal request for high-availability environment 2026.,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Medium,Low,Closed,High,2025-11-09T06:51:41.000000,Sunday,2025-11-09T10:51:41.000000,2025-11-10T10:51:41.000000,5
CHG-0000919,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Data,Hulk,Hulk,Avengers,Service C,High,Low,High,Closed,High,2025-11-09T15:05:51.000000,Sunday,2025-11-09T22:05:51.000000,2025-11-10T00:05:51.000000,5
CHG-0000920,Deploy ACL rules for high-priority Office 365 tenants across European zones.,Facilities,Captain America,Captain America,Avengers,Service A,Low,High,Medium,Closed,Medium,2025-11-10T06:33:10.000000,Monday,2025-11-10T09:33:10.000000,2025-11-11T18:33:10.000000,0
CHG-0000921,Restart tkmdbp01 of configuration change took longer than expected.,Data,Loki,Loki,Avengers,Service C,Medium,Low,Low,Closed,High,2025-11-10T01:35:40.000000,Monday,2025-11-10T07:35:40.000000,2025-11-10T19:35:40.000000,1
CHG-0000922,Software patch implementation targeting RHEL8.1 compatibility issues.,Access,Thor,Thor,Avengers,Service D,High,High,High,Closed,Medium,2025-11-10T09:51:25.000000,Monday,2025-11-10T14:51:25.000000,2025-11-10T16:51:25.000000,4
CHG-0000923,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Hardware,Captain America,Captain America,Avengers,Service D,Low,Medium,High,Closed,Medium,2025-11-10T23:05:45.000000,Monday,2025-11-11T02:05:45.000000,2025-11-12T02:05:45.000000,4
CHG-0000924,Execute hardening measures for SQL server instances post security audit.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Low,Low,Closed,High,2025-11-11T01:52:20.000000,Tuesday,2025-11-11T06:52:20.000000,2025-11-12T05:52:20.000000,1
CHG-0000925,Provision new storage array in EU data center for increased redundancy.,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Low,High,Low,Closed,Medium,2025-11-11T23:14:17.000000,Tuesday,2025-11-12T04:14:17.000000,2025-11-12T09:14:17.000000,4
CHG-0000926,Complete SSL foundation checks for project-focused data endpoints.,Network,Spiderman,Spiderman,Avengers II,Service A,Medium,Low,Medium,In Progress,Low,2025-11-11T17:10:06.000000,Tuesday,2025-11-12T00:10:06.000000,,0
CHG-0000927,New IP subnet & access point testing for KL relocation project.,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,High,Low,Closed,Medium,2025-11-11T14:43:17.000000,Tuesday,2025-11-11T20:43:17.000000,2025-11-12T11:43:17.000000,2
CHG-0000928,Update IDRAC remote board Firmware and BIOS for forffm71.,Hardware,Iron Man,Iron Man,Avengers,Service A,High,Medium,Medium,Closed,High,2025-11-12T16:20:56.000000,Wednesday,2025-11-12T20:20:56.000000,2025-11-13T17:20:56.000000,0
CHG-0000929,Password reset request for disabled accounts in non-prod systems.,Access,Neo,Neo,Matrix,Service A,High,Low,High,Closed,Low,2025-11-13T21:35:17.000000,Thursday,2025-11-14T02:35:17.000000,2025-11-15T09:35:17.000000,3
CHG-0000930,Install rsync on twgmmp01.,Network,Captain Marvel,Captain Marvel,Avengers II,Service D,High,Low,High,Closed,Critical,2025-11-13T18:04:01.000000,Thursday,2025-11-13T22:04:01.000000,2025-11-14T21:04:01.000000,2
CHG-0000931,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Low,Low,Closed,High,2025-11-13T21:20:12.000000,Thursday,2025-11-14T05:20:12.000000,2025-11-14T09:20:12.000000,2
CHG-0000932,Firewall subnet allocation and access provisioning for KL office gateway.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,High,High,High,Closed,Medium,2025-11-13T09:56:26.000000,Thursday,2025-11-13T11:56:26.000000,2025-11-14T18:56:26.000000,5
CHG-0000933,Request for temporary access rights on Finance application Web UI.,Network,Hulk,Hulk,Avengers,Service A,Low,High,Medium,Closed,High,2025-11-13T11:13:30.000000,Thursday,2025-11-13T19:13:30.000000,2025-11-15T07:13:30.000000,2
CHG-0000934,Replace legacy switches with modern devices in Market Data Environment.,Network,Captain America,Captain America,Avengers,Service D,High,Medium,Medium,Closed,Medium,2025-11-14T21:18:12.000000,Friday,2025-11-15T03:18:12.000000,2025-11-16T04:18:12.000000,5
CHG-0000935,TAPs installation in IMK productive connections for work order #REQ0157356.,Access,Loki,Loki,Avengers,Service B,Medium,Low,High,Closed,Medium,2025-11-14T09:19:48.000000,Friday,2025-11-14T15:19:48.000000,2025-11-15T12:19:48.000000,0
CHG-0000936,Certificate renewal for cloud-hosted services 2026.,Failure,Iron Man,Iron Man,Avengers,Service A,Low,Medium,Low,Closed,Medium,2025-11-14T02:56:13.000000,Friday,2025-11-14T09:56:13.000000,2025-11-14T20:56:13.000000,0
CHG-0000937,Enable ADFS custom user provisioning profile upload validation.,Complaint,Iron Man,Iron Man,Avengers,Service E,Medium,Low,High,Closed,High,2025-11-15T04:11:59.000000,Saturday,2025-11-15T11:11:59.000000,2025-11-16T22:11:59.000000,3
CHG-0000938,Replace legacy switches with modern devices in Market Data Environment.,Access,Doctor Strange,Doctor Strange,Avengers II,Service E,High,Medium,Low,Closed,Critical,2025-11-15T04:08:45.000000,Saturday,2025-11-15T07:08:45.000000,2025-11-15T22:08:45.000000,3
CHG-0000939,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Complaint,Captain America,Captain America,Avengers,Service D,Low,Medium,High,Closed,Low,2025-11-16T20:58:35.000000,Sunday,2025-11-17T04:58:35.000000,2025-11-17T19:58:35.000000,2
CHG-0000940,Password reset request for disabled accounts in non-prod systems.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,High,High,Low,Closed,High,2025-11-16T00:03:03.000000,Sunday,2025-11-16T03:03:03.000000,2025-11-16T11:03:03.000000,5
CHG-0000941,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Medium,Low,Closed,Low,2025-11-16T17:43:14.000000,Sunday,2025-11-17T00:43:14.000000,2025-11-17T11:43:14.000000,5
CHG-0000942,Certificate renewal for cloud-hosted services 2026.,Facilities,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,Medium,Closed,Critical,2025-11-16T12:06:52.000000,Sunday,2025-11-16T16:06:52.000000,2025-11-17T03:06:52.000000,0
CHG-0000943,Online Banking external CB-APP onboarding on Radware On-prem environment.,Data,Thor,Thor,Avengers,Service E,High,Low,Low,Closed,High,2025-11-16T19:19:22.000000,Sunday,2025-11-17T02:19:22.000000,2025-11-18T14:19:22.000000,3
CHG-0000944,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Failure,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,Medium,Medium,Closed,Low,2025-11-17T13:39:21.000000,Monday,2025-11-17T18:39:21.000000,2025-11-18T12:39:21.000000,0
CHG-0000945,Update IDRAC remote board Firmware and BIOS for forffm71.,Facilities,Iron Man,Iron Man,Avengers,Service E,Medium,High,Medium,Closed,Low,2025-11-17T14:02:26.000000,Monday,2025-11-17T20:02:26.000000,2025-11-18T14:02:26.000000,2
CHG-0000946,Update from RHEL8.9 to RHEL8.10 on database workloads (non-prod).,Complaint,Spiderman,Spiderman,Avengers II,Service D,High,Low,High,Closed,Critical,2025-11-17T09:34:52.000000,Monday,2025-11-17T12:34:52.000000,2025-11-17T14:34:52.000000,3
CHG-0000947,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Data,Spiderman,Spiderman,Avengers II,Service C,Low,High,Low,Closed,Low,2025-11-18T15:21:59.000000,Tuesday,2025-11-18T21:21:59.000000,2025-11-19T09:21:59.000000,5
CHG-0000948,SSL certificate renewal for SWS corporate web hosting final access gateways.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,High,Low,Medium,Closed,High,2025-11-18T09:43:51.000000,Tuesday,2025-11-18T15:43:51.000000,2025-11-19T18:43:51.000000,4
CHG-0000949,"VUL-NET: Apply Cisco IOS Software Update for routers at PRA, SHA, and TOK sites.",Data,Batman,Batman,Matrix,Service D,Medium,High,High,Closed,Medium,2025-11-18T01:01:38.000000,Tuesday,2025-11-18T08:01:38.000000,2025-11-18T20:01:38.000000,1
CHG-0000950,Enable additional remote IPV6 routing for Japanese production systems.,Failure,Iron Man,Iron Man,Avengers,Service C,Low,High,Low,Closed,Medium,2025-11-18T22:22:39.000000,Tuesday,2025-11-19T01:22:39.000000,2025-11-19T03:22:39.000000,4
CHG-0000951,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,Medium,Medium,Closed,Medium,2025-11-18T10:13:54.000000,Tuesday,2025-11-18T15:13:54.000000,2025-11-18T23:13:54.000000,5
CHG-0000952,Deploy ACL rules for high-priority Office 365 tenants across European zones.,Access,Shang Chi,Shang Chi,Avengers II,Service E,High,Low,Medium,In Progress,Medium,2025-11-19T02:53:19.000000,Wednesday,2025-11-19T10:53:19.000000,,3
CHG-0000953,Complete SSL foundation checks for project-focused data endpoints.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service E,Low,Low,Low,Closed,Medium,2025-11-20T22:48:11.000000,Thursday,2025-11-21T03:48:11.000000,2025-11-22T07:48:11.000000,2
CHG-0000954,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Access,Captain America,Captain America,Avengers,Service A,Medium,High,High,Closed,High,2025-11-20T18:04:15.000000,Thursday,2025-11-20T23:04:15.000000,2025-11-22T07:04:15.000000,0
CHG-0000955,Patch network appliances for compliance with wireless protocols.,Failure,Spiderman,Spiderman,Avengers II,Service B,Medium,Low,Medium,Closed,Medium,2025-11-20T15:59:55.000000,Thursday,2025-11-20T17:59:55.000000,2025-11-21T22:59:55.000000,5
CHG-0000956,VUL-NET: Critical Juniper network patch for external office gateways.,Complaint,Loki,Loki,Avengers,Service B,High,High,Low,Closed,Low,2025-11-20T00:21:47.000000,Thursday,2025-11-20T08:21:47.000000,2025-11-20T19:21:47.000000,4
CHG-0000957,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service D,Medium,Medium,High,Closed,Medium,2025-11-20T13:34:37.000000,Thursday,2025-11-20T16:34:37.000000,2025-11-21T14:34:37.000000,3
CHG-0000958,Restart tkmweb database servers after container update failure response.,Facilities,John Cena,John Cena,Matrix,Service E,Medium,High,High,Closed,Critical,2025-11-21T07:18:02.000000,Friday,2025-11-21T13:18:02.000000,2025-11-22T20:18:02.000000,3
CHG-0000959,Replace legacy switches with modern devices in Market Data Environment.,Hardware,Thor,Thor,Avengers,Service E,Low,Low,Medium,Closed,Medium,2025-11-22T02:52:55.000000,Saturday,2025-11-22T09:52:55.000000,2025-11-23T02:52:55.000000,4
CHG-0000960,Grant access for backup recovery on production machine nodes in DR locations.,Access,Captain America,Captain America,Avengers,Service B,High,Low,High,Closed,Medium,2025-11-22T19:30:43.000000,Saturday,2025-11-23T00:30:43.000000,2025-11-23T23:30:43.000000,1
CHG-0000961,Install httpd-tools on edge proxy nodes.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,High,High,Low,Closed,Low,2025-11-22T11:01:45.000000,Saturday,2025-11-22T19:01:45.000000,2025-11-24T02:01:45.000000,0
CHG-0000962,Restart tkmweb database servers after container update failure response.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Low,Low,High,Closed,Low,2025-11-22T04:13:47.000000,Saturday,2025-11-22T12:13:47.000000,2025-11-23T22:13:47.000000,0
CHG-0000963,Patch remote job runner script dependencies for IMK analytics platform.,Access,John Wick,John Wick,Matrix,Service E,Medium,Medium,Medium,New,Low,2025-11-23T20:03:50.000000,Sunday,,,2
CHG-0000964,SSL certificate renewal for SWS corporate web hosting final access gateways.,Complaint,Spiderman,Spiderman,Avengers II,Service A,High,Medium,High,On Hold,Medium,2025-11-24T18:16:21.000000,Monday,,,1
CHG-0000965,Subnet migration alignment to cater towards hybrid env-discoveries (Prepare Step ongoing).,Access,John Cena,John Cena,Matrix,Service E,Medium,High,Medium,New,High,2025-11-25T06:35:17.000000,Tuesday,,,2
CHG-0000966,Restart tkmdbp01 of configuration change took longer than expected.,Complaint,John Cena,John Cena,Matrix,Service E,Low,Medium,High,In Progress,Medium,2025-11-25T08:56:42.000000,Tuesday,2025-11-25T12:56:42.000000,,2
CHG-0000967,Database configuration check for performance improvements in PROD systems.,Complaint,Iron Man,Iron Man,Avengers,Service B,High,Low,High,Closed,Medium,2025-11-25T20:51:39.000000,Tuesday,2025-11-26T00:51:39.000000,2025-11-27T00:51:39.000000,2
CHG-0000968,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Facilities,Batman,Batman,Matrix,Service D,Low,High,High,Closed,Medium,2025-11-25T19:00:30.000000,Tuesday,2025-11-26T02:00:30.000000,2025-11-27T07:00:30.000000,0
CHG-0000969,Enable database backups at sv273046 for production environment.,Complaint,Spiderman,Spiderman,Avengers II,Service D,High,Medium,Low,Closed,High,2025-11-26T01:37:15.000000,Wednesday,2025-11-26T05:37:15.000000,2025-11-27T09:37:15.000000,2
CHG-0000970,Certificate adjustments for new virtual database pipelines.,Access,Iron Man,Iron Man,Avengers,Service C,Medium,High,High,Closed,Medium,2025-11-26T20:39:30.000000,Wednesday,2025-11-27T03:39:30.000000,2025-11-27T10:39:30.000000,0
CHG-0000971,Install httpd-tools on edge proxy nodes.,Data,Thor,Thor,Avengers,Service D,Medium,Low,Low,Closed,High,2025-11-27T07:20:02.000000,Thursday,2025-11-27T10:20:02.000000,2025-11-27T15:20:02.000000,1
CHG-0000972,Database configuration check for performance improvements in PROD systems.,Facilities,Loki,Loki,Avengers,Service A,Medium,Low,High,Closed,High,2025-11-28T23:09:29.000000,Friday,2025-11-29T02:09:29.000000,2025-11-29T23:09:29.000000,4
CHG-0000973,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Complaint,Thor,Thor,Avengers,Service D,Medium,Low,High,Closed,Medium,2025-11-28T05:15:29.000000,Friday,2025-11-28T11:15:29.000000,2025-11-28T15:15:29.000000,0
CHG-0000974,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,Low,Low,Closed,High,2025-11-28T22:06:31.000000,Friday,2025-11-29T04:06:31.000000,2025-11-29T10:06:31.000000,4
CHG-0000975,New IP subnet & access point testing for KL relocation project.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Low,High,Closed,High,2025-11-28T10:08:05.000000,Friday,2025-11-28T15:08:05.000000,2025-11-29T06:08:05.000000,4
CHG-0000976,Certificate renewal for cloud-hosted services 2026.,Access,Captain America,Captain America,Avengers,Service E,Low,Low,Low,Closed,Low,2025-11-29T04:41:59.000000,Saturday,2025-11-29T12:41:59.000000,2025-11-30T03:41:59.000000,4
CHG-0000977,Case 65943239: Upgrade Ontap version to 9.14.1P12.,Failure,Hulk,Hulk,Avengers,Service D,Low,Medium,High,Closed,Medium,2025-11-29T15:51:38.000000,Saturday,2025-11-29T21:51:38.000000,2025-11-30T20:51:38.000000,0
CHG-0000978,Increase VM capacity for ongoing AI processing workload.,Facilities,Spiderman,Spiderman,Avengers II,Service E,Medium,High,Medium,Closed,Low,2025-11-29T13:59:44.000000,Saturday,2025-11-29T16:59:44.000000,2025-11-30T23:59:44.000000,1
CHG-0000979,VUL-NET: Critical Juniper network patch for external office gateways.,Software,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,High,Low,Closed,High,2025-11-29T00:39:55.000000,Saturday,2025-11-29T03:39:55.000000,2025-11-30T13:39:55.000000,3
CHG-0000980,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Low,Low,Medium,Closed,Medium,2025-11-29T10:57:40.000000,Saturday,2025-11-29T18:57:40.000000,2025-11-30T18:57:40.000000,5
CHG-0000981,Software patch implementation targeting RHEL8.1 compatibility issues.,Access,Captain America,Captain America,Avengers,Service E,Low,Low,Low,Closed,Critical,2025-11-30T23:23:38.000000,Sunday,2025-12-01T06:23:38.000000,2025-12-01T13:23:38.000000,3
CHG-0000982,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Network,Thor,Thor,Avengers,Service B,Low,High,High,Closed,Medium,2025-11-30T10:05:31.000000,Sunday,2025-11-30T16:05:31.000000,2025-12-02T04:05:31.000000,1
CHG-0000983,Firewall configuration changes for disaster recovery validation testing.,Complaint,Neo,Neo,Matrix,Service B,High,Low,Medium,Closed,Medium,2025-11-30T21:13:02.000000,Sunday,2025-12-01T03:13:02.000000,2025-12-01T15:13:02.000000,5
CHG-0000984,Password reset request for disabled accounts in non-prod systems.,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Low,High,Closed,Low,2025-11-30T10:56:05.000000,Sunday,2025-11-30T18:56:05.000000,2025-12-02T00:56:05.000000,5
CHG-0000985,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Data,Loki,Loki,Avengers,Service C,High,High,High,Closed,Medium,2025-12-01T03:56:50.000000,Monday,2025-12-01T09:56:50.000000,2025-12-02T01:56:50.000000,2
CHG-0000986,"Resize virtual storage for CoreTxx_PROD database (95,38% full).",Complaint,Neo,Neo,Matrix,Service C,High,Low,Medium,Closed,Medium,2025-12-01T20:43:17.000000,Monday,2025-12-02T04:43:17.000000,2025-12-03T03:43:17.000000,4
CHG-0000987,Update the IDRAC remote board Firmware and BIOS for secklb01.,Network,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Medium,High,Closed,Critical,2025-12-01T07:48:11.000000,Monday,2025-12-01T09:48:11.000000,2025-12-01T22:48:11.000000,5
CHG-0000988,Enable additional remote IPV6 routing for Japanese production systems.,Facilities,Iron Man,Iron Man,Avengers,Service C,Low,Medium,High,Closed,Medium,2025-12-01T22:25:42.000000,Monday,2025-12-02T03:25:42.000000,2025-12-02T11:25:42.000000,2
