Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-4209,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service B,In Progress,Low,Medium,Medium,Medium,2025-10-07T06:00:17.000000,2025-10-07T09:00:17.000000,,0,2,Tuesday,1
CR-4210,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Failure,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-07T05:24:21.000000,2025-10-07T10:24:21.000000,2025-10-08T21:24:21.000000,1,1,Tuesday,0
CR-4211,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-07T05:10:09.000000,2025-10-07T07:10:09.000000,2025-10-07T12:10:09.000000,0,3,Tuesday,1
CR-4212,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-10-07T22:42:35.000000,2025-10-08T06:42:35.000000,2025-10-08T12:42:35.000000,0,3,Tuesday,1
CR-4213,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Software,Thor,Thor,Avengers,Service A,Closed,High,High,High,High,2025-10-07T23:40:29.000000,2025-10-08T07:40:29.000000,2025-10-08T18:40:29.000000,0,2,Tuesday,1
CR-4214,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Hardware,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-10-07T21:15:42.000000,2025-10-08T03:15:42.000000,2025-10-09T02:15:42.000000,0,1,Tuesday,1
CR-4215,High data latency observed on virtualized analytics server cluster NODE903-TGX-BI1.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-07T13:52:02.000000,2025-10-07T20:52:02.000000,2025-10-08T21:52:02.000000,0,2,Tuesday,1
CR-4216,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-10-07T01:57:36.000000,2025-10-07T09:57:36.000000,2025-10-08T04:57:36.000000,0,1,Tuesday,1
CR-4217,Disconnected VM workloads following Datacenter failover actions during change CHG0543871.,Hardware,Neo,Neo,Matrix,Service C,Closed,Low,Critical,Medium,Medium,2025-10-08T16:02:11.000000,2025-10-08T21:02:11.000000,2025-10-09T09:02:11.000000,0,4,Wednesday,1
CR-4218,Multiple server reboots after Red Hat EL9 update due to kernel module mismatch.,Complaint,Captain America,Captain America,Avengers,Service B,In Progress,Low,Critical,High,Medium,2025-10-08T18:38:42.000000,2025-10-08T22:38:42.000000,,1,4,Wednesday,0
CR-4219,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,Medium,High,2025-10-08T05:10:42.000000,2025-10-08T11:10:42.000000,2025-10-09T02:10:42.000000,0,3,Wednesday,1
CR-4220,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-08T06:42:42.000000,2025-10-08T13:42:42.000000,2025-10-09T01:42:42.000000,0,2,Wednesday,1
CR-4221,Multiple server reboots after Red Hat EL9 update due to kernel module mismatch.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,High,2025-10-08T05:05:08.000000,2025-10-08T08:05:08.000000,2025-10-08T16:05:08.000000,0,2,Wednesday,1
CR-4222,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Software,Captain America,Captain America,Avengers,Service A,New,Medium,Low,Low,Low,2025-10-08T21:09:55.000000,,,0,1,Wednesday,1
CR-4223,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Network,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-10-08T02:09:50.000000,2025-10-08T08:09:50.000000,2025-10-08T23:09:50.000000,0,1,Wednesday,1
CR-4224,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Access,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-08T03:00:33.000000,2025-10-08T06:00:33.000000,2025-10-08T14:00:33.000000,1,3,Wednesday,0
CR-4225,SV240611.ztd.icb.commerzbank.comPROMOSS_P2:MYSQL:ReplicationLag:DeltaTooHigh.,Software,Loki,Loki,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-10-08T12:10:32.000000,2025-10-08T16:10:32.000000,2025-10-09T12:10:32.000000,0,3,Wednesday,1
CR-4226,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-08T13:08:24.000000,2025-10-08T20:08:24.000000,2025-10-09T03:08:24.000000,0,3,Wednesday,1
CR-4227,Authentication handshake failure detected on TLS-enabled external endpoints.,Access,Neo,Neo,Matrix,Service B,Closed,High,High,High,Medium,2025-10-08T20:17:24.000000,2025-10-09T02:17:24.000000,2025-10-09T09:17:24.000000,0,3,Wednesday,1
CR-4228,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,High,Medium,2025-10-08T10:24:12.000000,2025-10-08T17:24:12.000000,2025-10-09T01:24:12.000000,0,3,Wednesday,1
CR-4229,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Complaint,Captain America,Captain America,Avengers,Service A,On Hold,High,High,High,High,2025-10-08T20:32:53.000000,,,0,2,Wednesday,1
CR-4230,Internal SharePoint services intermittently unavailable due to high system memory utilization.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-10-08T17:09:00.000000,2025-10-08T20:09:00.000000,2025-10-09T09:09:00.000000,0,1,Wednesday,1
CR-4231,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-10-08T19:55:35.000000,2025-10-09T00:55:35.000000,2025-10-10T14:55:35.000000,0,0,Wednesday,1
CR-4232,No access to intranet resources due to SSL certificate expiration.,Failure,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-10-09T00:10:46.000000,2025-10-09T02:10:46.000000,2025-10-09T05:10:46.000000,0,5,Thursday,1
CR-4233,Internal SharePoint services intermittently unavailable due to high system memory utilization.,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-09T22:52:02.000000,2025-10-10T04:52:02.000000,2025-10-10T07:52:02.000000,1,3,Thursday,0
CR-4234,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-09T02:07:32.000000,2025-10-09T09:07:32.000000,2025-10-10T07:07:32.000000,0,1,Thursday,1
CR-4235,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,Medium,High,2025-10-09T07:57:26.000000,2025-10-09T15:57:26.000000,2025-10-10T01:57:26.000000,0,5,Thursday,1
CR-4236,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Facilities,Hulk,Hulk,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-10-09T01:35:50.000000,2025-10-09T06:35:50.000000,2025-10-09T18:35:50.000000,0,1,Thursday,1
CR-4237,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Access,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-10-09T16:15:31.000000,2025-10-09T18:15:31.000000,2025-10-10T09:15:31.000000,0,1,Thursday,1
CR-4238,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Low,Low,Low,2025-10-09T18:59:41.000000,2025-10-09T23:59:41.000000,2025-10-12T03:59:41.000000,0,1,Thursday,1
CR-4239,Unplanned downtime on Azure-hosted MySQL instance during automated patching (PROD environment).,Complaint,Thor,Thor,Avengers,Service B,In Progress,High,High,Medium,High,2025-10-09T08:53:03.000000,2025-10-09T12:53:03.000000,,0,2,Thursday,1
CR-4240,VulMgt: Critical / Apache HTTP Server Path Traversal Vulnerability CVE-2025-40513 PSIRT Oct.2025.,Failure,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,High,2025-10-09T20:43:23.000000,2025-10-10T02:43:23.000000,2025-10-10T18:43:23.000000,0,3,Thursday,1
CR-4241,Unreachable application server post firewall upgrade affecting REST API integrations.,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-09T05:57:58.000000,2025-10-09T09:57:58.000000,2025-10-09T13:57:58.000000,0,4,Thursday,1
CR-4242,Unreachable application server post firewall upgrade affecting REST API integrations.,Facilities,Loki,Loki,Avengers,Service B,In Progress,Low,Critical,High,High,2025-10-09T18:11:44.000000,2025-10-09T20:11:44.000000,,0,3,Thursday,1
CR-4243,Communication breakdown between IMK and DCN locations due to routing rule misconfiguration.,Failure,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-10-09T05:01:52.000000,2025-10-09T09:01:52.000000,2025-10-10T13:01:52.000000,0,1,Thursday,1
CR-4244,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-10-09T17:43:32.000000,2025-10-10T01:43:32.000000,2025-10-10T06:43:32.000000,0,3,Thursday,1
CR-4245,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,High,Low,2025-10-10T01:28:45.000000,2025-10-10T05:28:45.000000,2025-10-10T22:28:45.000000,1,2,Friday,0
CR-4246,Remote Desktop connection errors persist for users accessing VNEDS0043Azure gateways.,Software,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Low,High,High,High,2025-10-10T02:36:06.000000,,,0,2,Friday,1
CR-4247,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Facilities,Loki,Loki,Avengers,Service B,In Progress,Medium,Critical,High,High,2025-10-10T08:04:18.000000,2025-10-10T12:04:18.000000,,0,5,Friday,1
CR-4248,Tenant restrictions v3 causing unauthorized access to external Office 365 environments.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-10T18:17:55.000000,2025-10-10T21:17:55.000000,2025-10-12T12:17:55.000000,0,0,Friday,1
CR-4249,Google cloud API gateway throttling unauthorized requests—Downtime logged for related components.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,Medium,2025-10-10T18:35:35.000000,2025-10-10T21:35:35.000000,2025-10-10T23:35:35.000000,1,3,Friday,0
CR-4250,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Medium,Medium,Medium,Low,2025-10-10T03:01:55.000000,2025-10-10T10:01:55.000000,2025-10-11T20:01:55.000000,0,2,Friday,1
CR-4251,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Facilities,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-10-10T10:49:55.000000,2025-10-10T18:49:55.000000,2025-10-11T22:49:55.000000,1,2,Friday,0
CR-4252,Root cause analysis: Network connections disrupted after DR Test between DLN and TBL DC.,Failure,Hulk,Hulk,Avengers,Service C,Closed,Low,Low,Low,Low,2025-10-10T00:37:37.000000,2025-10-10T02:37:37.000000,2025-10-11T06:37:37.000000,0,0,Friday,1
CR-4253,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Software,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-10T23:43:31.000000,2025-10-11T02:43:31.000000,2025-10-11T22:43:31.000000,0,1,Friday,1
CR-4254,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-10-10T21:29:16.000000,2025-10-11T02:29:16.000000,2025-10-11T14:29:16.000000,0,1,Friday,1
CR-4255,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-10T10:07:44.000000,2025-10-10T13:07:44.000000,2025-10-11T18:07:44.000000,0,0,Friday,1
CR-4256,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Data,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-10T02:03:04.000000,2025-10-10T04:03:04.000000,2025-10-11T10:03:04.000000,0,1,Friday,1
CR-4257,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-10T11:06:04.000000,2025-10-10T16:06:04.000000,2025-10-10T19:06:04.000000,0,4,Friday,1
CR-4258,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Failure,John Wick,John Wick,Matrix,Service A,In Progress,Medium,Medium,Low,Medium,2025-10-11T05:07:55.000000,2025-10-11T08:07:55.000000,,0,2,Saturday,1
CR-4259,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-10-11T04:58:48.000000,2025-10-11T11:58:48.000000,2025-10-12T04:58:48.000000,0,2,Saturday,1
CR-4260,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-10-11T12:58:55.000000,2025-10-11T17:58:55.000000,2025-10-13T02:58:55.000000,0,2,Saturday,1
CR-4261,Connection timeout between SWSHK0019A and RTSHK0018 after DMZ firewall patch.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-10-11T17:15:40.000000,2025-10-11T19:15:40.000000,2025-10-12T05:15:40.000000,1,5,Saturday,0
CR-4262,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-11T11:28:09.000000,2025-10-11T14:28:09.000000,2025-10-12T14:28:09.000000,0,2,Saturday,1
CR-4263,Root cause analysis and resolution plan for service degradation during Kubernetes failover (LND-Cluster3).,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Critical,Medium,High,2025-10-11T22:14:08.000000,2025-10-12T03:14:08.000000,2025-10-12T10:14:08.000000,0,4,Saturday,1
CR-4264,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Network,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-11T07:05:16.000000,2025-10-11T10:05:16.000000,2025-10-12T10:05:16.000000,0,2,Saturday,1
CR-4265,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-10-11T12:57:06.000000,2025-10-11T16:57:06.000000,2025-10-11T17:57:06.000000,0,5,Saturday,1
CR-4266,Unreachable application server post firewall upgrade affecting REST API integrations.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,High,High,Medium,High,2025-10-11T17:51:11.000000,2025-10-12T01:51:11.000000,2025-10-12T15:51:11.000000,0,2,Saturday,1
CR-4267,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,High,2025-10-11T21:22:12.000000,2025-10-12T00:22:12.000000,2025-10-12T20:22:12.000000,0,2,Saturday,1
CR-4268,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-11T04:05:36.000000,2025-10-11T07:05:36.000000,2025-10-12T17:05:36.000000,0,2,Saturday,1
CR-4269,Authentication handshake failure detected on TLS-enabled external endpoints.,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Medium,2025-10-11T06:37:52.000000,2025-10-11T11:37:52.000000,2025-10-12T07:37:52.000000,1,3,Saturday,0
CR-4270,Authentication handshake failure detected on TLS-enabled external endpoints.,Facilities,Spiderman,Spiderman,Avengers II,Service B,On Hold,Medium,Medium,Medium,Low,2025-10-11T21:11:40.000000,,,0,1,Saturday,1
CR-4271,VulMgt: Fortinet / Critical Vulnerability in FortiOS SSL VPN CVE-2025-50987 / PSIRT Dec.2025.,Failure,Spiderman,Spiderman,Avengers II,Service C,In Progress,Medium,Medium,Medium,Medium,2025-10-11T00:49:34.000000,2025-10-11T05:49:34.000000,,0,2,Saturday,1
CR-4272,Partial outage of Secure Web Gateway resulting in restricted access to external hosted applications.,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,High,Medium,2025-10-12T10:49:28.000000,2025-10-12T18:49:28.000000,2025-10-13T05:49:28.000000,0,2,Sunday,1
CR-4273,Multiple server reboots after Red Hat EL9 update due to kernel module mismatch.,Software,Hulk,Hulk,Avengers,Service C,In Progress,High,High,High,Medium,2025-10-12T03:35:57.000000,2025-10-12T09:35:57.000000,,0,2,Sunday,1
CR-4274,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Low,2025-10-12T11:08:15.000000,2025-10-12T18:08:15.000000,2025-10-13T19:08:15.000000,0,2,Sunday,1
CR-4275,No access to intranet resources due to SSL certificate expiration.,Access,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-10-12T12:26:38.000000,2025-10-12T18:26:38.000000,2025-10-12T21:26:38.000000,1,5,Sunday,0
CR-4276,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Access,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-12T18:53:01.000000,2025-10-12T23:53:01.000000,2025-10-13T03:53:01.000000,0,5,Sunday,1
CR-4277,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Failure,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-12T10:48:56.000000,2025-10-12T13:48:56.000000,2025-10-12T20:48:56.000000,0,3,Sunday,1
CR-4278,"Storage volume SV247890 nearing capacity (94% full), affecting batch process schedules.",Software,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-10-12T17:34:14.000000,2025-10-12T22:34:14.000000,2025-10-13T10:34:14.000000,0,2,Sunday,1
CR-4279,Major network outage on NLB2 zone affecting cross-datacenter replication and DR readiness.,Data,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-12T23:55:34.000000,2025-10-13T01:55:34.000000,2025-10-14T06:55:34.000000,0,2,Sunday,1
CR-4280,Multiple database query timeouts observed on MSDC_TXX_PROD instance following high I/O read spikes.,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,Medium,2025-10-12T16:05:27.000000,2025-10-12T22:05:27.000000,2025-10-13T17:05:27.000000,0,2,Sunday,1
CR-4281,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Software,Thor,Thor,Avengers,Service C,Closed,Low,High,High,High,2025-10-13T05:29:16.000000,2025-10-13T12:29:16.000000,2025-10-13T22:29:16.000000,0,2,Monday,1
CR-4282,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Software,Thor,Thor,Avengers,Service C,New,High,High,High,High,2025-10-13T00:26:43.000000,,,0,3,Monday,1
CR-4283,VulMgt: High / VMware ESXi Privilege Escalation Vulnerability CVE-2025-30472 PSIRT Nov.2025.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,Medium,Medium,Low,2025-10-13T16:53:47.000000,2025-10-13T22:53:47.000000,2025-10-14T20:53:47.000000,1,2,Monday,0
CR-4284,Authentication handshake failure detected on TLS-enabled external endpoints.,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-10-13T14:14:38.000000,2025-10-13T20:14:38.000000,2025-10-14T08:14:38.000000,1,4,Monday,0
CR-4285,Policy misalignment: Users reporting unauthorized access to restricted financial systems.,Software,Captain America,Captain America,Avengers,Service C,Closed,High,Low,Low,Low,2025-10-13T16:50:56.000000,2025-10-14T00:50:56.000000,2025-10-15T21:50:56.000000,0,1,Monday,1
CR-4286,Critical issue: No connectivity to company-hosted Microsoft Teams instances (Germany Office Gateway).,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,Medium,2025-10-13T09:06:47.000000,2025-10-13T16:06:47.000000,2025-10-13T23:06:47.000000,0,3,Monday,1
CR-4287,Prepare phase of Ubuntu upgrade failed on cntrprd03 and cntrprd04 due to package dependency conflicts.,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,Medium,Low,Low,2025-10-13T15:52:17.000000,2025-10-13T22:52:17.000000,2025-10-15T02:52:17.000000,0,1,Monday,1
CR-4288,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Hardware,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-13T15:41:32.000000,2025-10-13T20:41:32.000000,2025-10-13T22:41:32.000000,0,3,Monday,1
CR-4289,Root cause analysis: Network connections disrupted after DR Test between DLN and TBL DC.,Complaint,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,High,Medium,2025-10-13T11:41:52.000000,2025-10-13T13:41:52.000000,2025-10-13T17:41:52.000000,0,3,Monday,1
CR-4290,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-10-13T11:06:24.000000,2025-10-13T17:06:24.000000,2025-10-14T03:06:24.000000,0,2,Monday,1
CR-4291,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-13T09:27:07.000000,2025-10-13T11:27:07.000000,2025-10-13T12:27:07.000000,0,4,Monday,1
CR-4292,Unreachable application server post firewall upgrade affecting REST API integrations.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-13T16:15:23.000000,2025-10-14T00:15:23.000000,2025-10-15T00:15:23.000000,0,2,Monday,1
CR-4293,CERT Alert: RTSMNL2K21 flagged compromised—segmentation plan initiated.,Complaint,Thor,Thor,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-13T01:40:57.000000,2025-10-13T08:40:57.000000,2025-10-15T09:40:57.000000,0,0,Monday,1
CR-4294,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Facilities,Loki,Loki,Avengers,Service B,Closed,High,Medium,Low,Medium,2025-10-13T00:10:32.000000,2025-10-13T03:10:32.000000,2025-10-14T08:10:32.000000,0,2,Monday,1
CR-4295,Root cause analysis: Network connections disrupted after DR Test between DLN and TBL DC.,Network,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-13T13:31:44.000000,2025-10-13T16:31:44.000000,2025-10-14T00:31:44.000000,0,5,Monday,1
CR-4296,Root cause analysis and follow-up to PRB0058244 - Internal proxy overload impacting corporate web traffic.,Software,Iron Man,Iron Man,Avengers,Service A,On Hold,Medium,High,High,Medium,2025-10-13T22:57:21.000000,,,0,3,Monday,1
CR-4297,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Facilities,Loki,Loki,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-13T13:29:16.000000,2025-10-13T15:29:16.000000,2025-10-14T14:29:16.000000,0,1,Monday,1
CR-4298,Unexpected reboot of Dell EMC PowerEdge Server SX3301 causing production downtime.,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,High,High,High,2025-10-13T04:44:38.000000,2025-10-13T09:44:38.000000,2025-10-13T16:44:38.000000,0,3,Monday,1
CR-4299,Issue with payment gateway APIs intermittently showing 503 error for e-commerce customers.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-10-13T14:03:36.000000,2025-10-13T21:03:36.000000,2025-10-14T07:03:36.000000,0,5,Monday,1
CR-4300,Authentication errors observed after applying policy updates on Cloud Proxy Gateway.,Software,Thor,Thor,Avengers,Service B,Closed,Low,High,High,High,2025-10-13T13:45:55.000000,2025-10-13T20:45:55.000000,2025-10-14T06:45:55.000000,0,2,Monday,1
CR-4301,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Complaint,Loki,Loki,Avengers,Service C,Closed,High,Critical,Medium,High,2025-10-13T17:13:23.000000,2025-10-14T00:13:23.000000,2025-10-14T08:13:23.000000,0,4,Monday,1
CR-4302,Incident INC0247193: VPN connectivity issues reported in APAC region during DR failover.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-13T19:27:03.000000,2025-10-13T22:27:03.000000,2025-10-14T20:27:03.000000,0,1,Monday,1
CR-4303,pm05019343 from legacy ticketing system: SLA violation mismanagement documented Apr-2025 breach.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-10-13T04:19:47.000000,2025-10-13T06:19:47.000000,2025-10-14T16:19:47.000000,0,2,Monday,1
CR-4304,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Complaint,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-10-13T16:51:46.000000,2025-10-13T21:51:46.000000,2025-10-16T12:51:46.000000,0,1,Monday,1
CR-4305,Frequent HTTP error 502 bad gateway observed on public-facing APIs.,Hardware,Hulk,Hulk,Avengers,Service B,New,Medium,Critical,High,Medium,2025-10-13T23:10:03.000000,,,0,5,Monday,1
CR-4306,Authentication handshake failure detected on TLS-enabled external endpoints.,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-14T19:03:42.000000,2025-10-14T22:03:42.000000,2025-10-15T10:03:42.000000,1,3,Tuesday,0
CR-4307,Disk space alert: System logs consuming 98% of allocated storage on SV370920:DataStore01.,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-14T05:23:22.000000,2025-10-14T13:23:22.000000,2025-10-15T01:23:22.000000,0,3,Tuesday,1
CR-4308,"Disk utilization warning: SV374586 storage volume at 96.43%, impacting backup ingestion tasks.",Access,Loki,Loki,Avengers,Service A,On Hold,Medium,High,High,High,2025-10-14T13:33:16.000000,,,1,3,Tuesday,0
CR-4309,Users experiencing degraded download speeds when accessing European endpoints during peak hours.,Software,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-10-14T09:06:20.000000,2025-10-14T11:06:20.000000,2025-10-15T11:06:20.000000,0,2,Tuesday,1
