Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-26996,Multi-factor authentication failure for privileged accounts.,Access,Thor,Thor,Avengers,Service B,New,Medium,Critical,High,Medium,2025-10-20T09:00:35.000000,,,0,3,Monday,1
CR-26997,Unauthorized session hijack on application server.,Hardware,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-10-20T08:19:33.000000,2025-10-20T16:19:33.000000,2025-10-21T17:19:33.000000,0,2,Monday,1
CR-26998,DNS query failure: Incorrect configuration detected on the main server.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Low,Low,2025-10-20T08:48:33.000000,2025-10-20T16:48:33.000000,2025-10-22T03:48:33.000000,0,1,Monday,1
CR-26999,Encryption key mismatch detected between nodes in production.,Access,John Cena,John Cena,Matrix,Service B,In Progress,High,Medium,Low,Medium,2025-10-20T11:08:02.000000,2025-10-20T17:08:02.000000,,1,1,Monday,0
CR-27000,Remote access termination due to suspicious session triggers.,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,Medium,2025-10-20T03:41:11.000000,2025-10-20T11:41:11.000000,2025-10-20T14:41:11.000000,1,3,Monday,0
CR-27001,Failed robot order execution due to unexpected timeout conditions.,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-10-20T19:22:22.000000,2025-10-21T00:22:22.000000,2025-10-23T17:22:22.000000,0,1,Monday,1
CR-27002,Memory exhaustion detected: Immediate remediation required.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-10-20T15:45:14.000000,2025-10-20T20:45:14.000000,2025-10-22T06:45:14.000000,0,2,Monday,1
CR-27003,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Critical,High,High,2025-10-20T03:49:36.000000,2025-10-20T06:49:36.000000,2025-10-20T14:49:36.000000,0,5,Monday,1
CR-27004,SSL handshake timed out during multi-instance connection attempt.,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,High,High,High,2025-10-20T19:46:21.000000,2025-10-20T23:46:21.000000,2025-10-21T09:46:21.000000,0,2,Monday,1
CR-27005,Unauthorized session hijack on application server.,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-20T13:21:04.000000,2025-10-20T21:21:04.000000,2025-10-21T23:21:04.000000,0,1,Monday,1
CR-27006,Repeated failed ping attempts logged for external endpoint.,Access,Thor,Thor,Avengers,Service B,On Hold,High,Critical,High,High,2025-10-20T21:25:30.000000,,,0,5,Monday,1
CR-27007,Firewall breach: Unauthorized access through open port.,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-20T13:31:34.000000,2025-10-20T16:31:34.000000,2025-10-21T01:31:34.000000,0,4,Monday,1
CR-27008,Keylogger activity detected on privileged employee machine.,Complaint,John Cena,John Cena,Matrix,Service B,On Hold,Low,Medium,Medium,Medium,2025-10-20T05:34:23.000000,,,0,1,Monday,1
CR-27009,Service outage detected with no connection to database.,Access,Iron Man,Iron Man,Avengers,Service A,New,Low,High,High,High,2025-10-20T19:08:01.000000,,,0,3,Monday,1
CR-27010,System-wide connectivity notice issued: Multi-site impacted change.,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-10-20T20:33:41.000000,2025-10-21T01:33:41.000000,2025-10-22T06:33:41.000000,0,2,Monday,1
CR-27011,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Complaint,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-10-20T01:18:34.000000,2025-10-20T05:18:34.000000,2025-10-21T17:18:34.000000,0,2,Monday,1
CR-27012,Firewall misconfiguration allowed unauthorized access.,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-10-20T16:14:35.000000,2025-10-20T23:14:35.000000,2025-10-21T17:14:35.000000,0,3,Monday,1
CR-27013,Support ticket volumes identified as increasing peak trends during morning hours.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-20T20:01:56.000000,2025-10-21T01:01:56.000000,2025-10-22T10:01:56.000000,0,1,Monday,1
CR-27014,Phishing email identified by security team.,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-20T12:38:12.000000,2025-10-20T20:38:12.000000,2025-10-21T19:38:12.000000,0,2,Monday,1
CR-27015,ARP spoofing detected during endpoint network scans.,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Low,Medium,Medium,Medium,2025-10-20T07:50:32.000000,2025-10-20T13:50:32.000000,,0,1,Monday,1
CR-27016,Critical security incident flagged during ongoing monitoring operations.,Complaint,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-10-20T23:10:56.000000,2025-10-21T05:10:56.000000,2025-10-21T20:10:56.000000,0,2,Monday,1
CR-27017,Repeated failed ping attempts logged for external endpoint.,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-10-20T14:16:34.000000,2025-10-20T21:16:34.000000,2025-10-22T05:16:34.000000,0,1,Monday,1
CR-27018,Multiple hostname errors flagged due to mismatched entries in logs.,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-20T03:20:52.000000,2025-10-20T08:20:52.000000,2025-10-20T20:20:52.000000,0,4,Monday,1
CR-27019,Remote access termination due to suspicious session triggers.,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-10-20T17:35:54.000000,2025-10-20T19:35:54.000000,2025-10-23T11:35:54.000000,0,0,Monday,1
CR-27020,Failed encryption process: Unable to secure sensitive data.,Network,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-10-20T04:50:37.000000,2025-10-20T08:50:37.000000,2025-10-20T20:50:37.000000,0,5,Monday,1
CR-27021,Support ticket volumes identified as increasing peak trends during morning hours.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-10-20T05:07:03.000000,2025-10-20T09:07:03.000000,2025-10-20T13:07:03.000000,0,4,Monday,1
CR-27022,Critical alert: Database server overload detected.,Software,John Wick,John Wick,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-10-20T10:30:22.000000,2025-10-20T14:30:22.000000,2025-10-21T19:30:22.000000,0,0,Monday,1
CR-27023,DNS query failure: Incorrect configuration detected on the main server.,Data,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-20T13:05:13.000000,2025-10-20T15:05:13.000000,2025-10-22T13:05:13.000000,0,0,Monday,1
CR-27024,Performance slowdowns observed during API monitoring.,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-10-20T10:47:13.000000,2025-10-20T16:47:13.000000,2025-10-20T21:47:13.000000,0,3,Monday,1
CR-27025,Unauthorized access attempt detected on admin portal.,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,Medium,Medium,2025-10-20T07:48:47.000000,2025-10-20T13:48:47.000000,2025-10-21T04:48:47.000000,0,2,Monday,1
CR-27026,Malware alert triggered during active scan.,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-10-20T19:18:48.000000,2025-10-20T21:18:48.000000,2025-10-21T12:18:48.000000,1,2,Monday,0
CR-27027,Critical alarm raised for SLA noncompliance on production server tickets.,Data,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-10-20T00:01:28.000000,2025-10-20T07:01:28.000000,2025-10-20T17:01:28.000000,0,2,Monday,1
CR-27028,Unexpected lockout flagged during Privileged Access re-validation.,Data,Loki,Loki,Avengers,Service A,On Hold,High,High,Medium,Medium,2025-10-20T10:37:41.000000,,,0,2,Monday,1
CR-27029,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Failure,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-10-20T20:57:58.000000,2025-10-21T01:57:58.000000,2025-10-22T05:57:58.000000,0,2,Monday,1
CR-27030,Firewall breach: Unauthorized access through open port.,Data,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-10-20T11:17:45.000000,2025-10-20T19:17:45.000000,2025-10-21T11:17:45.000000,0,2,Monday,1
CR-27031,Failed SSO validation from outdated authentication handshake.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-10-20T04:02:46.000000,2025-10-20T08:02:46.000000,2025-10-21T05:02:46.000000,0,1,Monday,1
CR-27032,Failed encryption process: Unable to secure sensitive data.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-20T14:19:24.000000,2025-10-20T21:19:24.000000,2025-10-21T09:19:24.000000,0,4,Monday,1
CR-27033,Endpoint disconnected: Device is not responding to monitoring server.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-10-20T22:35:32.000000,2025-10-21T05:35:32.000000,2025-10-21T18:35:32.000000,0,2,Monday,1
CR-27034,Memory exhaustion detected: Immediate remediation required.,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-20T01:41:37.000000,2025-10-20T03:41:37.000000,2025-10-21T02:41:37.000000,0,2,Monday,1
CR-27035,Suspicious behavior flagged in user login analytics.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-10-20T20:15:02.000000,2025-10-21T00:15:02.000000,2025-10-22T12:15:02.000000,0,1,Monday,1
CR-27036,System configuration process flagged as misaligned during audit checks.,Software,Captain America,Captain America,Avengers,Service A,Closed,High,High,Medium,High,2025-10-20T00:04:05.000000,2025-10-20T02:04:05.000000,2025-10-20T14:04:05.000000,0,3,Monday,1
CR-27037,Firewall misconfiguration allowed unauthorized access.,Facilities,Loki,Loki,Avengers,Service A,New,High,Medium,Medium,Medium,2025-10-20T10:54:52.000000,,,0,1,Monday,1
CR-27038,DNS query failure: Incorrect configuration detected on the main server.,Complaint,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-10-20T07:12:52.000000,2025-10-20T11:12:52.000000,2025-10-21T16:12:52.000000,0,2,Monday,1
CR-27039,Suspicious activity flagged in privileged environment.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-10-20T08:15:45.000000,2025-10-20T13:15:45.000000,2025-10-21T00:15:45.000000,1,5,Monday,0
CR-27040,Unexpected lockout flagged during Privileged Access re-validation.,Hardware,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-10-20T16:08:18.000000,2025-10-20T23:08:18.000000,2025-10-21T04:08:18.000000,1,3,Monday,0
CR-27041,File permissions misconfigured; access denied on critical assets.,Hardware,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-10-20T16:51:22.000000,2025-10-20T18:51:22.000000,2025-10-21T16:51:22.000000,0,2,Monday,1
CR-27042,High errors detected due to outdated system protocols.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Low,Low,2025-10-20T20:31:13.000000,2025-10-21T04:31:13.000000,2025-10-22T16:31:13.000000,0,1,Monday,1
CR-27043,Multiple hostname errors flagged due to mismatched entries in logs.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-10-20T20:29:02.000000,2025-10-20T22:29:02.000000,2025-10-21T22:29:02.000000,0,1,Monday,1
CR-27044,Failed robot order execution due to unexpected timeout conditions.,Complaint,Loki,Loki,Avengers,Service C,In Progress,Medium,Medium,Medium,Low,2025-10-20T03:18:14.000000,2025-10-20T05:18:14.000000,,0,2,Monday,1
CR-27045,Performance bottlenecks delayed response from analysis cluster.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-10-20T08:15:38.000000,2025-10-20T16:15:38.000000,2025-10-20T21:15:38.000000,0,4,Monday,1
CR-27046,Spam detection flagged phishing email within response actions.,Data,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-10-20T23:37:27.000000,2025-10-21T04:37:27.000000,2025-10-22T10:37:27.000000,0,2,Monday,1
CR-27047,Unauthorized session hijack on application server.,Data,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,Medium,Medium,Low,Medium,2025-10-20T00:36:33.000000,2025-10-20T04:36:33.000000,,0,2,Monday,1
CR-27048,Content management breach flagged in cross-routed traffic diagnostic monitors.,Network,Iron Man,Iron Man,Avengers,Service A,Closed,High,Critical,High,High,2025-10-20T14:50:09.000000,2025-10-20T22:50:09.000000,2025-10-21T07:50:09.000000,0,4,Monday,1
CR-27049,Sluggish database response due to backup corruption issues.,Network,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-10-20T09:21:23.000000,2025-10-20T11:21:23.000000,2025-10-20T18:21:23.000000,0,5,Monday,1
CR-27050,Unexpected lockout flagged during Privileged Access re-validation.,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-10-20T08:50:23.000000,2025-10-20T10:50:23.000000,2025-10-20T12:50:23.000000,0,5,Monday,1
CR-27051,Critical alert: Database server overload detected.,Hardware,Spiderman,Spiderman,Avengers II,Service A,New,High,Medium,Medium,Medium,2025-10-21T01:19:55.000000,,,0,1,Tuesday,1
CR-27052,Critical alert: Database server overload detected.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-10-21T19:26:02.000000,2025-10-22T03:26:02.000000,2025-10-23T02:26:02.000000,0,3,Tuesday,1
CR-27053,Multiple hostname errors flagged due to mismatched entries in logs.,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,Medium,High,2025-10-21T12:52:18.000000,2025-10-21T16:52:18.000000,2025-10-21T19:52:18.000000,0,5,Tuesday,1
CR-27054,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Access,Shang Chi,Shang Chi,Avengers II,Service C,New,Low,Critical,Medium,High,2025-10-21T13:38:14.000000,,,0,3,Tuesday,1
CR-27055,DDoS mitigation triggered during heavy external activity.,Hardware,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Low,Medium,2025-10-21T08:29:41.000000,,,0,2,Tuesday,1
CR-27056,Workload forecasting triggered after peak hours response logs clustered anomalies.,Data,Neo,Neo,Matrix,Service A,On Hold,Low,High,High,Medium,2025-10-21T03:00:08.000000,,,0,3,Tuesday,1
CR-27057,Service outage detected with no connection to database.,Complaint,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-21T17:21:11.000000,2025-10-21T21:21:11.000000,2025-10-22T08:21:11.000000,0,4,Tuesday,1
CR-27058,VPN tunnel flag uncovered during traffic multiplexer configuration checks.,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-10-21T07:42:18.000000,2025-10-21T14:42:18.000000,2025-10-22T06:42:18.000000,0,2,Tuesday,1
CR-27059,System configuration process flagged as misaligned during audit checks.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-21T13:52:25.000000,2025-10-21T17:52:25.000000,2025-10-22T05:52:25.000000,0,1,Tuesday,1
CR-27060,Security patch missing from production system; risk flagged.,Failure,John Wick,John Wick,Matrix,Service B,Closed,Low,High,High,Medium,2025-10-21T12:41:04.000000,2025-10-21T20:41:04.000000,2025-10-22T14:41:04.000000,0,3,Tuesday,1
CR-27061,Power failure simulation triggered during red team activity.,Access,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-10-21T05:28:22.000000,2025-10-21T13:28:22.000000,2025-10-21T15:28:22.000000,0,3,Tuesday,1
CR-27062,Service outage detected with no connection to database.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,Medium,2025-10-21T01:55:15.000000,2025-10-21T06:55:15.000000,2025-10-21T13:55:15.000000,0,3,Tuesday,1
CR-27063,System configuration process flagged as misaligned during audit checks.,Software,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-10-21T17:15:59.000000,2025-10-21T22:15:59.000000,2025-10-24T02:15:59.000000,0,0,Tuesday,1
CR-27064,Cloud storage exposed publicly due to account misconfiguration.,Access,Thor,Thor,Avengers,Service B,New,Medium,Medium,Medium,Low,2025-10-21T09:04:03.000000,,,0,1,Tuesday,1
CR-27065,System resource spike identified on analytics server logs.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,High,High,2025-10-21T22:43:57.000000,2025-10-22T05:43:57.000000,2025-10-23T01:43:57.000000,1,2,Tuesday,0
CR-27066,Failed login attempts detected from multiple locations.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-21T19:57:35.000000,2025-10-22T03:57:35.000000,2025-10-23T05:57:35.000000,0,2,Tuesday,1
CR-27067,Cloud synchronization failure reported after update processing.,Access,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-10-21T11:57:22.000000,2025-10-21T18:57:22.000000,2025-10-22T20:57:22.000000,0,2,Tuesday,1
CR-27068,DNS query failure: Incorrect configuration detected on the main server.,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-21T11:10:52.000000,2025-10-21T15:10:52.000000,2025-10-22T01:10:52.000000,0,4,Tuesday,1
CR-27069,Firewall misconfiguration allowed unauthorized access.,Software,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,Medium,2025-10-21T14:29:10.000000,2025-10-21T19:29:10.000000,2025-10-22T07:29:10.000000,0,5,Tuesday,1
CR-27070,Rogue access flagged on external production server.,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Low,Low,2025-10-21T17:16:11.000000,2025-10-21T21:16:11.000000,2025-10-23T07:16:11.000000,0,1,Tuesday,1
CR-27071,Service outage detected with no connection to database.,Software,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-10-21T16:22:30.000000,2025-10-21T20:22:30.000000,2025-10-23T14:22:30.000000,0,0,Tuesday,1
CR-27072,Power failure simulation triggered during red team activity.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-21T05:53:58.000000,2025-10-21T12:53:58.000000,2025-10-21T15:53:58.000000,0,3,Tuesday,1
CR-27073,Performance bottlenecks delayed response from analysis cluster.,Network,Shang Chi,Shang Chi,Avengers II,Service B,On Hold,Medium,High,High,High,2025-10-21T16:05:18.000000,,,0,3,Tuesday,1
CR-27074,SSL handshake timed out during multi-instance connection attempt.,Data,Thor,Thor,Avengers,Service C,Closed,High,High,Medium,High,2025-10-21T04:41:25.000000,2025-10-21T11:41:25.000000,2025-10-22T03:41:25.000000,0,2,Tuesday,1
CR-27075,High errors detected due to outdated system protocols.,Network,Thor,Thor,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-21T17:57:00.000000,2025-10-21T20:57:00.000000,2025-10-22T22:57:00.000000,0,1,Tuesday,1
CR-27076,Performance bottlenecks delayed response from analysis cluster.,Network,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Critical,Medium,High,2025-10-21T01:19:07.000000,2025-10-21T09:19:07.000000,2025-10-21T13:19:07.000000,0,5,Tuesday,1
CR-27077,Service outage detected with no connection to database.,Network,Batman,Batman,Matrix,Service C,New,Medium,Medium,Medium,Low,2025-10-21T06:43:34.000000,,,0,2,Tuesday,1
CR-27078,Failed packet transmission in monitoring interfaces.,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,On Hold,High,High,High,High,2025-10-21T13:57:44.000000,,,0,3,Tuesday,1
CR-27079,Failed SSO validation from outdated authentication handshake.,Failure,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-21T01:53:45.000000,2025-10-21T03:53:45.000000,2025-10-22T09:53:45.000000,0,1,Tuesday,1
CR-27080,Multiple hostname errors flagged due to mismatched entries in logs.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-21T09:22:16.000000,2025-10-21T11:22:16.000000,2025-10-22T05:22:16.000000,1,2,Tuesday,0
CR-27081,Request errors logged during cloud synchronization monitoring stages flagged aggregations indicating fallback overload metric stages high-level.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-21T20:34:11.000000,2025-10-21T23:34:11.000000,2025-10-23T01:34:11.000000,0,1,Tuesday,1
CR-27082,Suspicious behavior flagged in user login analytics.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-10-21T23:14:00.000000,2025-10-22T03:14:00.000000,2025-10-22T09:14:00.000000,0,4,Tuesday,1
CR-27083,Critical security incident flagged during ongoing monitoring operations.,Network,Loki,Loki,Avengers,Service B,Closed,High,Low,Low,Low,2025-10-21T09:56:39.000000,2025-10-21T12:56:39.000000,2025-10-22T14:56:39.000000,0,0,Tuesday,1
CR-27084,JIRA system flagged as inaccessible due to SAML failure.,Access,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,High,2025-10-21T01:22:20.000000,2025-10-21T08:22:20.000000,2025-10-21T22:22:20.000000,0,3,Tuesday,1
CR-27085,Suspicious behavior flagged in user login analytics.,Data,Spiderman,Spiderman,Avengers II,Service B,New,Low,High,Medium,High,2025-10-21T17:10:24.000000,,,0,2,Tuesday,1
CR-27086,Critical patch missing scheduled updates on key systems.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Low,Low,2025-10-21T11:56:07.000000,2025-10-21T17:56:07.000000,2025-10-22T10:56:07.000000,0,2,Tuesday,1
CR-27087,Insights prompted resolution sequences stalled during KPI analysis revision cases.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-21T13:01:22.000000,2025-10-21T21:01:22.000000,2025-10-22T08:01:22.000000,0,5,Tuesday,1
CR-27088,Multi-factor authentication failure for privileged accounts.,Data,Thor,Thor,Avengers,Service C,Closed,High,Critical,Medium,High,2025-10-21T19:02:58.000000,2025-10-22T03:02:58.000000,2025-10-22T13:02:58.000000,0,5,Tuesday,1
CR-27089,Workload forecasting triggered after peak hours response logs clustered anomalies.,Hardware,Spiderman,Spiderman,Avengers II,Service C,In Progress,High,High,High,High,2025-10-21T05:10:58.000000,2025-10-21T11:10:58.000000,,0,2,Tuesday,1
CR-27090,Encryption key mismatch detected between nodes in production.,Complaint,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-10-21T18:49:57.000000,2025-10-22T00:49:57.000000,2025-10-22T22:49:57.000000,0,2,Tuesday,1
CR-27091,Memory allocation errors caused stoppage in workload scheduling.,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-21T12:13:12.000000,2025-10-21T16:13:12.000000,2025-10-22T18:13:12.000000,0,1,Tuesday,1
CR-27092,ARP spoofing detected during endpoint network scans.,Software,Captain America,Captain America,Avengers,Service B,Closed,Low,High,Medium,High,2025-10-21T16:00:23.000000,2025-10-21T20:00:23.000000,2025-10-22T08:00:23.000000,0,2,Tuesday,1
CR-27093,Unscheduled system reboot interrupted high-priority processing.,Software,Hulk,Hulk,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-10-21T04:30:19.000000,2025-10-21T10:30:19.000000,2025-10-22T12:30:19.000000,0,2,Tuesday,1
CR-27094,Keylogger activity detected on privileged employee machine.,Network,Loki,Loki,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-10-21T09:14:45.000000,2025-10-21T17:14:45.000000,2025-10-22T13:14:45.000000,0,1,Tuesday,1
CR-27095,Performance bottlenecks delayed response from analysis cluster.,Data,Spiderman,Spiderman,Avengers II,Service C,In Progress,High,Critical,High,High,2025-10-21T11:13:21.000000,2025-10-21T16:13:21.000000,,0,5,Tuesday,1
CR-27096,Failed encryption process: Unable to secure sensitive data.,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Critical,High,High,2025-10-21T01:24:19.000000,2025-10-21T06:24:19.000000,2025-10-21T12:24:19.000000,0,3,Tuesday,1
CR-27097,System resource spike identified on analytics server logs.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-21T15:34:47.000000,2025-10-21T20:34:47.000000,2025-10-23T08:34:47.000000,0,2,Tuesday,1
CR-27098,JIRA system flagged as inaccessible due to SAML failure.,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-10-21T05:04:26.000000,2025-10-21T09:04:26.000000,2025-10-23T11:04:26.000000,0,1,Tuesday,1
CR-27099,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-21T04:44:38.000000,2025-10-21T08:44:38.000000,2025-10-21T14:44:38.000000,0,3,Tuesday,1
CR-27100,ARP spoofing detected during endpoint network scans.,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-10-21T04:15:46.000000,2025-10-21T08:15:46.000000,2025-10-22T06:15:46.000000,0,1,Tuesday,1
CR-27101,Encryption key mismatch detected between nodes in production.,Complaint,Loki,Loki,Avengers,Service A,New,Medium,Critical,High,High,2025-10-21T06:57:11.000000,,,0,5,Tuesday,1
CR-27102,Repeated failed ping attempts logged for external endpoint.,Access,John Wick,John Wick,Matrix,Service C,Closed,High,High,High,High,2025-10-21T05:07:14.000000,2025-10-21T13:07:14.000000,2025-10-22T12:07:14.000000,0,3,Tuesday,1
CR-27103,Phishing email identified by security team.,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,Low,2025-10-21T14:15:56.000000,2025-10-21T16:15:56.000000,2025-10-22T12:15:56.000000,0,2,Tuesday,1
CR-27104,Rogue access flagged on external production server.,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,Medium,2025-10-21T16:10:20.000000,2025-10-21T23:10:20.000000,2025-10-22T02:10:20.000000,0,3,Tuesday,1
CR-27105,JIRA system flagged as inaccessible due to SAML failure.,Data,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,Medium,Medium,2025-10-21T22:49:02.000000,2025-10-22T00:49:02.000000,2025-10-22T08:49:02.000000,1,3,Tuesday,0
CR-27106,High errors detected due to outdated system protocols.,Software,Batman,Batman,Matrix,Service A,Closed,Medium,Critical,High,Medium,2025-10-21T07:18:25.000000,2025-10-21T09:18:25.000000,2025-10-21T21:18:25.000000,0,5,Tuesday,1
CR-27107,Preventative trial flagged confidence cases staging priority upticks during clustered metrics snapshot.,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,High,High,Low,2025-10-21T18:31:32.000000,2025-10-22T01:31:32.000000,2025-10-22T07:31:32.000000,0,2,Tuesday,1
CR-27108,Data threshold exceeded causing mainframe overload flag upstream details cluster pipeline inline faults matrix overview.,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-21T01:23:52.000000,2025-10-21T03:23:52.000000,2025-10-21T11:23:52.000000,0,4,Tuesday,1
