Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0025113,Relocation of desktop workstation within the office premises.,Data,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-04T03:05:03.000000,2025-10-04T10:05:03.000000,2025-10-04T23:05:03.000000,2,Saturday
SR-0025114,Activate mobile application access for workflow approvals.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-10-04T23:31:21.000000,2025-10-05T06:31:21.000000,2025-10-07T18:31:21.000000,5,Saturday
SR-0025115,Document retention policy modification for compliance purposes.,Data,Iron Man,Iron Man,Avengers,Service A,In Progress,Low,Critical,High,Medium,2025-10-04T18:28:11.000000,2025-10-04T21:28:11.000000,,4,Saturday
SR-0025116,Update employee badge photo in internal directory.,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,Medium,2025-10-04T11:06:24.000000,2025-10-04T15:06:24.000000,2025-10-04T17:06:24.000000,4,Saturday
SR-0025117,Request to adjust permissions on shared inbox handling invoices.,Network,Hulk,Hulk,Avengers,Service C,New,High,High,High,High,2025-10-04T12:02:00.000000,,,1,Saturday
SR-0025118,Enable port redirection for database replication tasks.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,In Progress,Medium,Medium,Medium,Low,2025-10-04T18:19:37.000000,2025-10-04T22:19:37.000000,,0,Saturday
SR-0025119,Request to install Python libraries on student laptops.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-04T11:09:04.000000,2025-10-04T19:09:04.000000,2025-10-06T04:09:04.000000,3,Saturday
SR-0025120,Provision special access profiles for GDPR compliance audits.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-04T06:31:42.000000,2025-10-04T10:31:42.000000,2025-10-05T20:31:42.000000,3,Saturday
SR-0025121,User asking for permissions to install additional software.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-04T13:23:41.000000,2025-10-04T20:23:41.000000,2025-10-05T01:23:41.000000,3,Saturday
SR-0025122,Troubleshoot application access issues related to role change.,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-10-04T09:37:15.000000,2025-10-04T13:37:15.000000,2025-10-06T21:37:15.000000,1,Saturday
SR-0025123,Backup and restore files deleted by mistake on shared drive.,Hardware,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-04T11:36:21.000000,2025-10-04T19:36:21.000000,2025-10-05T21:36:21.000000,3,Saturday
SR-0025124,Request to create a new distribution list for the Marketing team.,Complaint,Neo,Neo,Matrix,Service A,Closed,High,Low,Low,Low,2025-10-04T19:37:11.000000,2025-10-05T03:37:11.000000,2025-10-07T12:37:11.000000,3,Saturday
SR-0025125,Upgrade workstation RAM for improved video editing performance.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-10-04T08:42:17.000000,2025-10-04T12:42:17.000000,2025-10-06T00:42:17.000000,4,Saturday
SR-0025126,Provisioning of VPN access for third-party vendor consultants.,Failure,Batman,Batman,Matrix,Service A,New,High,Medium,Medium,Low,2025-10-04T19:42:13.000000,,,1,Saturday
SR-0025127,Provision external storage for graphics design project.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,High,2025-10-04T16:58:40.000000,2025-10-04T18:58:40.000000,2025-10-05T15:58:40.000000,4,Saturday
SR-0025128,Provisioning of VPN access for third-party vendor consultants.,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Low,Low,2025-10-04T11:46:58.000000,2025-10-04T18:46:58.000000,2025-10-05T17:46:58.000000,2,Saturday
SR-0025129,Add two new access points to the office Wi-Fi network.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-10-04T22:38:19.000000,2025-10-05T04:38:19.000000,2025-10-05T12:38:19.000000,0,Saturday
SR-0025130,Request to create test environment for application testing.,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-10-04T21:22:30.000000,2025-10-05T04:22:30.000000,2025-10-06T02:22:30.000000,0,Saturday
SR-0025131,Request to enable remote access to on-site servers.,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-05T19:38:00.000000,2025-10-06T00:38:00.000000,2025-10-06T08:38:00.000000,5,Sunday
SR-0025132,Reassign ownership of project management tools to new team lead.,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Low,Low,2025-10-05T12:19:45.000000,2025-10-05T16:19:45.000000,2025-10-06T12:19:45.000000,4,Sunday
SR-0025133,Request to adjust permissions on shared inbox handling invoices.,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-05T00:44:47.000000,2025-10-05T08:44:47.000000,2025-10-05T20:44:47.000000,4,Sunday
SR-0025134,Reassign ownership of project management tools to new team lead.,Facilities,John Wick,John Wick,Matrix,Service A,In Progress,Low,Low,Low,Low,2025-10-05T15:46:39.000000,2025-10-05T17:46:39.000000,,5,Sunday
SR-0025135,Request to access internal SharePoint site for the Finance department.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-10-05T10:34:36.000000,2025-10-05T18:34:36.000000,2025-10-06T17:34:36.000000,5,Sunday
SR-0025136,Request for temporary guest access to internal intranet services.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-10-05T13:22:31.000000,2025-10-05T17:22:31.000000,2025-10-06T08:22:31.000000,4,Sunday
SR-0025137,Replace hardware for malfunctioning conference room equipment.,Software,Thor,Thor,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-05T06:19:42.000000,2025-10-05T11:19:42.000000,2025-10-07T08:19:42.000000,0,Sunday
SR-0025138,Request to enable remote access to on-site servers.,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Low,Medium,2025-10-05T22:41:22.000000,2025-10-06T02:41:22.000000,2025-10-07T09:41:22.000000,3,Sunday
SR-0025139,Re-enable accounts for recent employee returning after leave.,Software,Batman,Batman,Matrix,Service B,New,High,Medium,Medium,Medium,2025-10-05T04:34:12.000000,,,4,Sunday
SR-0025140,Request to install Python libraries on student laptops.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,In Progress,Medium,High,Medium,High,2025-10-05T02:51:37.000000,2025-10-05T07:51:37.000000,,2,Sunday
SR-0025141,Create custom email signature for company branding.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-10-05T02:17:50.000000,2025-10-05T08:17:50.000000,2025-10-05T16:17:50.000000,3,Sunday
SR-0025142,Request for cloud storage account provisioning for upcoming project.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,High,High,2025-10-05T13:41:38.000000,2025-10-05T18:41:38.000000,2025-10-05T22:41:38.000000,0,Sunday
SR-0025143,User asking for permissions to install additional software.,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-10-05T11:57:37.000000,2025-10-05T18:57:37.000000,2025-10-06T19:57:37.000000,3,Sunday
SR-0025144,Replace hardware for malfunctioning conference room equipment.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-10-05T07:49:04.000000,2025-10-05T12:49:04.000000,2025-10-06T06:49:04.000000,4,Sunday
SR-0025145,Upgrade workstation RAM for improved video editing performance.,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Low,Medium,2025-10-05T01:37:58.000000,2025-10-05T03:37:58.000000,2025-10-06T03:37:58.000000,5,Sunday
SR-0025146,Install Adobe Creative Suite on workstation for design team.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,New,High,Critical,High,High,2025-10-05T14:45:15.000000,,,5,Sunday
SR-0025147,Request to configure SSO login for external web resource.,Data,John Cena,John Cena,Matrix,Service A,Closed,Low,High,High,Medium,2025-10-05T17:52:58.000000,2025-10-05T23:52:58.000000,2025-10-06T19:52:58.000000,5,Sunday
SR-0025148,Request to adjust permissions on shared inbox handling invoices.,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,High,High,High,2025-10-05T16:32:52.000000,2025-10-06T00:32:52.000000,2025-10-06T07:32:52.000000,4,Sunday
SR-0025149,Request to adjust permissions on shared inbox handling invoices.,Access,Thor,Thor,Avengers,Service C,New,Medium,Critical,High,High,2025-10-05T13:29:40.000000,,,3,Sunday
SR-0025150,Update public holiday calendar in corporate Outlook accounts.,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-05T14:59:32.000000,2025-10-05T18:59:32.000000,2025-10-06T11:59:32.000000,5,Sunday
SR-0025151,Request to create and configure backup jobs for departmental database.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,High,2025-10-05T21:43:57.000000,2025-10-06T01:43:57.000000,2025-10-06T17:43:57.000000,2,Sunday
SR-0025152,Request for extended quota on shared email inbox.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,On Hold,High,Medium,Medium,Medium,2025-10-05T19:28:27.000000,,,4,Sunday
SR-0025153,Add two new access points to the office Wi-Fi network.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-05T02:54:35.000000,2025-10-05T07:54:35.000000,2025-10-05T18:54:35.000000,0,Sunday
SR-0025154,Request to create and configure backup jobs for departmental database.,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-05T04:44:38.000000,2025-10-05T11:44:38.000000,2025-10-05T17:44:38.000000,3,Sunday
SR-0025155,Provision special access profiles for GDPR compliance audits.,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-10-05T11:07:49.000000,2025-10-05T14:07:49.000000,2025-10-06T03:07:49.000000,4,Sunday
SR-0025156,Request to create and configure backup jobs for departmental database.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-05T14:11:27.000000,2025-10-05T18:11:27.000000,2025-10-06T11:11:27.000000,1,Sunday
SR-0025157,Request to create and configure backup jobs for departmental database.,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-10-05T05:59:23.000000,2025-10-05T11:59:23.000000,2025-10-05T20:59:23.000000,0,Sunday
SR-0025158,Install licensed Microsoft Visio on a department computer.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-05T11:26:33.000000,2025-10-05T16:26:33.000000,2025-10-07T00:26:33.000000,5,Sunday
SR-0025159,Request to install Python libraries on student laptops.,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-10-05T16:49:59.000000,2025-10-05T20:49:59.000000,2025-10-06T22:49:59.000000,1,Sunday
SR-0025160,Update employee badge photo in internal directory.,Network,Hulk,Hulk,Avengers,Service B,New,Low,Critical,High,Medium,2025-10-05T13:25:36.000000,,,1,Sunday
SR-0025161,Install licensed Microsoft Visio on a department computer.,Network,Hulk,Hulk,Avengers,Service B,New,Low,High,High,High,2025-10-05T15:17:08.000000,,,2,Sunday
SR-0025162,Upgrade workstation RAM for improved video editing performance.,Hardware,Iron Man,Iron Man,Avengers,Service A,In Progress,High,Low,Low,Low,2025-10-05T10:00:27.000000,2025-10-05T15:00:27.000000,,3,Sunday
SR-0025163,Activate mobile application access for workflow approvals.,Software,John Cena,John Cena,Matrix,Service A,Closed,High,Low,Low,Low,2025-10-05T20:06:33.000000,2025-10-06T00:06:33.000000,2025-10-07T02:06:33.000000,3,Sunday
SR-0025164,Provision special access profiles for GDPR compliance audits.,Data,Thor,Thor,Avengers,Service B,New,High,Low,Low,Low,2025-10-05T03:35:45.000000,,,2,Sunday
SR-0025165,Extend mailbox retention policy for legal department emails.,Hardware,Hulk,Hulk,Avengers,Service A,New,Low,Critical,High,High,2025-10-05T03:24:32.000000,,,1,Sunday
SR-0025166,Request to add new printer to network for HR department.,Access,Thor,Thor,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-05T06:18:31.000000,2025-10-05T13:18:31.000000,2025-10-07T14:18:31.000000,2,Sunday
SR-0025167,Request to install Python libraries on student laptops.,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-05T09:34:04.000000,2025-10-05T15:34:04.000000,2025-10-08T05:34:04.000000,5,Sunday
SR-0025168,Request for extended quota on shared email inbox.,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,High,Medium,Medium,2025-10-05T09:22:02.000000,2025-10-05T13:22:02.000000,2025-10-05T23:22:02.000000,1,Sunday
SR-0025169,Create subdomain for new departmental website launch.,Software,Captain America,Captain America,Avengers,Service B,New,Low,Medium,Medium,Medium,2025-10-05T13:18:55.000000,,,3,Sunday
SR-0025170,Upgrade Oracle database version to meet system requirements.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,High,High,Low,2025-10-05T13:16:45.000000,2025-10-05T17:16:45.000000,2025-10-06T06:16:45.000000,3,Sunday
SR-0025171,Request to create container image repository for DevOps team.,Access,Hulk,Hulk,Avengers,Service B,New,Medium,High,High,High,2025-10-05T00:11:35.000000,,,2,Sunday
SR-0025172,Update employee badge photo in internal directory.,Software,Loki,Loki,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-05T01:47:45.000000,2025-10-05T08:47:45.000000,2025-10-05T22:47:45.000000,5,Sunday
SR-0025173,Upgrade workstation RAM for improved video editing performance.,Data,Thor,Thor,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-10-05T01:29:16.000000,2025-10-05T05:29:16.000000,2025-10-05T14:29:16.000000,2,Sunday
SR-0025174,Request for cloud storage account provisioning for upcoming project.,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-05T03:56:33.000000,2025-10-05T06:56:33.000000,2025-10-05T10:56:33.000000,5,Sunday
SR-0025175,Update employee badge photo in internal directory.,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-10-05T20:57:11.000000,2025-10-06T04:57:11.000000,2025-10-06T10:57:11.000000,3,Sunday
SR-0025176,Reassign ownership of project management tools to new team lead.,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,High,2025-10-05T07:04:52.000000,2025-10-05T14:04:52.000000,2025-10-06T03:04:52.000000,4,Sunday
SR-0025177,Troubleshoot application access issues related to role change.,Software,Iron Man,Iron Man,Avengers,Service C,New,Medium,Low,Low,Low,2025-10-05T21:57:23.000000,,,0,Sunday
SR-0025178,Configuration update needed for internal voice gateway routing.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,New,High,Critical,High,High,2025-10-05T00:03:30.000000,,,3,Sunday
SR-0025179,Reassign ownership of project management tools to new team lead.,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,Medium,Medium,2025-10-05T09:09:32.000000,2025-10-05T11:09:32.000000,2025-10-06T08:09:32.000000,2,Sunday
SR-0025180,Install licensed Microsoft Visio on a department computer.,Hardware,Loki,Loki,Avengers,Service B,In Progress,High,High,High,Low,2025-10-05T16:24:32.000000,2025-10-05T20:24:32.000000,,2,Sunday
SR-0025181,Request to reset password for employee account.,Network,John Cena,John Cena,Matrix,Service A,Closed,Low,High,High,Medium,2025-10-05T14:43:52.000000,2025-10-05T16:43:52.000000,2025-10-06T03:43:52.000000,0,Sunday
SR-0025182,Request for temporary guest access to internal intranet services.,Data,Neo,Neo,Matrix,Service C,New,Medium,Medium,Medium,Medium,2025-10-05T19:12:37.000000,,,5,Sunday
SR-0025183,Request to configure SSO login for external web resource.,Facilities,Batman,Batman,Matrix,Service C,Closed,Low,High,High,High,2025-10-05T09:14:43.000000,2025-10-05T15:14:43.000000,2025-10-06T02:14:43.000000,5,Sunday
SR-0025184,Provision external storage for graphics design project.,Network,Thor,Thor,Avengers,Service A,On Hold,Medium,High,High,High,2025-10-05T08:28:23.000000,,,2,Sunday
SR-0025185,Enable multi-factor authentication for remote developers.,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-10-05T19:52:09.000000,2025-10-05T23:52:09.000000,2025-10-06T05:52:09.000000,2,Sunday
SR-0025186,Grant access to restricted database for data analytics intern.,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-05T22:30:32.000000,2025-10-06T04:30:32.000000,2025-10-06T20:30:32.000000,3,Sunday
SR-0025187,Configure alerts for reporting dashboard thresholds.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,High,High,2025-10-05T12:04:31.000000,2025-10-05T18:04:31.000000,2025-10-06T16:04:31.000000,4,Sunday
SR-0025188,Provision external storage for graphics design project.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,Medium,2025-10-05T02:30:29.000000,2025-10-05T07:30:29.000000,2025-10-05T21:30:29.000000,0,Sunday
SR-0025189,Reassign ownership of project management tools to new team lead.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,On Hold,Low,Critical,High,Medium,2025-10-05T12:02:59.000000,,,0,Sunday
SR-0025190,Request to install Python libraries on student laptops.,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-05T00:00:41.000000,2025-10-05T07:00:41.000000,2025-10-06T19:00:41.000000,1,Sunday
SR-0025191,Request to move group mailbox ownership to new manager.,Software,Thor,Thor,Avengers,Service A,New,High,Low,Low,Low,2025-10-05T09:33:56.000000,,,5,Sunday
SR-0025192,Change access rights on shared folder for team lead.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,Medium,2025-10-05T19:06:12.000000,2025-10-06T01:06:12.000000,2025-10-06T15:06:12.000000,1,Sunday
SR-0025193,Request to enable remote access to on-site servers.,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,In Progress,High,Medium,Medium,Medium,2025-10-05T15:11:00.000000,2025-10-05T18:11:00.000000,,1,Sunday
SR-0025194,Replace hardware for malfunctioning conference room equipment.,Software,Thor,Thor,Avengers,Service A,In Progress,High,Critical,High,High,2025-10-05T08:45:12.000000,2025-10-05T11:45:12.000000,,0,Sunday
SR-0025195,Request to create test environment for application testing.,Data,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-10-05T14:32:30.000000,2025-10-05T16:32:30.000000,2025-10-07T06:32:30.000000,5,Sunday
SR-0025196,Request to configure SSO login for external web resource.,Data,Loki,Loki,Avengers,Service C,Closed,Low,Critical,Medium,High,2025-10-05T15:51:56.000000,2025-10-05T19:51:56.000000,2025-10-06T07:51:56.000000,2,Sunday
SR-0025197,Request to add new printer to network for HR department.,Hardware,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-10-05T15:32:33.000000,2025-10-05T20:32:33.000000,2025-10-06T10:32:33.000000,5,Sunday
SR-0025198,Backup and restore files deleted by mistake on shared drive.,Failure,Batman,Batman,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-10-05T16:18:00.000000,2025-10-05T18:18:00.000000,2025-10-06T20:18:00.000000,2,Sunday
SR-0025199,Configuration update needed for internal voice gateway routing.,Facilities,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-05T20:55:52.000000,2025-10-05T22:55:52.000000,2025-10-06T17:55:52.000000,0,Sunday
SR-0025200,Request to configure SSO login for external web resource.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Medium,Medium,Medium,Medium,2025-10-05T14:05:26.000000,2025-10-05T19:05:26.000000,,1,Sunday
SR-0025201,Configure alerts for reporting dashboard thresholds.,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-05T18:08:15.000000,2025-10-05T21:08:15.000000,2025-10-06T06:08:15.000000,4,Sunday
SR-0025202,Request for cloud storage account provisioning for upcoming project.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-10-05T01:42:56.000000,2025-10-05T04:42:56.000000,2025-10-06T12:42:56.000000,0,Sunday
SR-0025203,Request to configure SSO login for external web resource.,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-05T19:19:21.000000,2025-10-06T01:19:21.000000,2025-10-06T14:19:21.000000,5,Sunday
SR-0025204,Provisioning of VPN access for third-party vendor consultants.,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,High,2025-10-05T02:33:16.000000,2025-10-05T04:33:16.000000,2025-10-05T22:33:16.000000,4,Sunday
SR-0025205,Request to create a new distribution list for the Marketing team.,Network,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-05T03:17:06.000000,2025-10-05T07:17:06.000000,2025-10-06T11:17:06.000000,2,Sunday
SR-0025206,Request to access internal SharePoint site for the Finance department.,Network,Thor,Thor,Avengers,Service B,On Hold,High,Medium,Medium,Medium,2025-10-05T18:03:30.000000,,,0,Sunday
SR-0025207,Request to create container image repository for DevOps team.,Data,Thor,Thor,Avengers,Service C,New,Low,Critical,High,High,2025-10-05T09:27:39.000000,,,4,Sunday
SR-0025208,Replace hardware for malfunctioning conference room equipment.,Software,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-10-05T18:05:14.000000,2025-10-05T20:05:14.000000,2025-10-05T23:05:14.000000,5,Sunday
SR-0025209,User asking for permissions to install additional software.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,New,Low,Critical,High,High,2025-10-05T07:54:17.000000,,,5,Sunday
SR-0025210,Create subdomain for new departmental website launch.,Data,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-10-05T11:38:12.000000,2025-10-05T19:38:12.000000,2025-10-06T04:38:12.000000,3,Sunday
SR-0025211,Configure alerts for reporting dashboard thresholds.,Data,Captain America,Captain America,Avengers,Service B,New,Low,Critical,High,High,2025-10-05T23:37:34.000000,,,4,Sunday
SR-0025212,Activate mobile application access for workflow approvals.,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-05T09:15:36.000000,2025-10-05T15:15:36.000000,2025-10-06T04:15:36.000000,1,Sunday
SR-0025213,Backup and restore files deleted by mistake on shared drive.,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-05T10:35:15.000000,2025-10-05T16:35:15.000000,2025-10-08T07:35:15.000000,5,Sunday
SR-0025214,Request for secure deletion of files on retired desktops.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-05T07:22:54.000000,2025-10-05T11:22:54.000000,2025-10-06T07:22:54.000000,1,Sunday
SR-0025215,Replace hardware for malfunctioning conference room equipment.,Failure,Captain America,Captain America,Avengers,Service B,New,Medium,High,High,Medium,2025-10-05T21:11:16.000000,,,0,Sunday
SR-0025216,Request to create and configure backup jobs for departmental database.,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-05T04:53:45.000000,2025-10-05T07:53:45.000000,2025-10-06T14:53:45.000000,4,Sunday
SR-0025217,Add two new access points to the office Wi-Fi network.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,New,Medium,Medium,Medium,Medium,2025-10-05T17:23:02.000000,,,2,Sunday
SR-0025218,Provision external storage for graphics design project.,Facilities,Thor,Thor,Avengers,Service B,In Progress,High,Critical,High,High,2025-10-05T08:28:54.000000,2025-10-05T11:28:54.000000,,4,Sunday
SR-0025219,Reassign ownership of project management tools to new team lead.,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-10-05T14:32:29.000000,2025-10-05T21:32:29.000000,2025-10-06T19:32:29.000000,1,Sunday
SR-0025220,User asking for permissions to install additional software.,Facilities,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-10-05T16:04:03.000000,2025-10-05T20:04:03.000000,2025-10-06T06:04:03.000000,4,Sunday
SR-0025221,Upgrade Oracle database version to meet system requirements.,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Low,Low,Low,2025-10-05T22:50:59.000000,2025-10-06T02:50:59.000000,2025-10-07T11:50:59.000000,1,Sunday
SR-0025222,Install Adobe Creative Suite on workstation for design team.,Access,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-05T12:05:28.000000,2025-10-05T17:05:28.000000,2025-10-05T21:05:28.000000,2,Sunday
SR-0025223,Request for cloud storage account provisioning for upcoming project.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-10-05T06:14:24.000000,2025-10-05T10:14:24.000000,2025-10-05T23:14:24.000000,2,Sunday
SR-0025224,Add two new access points to the office Wi-Fi network.,Hardware,Thor,Thor,Avengers,Service A,New,High,Medium,Medium,Medium,2025-10-05T16:36:19.000000,,,2,Sunday
SR-0025225,Install Adobe Creative Suite on workstation for design team.,Access,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,Medium,2025-10-05T05:09:08.000000,2025-10-05T07:09:08.000000,2025-10-05T10:09:08.000000,3,Sunday
SR-0025226,Relocation of desktop workstation within the office premises.,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-10-05T15:40:13.000000,2025-10-05T21:40:13.000000,2025-10-06T12:40:13.000000,4,Sunday
SR-0025227,Configure alerts for reporting dashboard thresholds.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-10-05T03:50:46.000000,2025-10-05T11:50:46.000000,2025-10-06T08:50:46.000000,3,Sunday
SR-0025228,Request to create test environment for application testing.,Facilities,Iron Man,Iron Man,Avengers,Service A,New,Medium,High,High,High,2025-10-05T10:56:10.000000,,,5,Sunday
SR-0025229,Backup and restore files deleted by mistake on shared drive.,Network,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-05T01:46:27.000000,2025-10-05T06:46:27.000000,2025-10-05T16:46:27.000000,5,Sunday
SR-0025230,Update employee badge photo in internal directory.,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-05T21:21:07.000000,2025-10-05T23:21:07.000000,2025-10-07T19:21:07.000000,2,Sunday
SR-0025231,Change access rights on shared folder for team lead.,Hardware,John Cena,John Cena,Matrix,Service B,On Hold,Low,Medium,Medium,Medium,2025-10-05T15:26:26.000000,,,4,Sunday
SR-0025232,Upgrade Oracle database version to meet system requirements.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Low,Low,Low,2025-10-05T00:53:25.000000,2025-10-05T04:53:25.000000,2025-10-07T10:53:25.000000,2,Sunday
SR-0025233,Change access rights on shared folder for team lead.,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,High,High,High,2025-10-05T12:37:02.000000,2025-10-05T20:37:02.000000,2025-10-06T13:37:02.000000,4,Sunday
SR-0025234,Re-enable accounts for recent employee returning after leave.,Complaint,Loki,Loki,Avengers,Service B,Closed,Low,High,High,High,2025-10-05T10:50:31.000000,2025-10-05T17:50:31.000000,2025-10-06T15:50:31.000000,0,Sunday
SR-0025235,Create custom email signature for company branding.,Data,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-10-06T17:28:38.000000,2025-10-06T19:28:38.000000,2025-10-06T20:28:38.000000,2,Monday
