Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-24323,Mobile app login failing for all users,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,On Hold,High,High,High,Medium,2025-09-16T22:00:22.000000,,,1,3,Tuesday,0
CR-24324,User unable to log in to corporate VPN,Network,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-09-16T01:38:22.000000,2025-09-16T08:38:22.000000,2025-09-17T18:38:22.000000,0,2,Tuesday,1
CR-24325,Time synchronization issue causing authentication failures,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-09-16T09:55:01.000000,2025-09-16T17:55:01.000000,2025-09-16T22:55:01.000000,0,3,Tuesday,1
CR-24326,Time-out errors when accessing CRM system,Data,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-09-16T22:05:47.000000,2025-09-17T04:05:47.000000,2025-09-18T03:05:47.000000,0,2,Tuesday,1
CR-24327,Old password still granting access to system,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,Medium,2025-09-16T00:16:47.000000,2025-09-16T02:16:47.000000,2025-09-16T08:16:47.000000,1,3,Tuesday,0
CR-24328,Auto-save not working in productivity application,Network,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,Medium,Medium,Medium,Low,2025-09-16T04:22:17.000000,2025-09-16T06:22:17.000000,,0,2,Tuesday,1
CR-24329,New software installation failing on endpoint,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,Medium,High,2025-09-16T01:39:40.000000,2025-09-16T08:39:40.000000,2025-09-16T20:39:40.000000,0,3,Tuesday,1
CR-24330,Barcode scanner not transmitting data to system,Facilities,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-09-16T13:29:16.000000,2025-09-16T16:29:16.000000,2025-09-17T17:29:16.000000,0,1,Tuesday,1
CR-24331,Scheduled report not generated or delivered,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-09-16T08:50:50.000000,2025-09-16T14:50:50.000000,2025-09-16T22:50:50.000000,0,2,Tuesday,1
CR-24332,Application crash when user attempts specific function,Access,Loki,Loki,Avengers,Service B,Closed,Medium,Medium,Low,Low,2025-09-16T03:53:10.000000,2025-09-16T07:53:10.000000,2025-09-17T00:53:10.000000,0,1,Tuesday,1
CR-24333,Application not launching after latest OS update,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-16T13:20:13.000000,2025-09-16T17:20:13.000000,2025-09-18T03:20:13.000000,0,1,Tuesday,1
CR-24334,Incorrect user mapping in identity provider,Data,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-09-16T09:48:35.000000,2025-09-16T12:48:35.000000,2025-09-16T14:48:35.000000,0,4,Tuesday,1
CR-24335,User unable to open encrypted email,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Critical,High,Medium,2025-09-16T01:55:44.000000,2025-09-16T06:55:44.000000,2025-09-16T07:55:44.000000,0,5,Tuesday,1
CR-24336,Access badge system not updating from central database,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-09-16T23:47:12.000000,2025-09-17T01:47:12.000000,2025-09-17T03:47:12.000000,0,4,Tuesday,1
CR-24337,Intermittent packet loss on WAN link,Access,Captain America,Captain America,Avengers,Service B,In Progress,Medium,Critical,High,Medium,2025-09-16T04:55:04.000000,2025-09-16T08:55:04.000000,,0,4,Tuesday,1
CR-24338,User’s mailbox not receiving external emails,Network,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-09-16T18:25:33.000000,2025-09-16T20:25:33.000000,2025-09-17T12:25:33.000000,0,1,Tuesday,1
CR-24339,Duplicate records appearing in customer database,Access,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-09-16T03:34:23.000000,2025-09-16T09:34:23.000000,2025-09-17T04:34:23.000000,1,3,Tuesday,0
CR-24340,Local profile corrupted on shared workstation,Network,Thor,Thor,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-09-16T02:01:32.000000,2025-09-16T05:01:32.000000,2025-09-17T12:01:32.000000,0,0,Tuesday,1
CR-24341,Old password still granting access to system,Hardware,John Wick,John Wick,Matrix,Service C,Closed,High,High,Medium,High,2025-09-16T15:54:38.000000,2025-09-16T21:54:38.000000,2025-09-17T07:54:38.000000,0,3,Tuesday,1
CR-24342,User unable to log in to corporate VPN,Facilities,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,Medium,2025-09-16T00:55:20.000000,2025-09-16T08:55:20.000000,2025-09-16T14:55:20.000000,0,3,Tuesday,1
CR-24343,Intermittent packet loss on WAN link,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,High,Critical,High,High,2025-09-16T02:27:08.000000,2025-09-16T09:27:08.000000,2025-09-16T12:27:08.000000,0,3,Tuesday,1
CR-24344,User account locked after multiple failed login attempts,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-09-16T08:47:18.000000,2025-09-16T11:47:18.000000,2025-09-17T04:47:18.000000,0,2,Tuesday,1
CR-24345,Auto-save not working in productivity application,Failure,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,High,2025-09-16T23:41:12.000000,2025-09-17T01:41:12.000000,2025-09-17T12:41:12.000000,1,3,Tuesday,0
CR-24346,Single user laptop not connecting to Wi-Fi,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,High,High,High,Medium,2025-09-16T06:20:39.000000,2025-09-16T09:20:39.000000,2025-09-17T07:20:39.000000,0,2,Tuesday,1
CR-24347,Application crash when user attempts specific function,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-09-16T01:45:22.000000,2025-09-16T04:45:22.000000,2025-09-16T17:45:22.000000,1,2,Tuesday,0
CR-24348,User unable to log in to corporate VPN,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-09-16T15:06:49.000000,2025-09-16T22:06:49.000000,2025-09-17T00:06:49.000000,0,4,Tuesday,1
CR-24349,Incorrect language settings applied to user interface,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,High,High,High,Medium,2025-09-16T12:00:29.000000,2025-09-16T15:00:29.000000,,0,3,Tuesday,1
CR-24350,Multiple users experiencing Outlook crashes,Network,Batman,Batman,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-09-16T15:27:56.000000,2025-09-16T17:27:56.000000,2025-09-18T09:27:56.000000,1,1,Tuesday,0
CR-24351,Network printer not visible in device list,Failure,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-09-16T01:40:26.000000,2025-09-16T05:40:26.000000,2025-09-16T09:40:26.000000,0,5,Tuesday,1
CR-24352,Old password still granting access to system,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-09-16T02:22:32.000000,2025-09-16T06:22:32.000000,2025-09-17T06:22:32.000000,0,3,Tuesday,1
CR-24353,Application response time extremely slow for multiple users,Access,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-09-16T04:04:37.000000,2025-09-16T12:04:37.000000,2025-09-17T00:04:37.000000,0,1,Tuesday,1
CR-24354,Time synchronization issue causing authentication failures,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,Medium,Critical,High,High,2025-09-16T01:43:03.000000,,,0,5,Tuesday,1
CR-24355,External website not reachable from corporate network,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,Medium,High,2025-09-16T11:00:33.000000,2025-09-16T18:00:33.000000,2025-09-17T11:00:33.000000,0,2,Tuesday,1
CR-24356,Old password still granting access to system,Access,John Wick,John Wick,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-09-16T09:21:24.000000,2025-09-16T13:21:24.000000,2025-09-17T03:21:24.000000,0,2,Tuesday,1
CR-24357,User unable to access HR portal,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,High,Medium,Medium,2025-09-16T16:03:27.000000,2025-09-17T00:03:27.000000,2025-09-17T17:03:27.000000,0,2,Tuesday,1
CR-24358,Firewall blocking legitimate traffic to partner system,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,Medium,High,2025-09-16T11:26:59.000000,2025-09-16T16:26:59.000000,2025-09-17T05:26:59.000000,0,3,Tuesday,1
CR-24359,User unable to change expired password remotely,Failure,Batman,Batman,Matrix,Service A,Closed,Low,High,High,Medium,2025-09-16T03:37:42.000000,2025-09-16T07:37:42.000000,2025-09-17T02:37:42.000000,1,3,Tuesday,0
CR-24360,Incorrect user mapping in identity provider,Software,Thor,Thor,Avengers,Service C,In Progress,High,Critical,High,High,2025-09-16T16:19:46.000000,2025-09-16T18:19:46.000000,,1,4,Tuesday,0
CR-24361,Duplicate records appearing in customer database,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-09-16T19:46:04.000000,2025-09-16T21:46:04.000000,2025-09-18T12:46:04.000000,0,1,Tuesday,1
CR-24362,Corrupt file detected in document management system,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,High,High,2025-09-16T05:09:13.000000,2025-09-16T08:09:13.000000,2025-09-16T16:09:13.000000,1,3,Tuesday,0
CR-24363,Application not launching after latest OS update,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-09-16T23:55:51.000000,2025-09-17T07:55:51.000000,2025-09-17T08:55:51.000000,1,4,Tuesday,0
CR-24364,Intermittent connectivity issues to file server,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-09-16T21:44:29.000000,2025-09-17T00:44:29.000000,2025-09-17T16:44:29.000000,0,2,Tuesday,1
CR-24365,VoIP phone not registering with call manager,Facilities,John Wick,John Wick,Matrix,Service C,Closed,High,Low,Low,Low,2025-09-16T22:18:06.000000,2025-09-17T02:18:06.000000,2025-09-18T16:18:06.000000,0,0,Tuesday,1
CR-24366,Shared network drive not accessible,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-09-16T14:53:15.000000,2025-09-16T21:53:15.000000,2025-09-19T05:53:15.000000,0,0,Tuesday,1
CR-24367,Endpoint disk space critically low warning,Complaint,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-09-16T19:21:59.000000,2025-09-16T21:21:59.000000,2025-09-17T04:21:59.000000,0,2,Tuesday,1
CR-24368,Single sign-on not working for cloud application,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,Medium,2025-09-16T18:57:10.000000,2025-09-17T02:57:10.000000,2025-09-17T23:57:10.000000,0,2,Tuesday,1
CR-24369,Unexpected reboot of application server,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-09-16T03:39:45.000000,2025-09-16T09:39:45.000000,2025-09-17T11:39:45.000000,0,1,Tuesday,1
CR-24370,User account locked after multiple failed login attempts,Data,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-09-16T18:12:31.000000,2025-09-17T01:12:31.000000,2025-09-18T01:12:31.000000,0,3,Tuesday,1
CR-24371,Access badge system not updating from central database,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Critical,Medium,High,2025-09-16T09:13:17.000000,2025-09-16T17:13:17.000000,2025-09-16T19:13:17.000000,0,3,Tuesday,1
CR-24372,Queue processing stuck in payment application,Software,Thor,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-09-16T19:04:53.000000,2025-09-16T21:04:53.000000,2025-09-17T05:04:53.000000,0,2,Tuesday,1
CR-24373,Old password still granting access to system,Facilities,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,High,High,High,2025-09-16T19:08:41.000000,2025-09-16T21:08:41.000000,2025-09-17T16:08:41.000000,0,2,Tuesday,1
CR-24374,Multi-factor authentication code not delivered to user,Data,John Cena,John Cena,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-16T19:00:24.000000,2025-09-17T01:00:24.000000,2025-09-18T09:00:24.000000,0,1,Tuesday,1
CR-24375,User unable to change expired password remotely,Hardware,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-09-16T07:16:58.000000,2025-09-16T15:16:58.000000,2025-09-16T18:16:58.000000,0,3,Tuesday,1
CR-24376,Error while uploading documents to intranet portal,Failure,John Cena,John Cena,Matrix,Service B,Closed,High,High,Medium,High,2025-09-16T22:39:24.000000,2025-09-17T02:39:24.000000,2025-09-17T22:39:24.000000,0,3,Tuesday,1
CR-24377,Incorrect user mapping in identity provider,Access,John Wick,John Wick,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-09-16T09:50:11.000000,2025-09-16T11:50:11.000000,2025-09-17T04:50:11.000000,0,2,Tuesday,1
CR-24378,User unable to access HR portal,Access,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-09-16T22:50:21.000000,2025-09-17T02:50:21.000000,2025-09-17T11:50:21.000000,0,5,Tuesday,1
CR-24379,Auto-save not working in productivity application,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-09-16T06:14:41.000000,2025-09-16T13:14:41.000000,2025-09-17T08:14:41.000000,1,2,Tuesday,0
CR-24380,Application response time extremely slow for multiple users,Facilities,Hulk,Hulk,Avengers,Service A,New,Low,Critical,Medium,High,2025-09-16T20:59:25.000000,,,0,3,Tuesday,1
CR-24381,USB device not recognized on workstation,Hardware,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-09-16T01:24:53.000000,2025-09-16T03:24:53.000000,2025-09-16T06:24:53.000000,0,3,Tuesday,1
CR-24382,User profile not loading correctly after login,Access,John Cena,John Cena,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-09-16T17:02:59.000000,2025-09-16T19:02:59.000000,2025-09-19T03:02:59.000000,1,0,Tuesday,0
CR-24383,USB device not recognized on workstation,Data,Captain America,Captain America,Avengers,Service A,Closed,Low,High,High,Low,2025-09-16T20:00:00.000000,2025-09-17T03:00:00.000000,2025-09-17T17:00:00.000000,0,3,Tuesday,1
CR-24384,Application crash when user attempts specific function,Software,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-09-16T17:48:35.000000,2025-09-16T22:48:35.000000,2025-09-17T14:48:35.000000,0,3,Tuesday,1
CR-24385,Single sign-on not working for cloud application,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,Medium,2025-09-16T00:15:50.000000,2025-09-16T03:15:50.000000,2025-09-16T20:15:50.000000,0,3,Tuesday,1
CR-24386,Database connection error in production application,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-09-16T21:38:44.000000,2025-09-17T01:38:44.000000,2025-09-17T07:38:44.000000,0,3,Tuesday,1
CR-24387,Batch job failed to complete overnight,Software,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-09-16T10:36:59.000000,2025-09-16T14:36:59.000000,2025-09-17T15:36:59.000000,0,1,Tuesday,1
CR-24388,User unable to access HR portal,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-09-16T04:43:48.000000,2025-09-16T08:43:48.000000,2025-09-17T05:43:48.000000,1,1,Tuesday,0
CR-24389,Intermittent connectivity issues to file server,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-09-16T13:31:13.000000,2025-09-16T16:31:13.000000,2025-09-17T05:31:13.000000,0,2,Tuesday,1
CR-24390,Printer not printing documents from any workstation,Software,Hulk,Hulk,Avengers,Service C,In Progress,High,High,High,High,2025-09-16T19:50:08.000000,2025-09-17T01:50:08.000000,,0,2,Tuesday,1
CR-24391,User home drive not mapping at login,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-09-16T13:33:55.000000,2025-09-16T20:33:55.000000,2025-09-18T04:33:55.000000,1,2,Tuesday,0
CR-24392,Unauthorized login attempt alert for admin account,Complaint,Neo,Neo,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-09-16T15:00:21.000000,2025-09-16T20:00:21.000000,2025-09-19T10:00:21.000000,0,1,Tuesday,1
CR-24393,Time-out errors when accessing CRM system,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-09-16T06:28:45.000000,2025-09-16T12:28:45.000000,2025-09-17T09:28:45.000000,0,3,Tuesday,1
CR-24394,Endpoint disk space critically low warning,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-09-16T05:22:43.000000,2025-09-16T12:22:43.000000,2025-09-17T17:22:43.000000,1,2,Tuesday,0
CR-24395,Endpoint disk space critically low warning,Failure,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,High,High,2025-09-16T12:55:55.000000,2025-09-16T14:55:55.000000,2025-09-16T21:55:55.000000,0,3,Tuesday,1
CR-24396,Broken link on intranet home page,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,High,2025-09-16T20:02:01.000000,2025-09-17T02:02:01.000000,2025-09-17T23:02:01.000000,0,3,Tuesday,1
CR-24397,Incorrect language settings applied to user interface,Failure,Loki,Loki,Avengers,Service C,New,High,High,High,Low,2025-09-16T22:51:08.000000,,,0,3,Tuesday,1
CR-24398,Multi-factor authentication code not delivered to user,Data,Thor,Thor,Avengers,Service A,Closed,Low,Critical,High,High,2025-09-16T17:30:06.000000,2025-09-16T22:30:06.000000,2025-09-16T23:30:06.000000,1,4,Tuesday,0
CR-24399,Database connection error in production application,Software,Iron Man,Iron Man,Avengers,Service A,On Hold,High,High,High,High,2025-09-16T13:34:32.000000,,,1,3,Tuesday,0
CR-24400,User’s mailbox not receiving external emails,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-09-16T03:41:55.000000,2025-09-16T09:41:55.000000,2025-09-16T14:41:55.000000,0,4,Tuesday,1
CR-24401,USB device not recognized on workstation,Data,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-09-16T11:45:18.000000,2025-09-16T18:45:18.000000,2025-09-17T01:45:18.000000,0,5,Tuesday,1
CR-24402,User home drive not mapping at login,Facilities,Loki,Loki,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-09-16T11:08:31.000000,2025-09-16T15:08:31.000000,2025-09-18T00:08:31.000000,0,2,Tuesday,1
CR-24403,Single sign-on not working for cloud application,Network,Neo,Neo,Matrix,Service C,Closed,High,High,High,Medium,2025-09-16T22:32:30.000000,2025-09-17T04:32:30.000000,2025-09-17T17:32:30.000000,0,2,Tuesday,1
CR-24404,Network latency observed between data center and branch office,Facilities,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,Medium,2025-09-16T06:48:48.000000,2025-09-16T12:48:48.000000,2025-09-16T18:48:48.000000,0,3,Tuesday,1
CR-24405,Multi-factor authentication code not delivered to user,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Critical,High,High,2025-09-16T20:08:09.000000,2025-09-17T02:08:09.000000,2025-09-17T04:08:09.000000,0,5,Tuesday,1
CR-24406,Shared network drive not accessible,Software,John Cena,John Cena,Matrix,Service A,On Hold,High,Low,Low,Low,2025-09-16T19:07:56.000000,,,0,0,Tuesday,1
CR-24407,User profile not loading correctly after login,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,High,2025-09-16T23:42:27.000000,2025-09-17T07:42:27.000000,2025-09-18T03:42:27.000000,0,2,Tuesday,1
CR-24408,New software installation failing on endpoint,Complaint,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-16T09:57:20.000000,2025-09-16T15:57:20.000000,2025-09-17T22:57:20.000000,0,2,Tuesday,1
CR-24409,User’s mailbox not receiving external emails,Hardware,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-09-16T07:40:50.000000,2025-09-16T13:40:50.000000,2025-09-17T01:40:50.000000,0,3,Tuesday,1
CR-24410,Delayed message delivery in internal chat system,Facilities,Loki,Loki,Avengers,Service C,New,Low,High,High,Medium,2025-09-16T22:21:45.000000,,,0,2,Tuesday,1
CR-24411,Frequent disconnections from remote desktop session,Failure,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-09-16T10:36:24.000000,2025-09-16T16:36:24.000000,2025-09-19T15:36:24.000000,1,1,Tuesday,0
CR-24412,Frequent password prompts despite valid authentication,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,Medium,2025-09-16T06:25:19.000000,2025-09-16T09:25:19.000000,2025-09-17T04:25:19.000000,0,3,Tuesday,1
CR-24413,Incorrect display of currency values in front-end,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Critical,Medium,High,2025-09-16T11:16:01.000000,2025-09-16T15:16:01.000000,2025-09-16T18:16:01.000000,0,5,Tuesday,1
CR-24414,Data export from system failing with error,Network,Loki,Loki,Avengers,Service A,New,Medium,High,High,Low,2025-09-16T08:46:58.000000,,,0,2,Tuesday,1
CR-24415,User account locked after multiple failed login attempts,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,Medium,2025-09-16T07:19:09.000000,2025-09-16T09:19:09.000000,2025-09-17T06:19:09.000000,0,3,Tuesday,1
CR-24416,Delayed message delivery in internal chat system,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Low,Low,Low,2025-09-16T23:36:54.000000,2025-09-17T04:36:54.000000,2025-09-19T09:36:54.000000,1,1,Tuesday,0
CR-24417,Application crash when user attempts specific function,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-09-16T20:02:19.000000,2025-09-17T02:02:19.000000,2025-09-17T13:02:19.000000,0,3,Tuesday,1
CR-24418,User account locked after multiple failed login attempts,Complaint,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,Medium,2025-09-16T11:21:30.000000,2025-09-16T13:21:30.000000,2025-09-17T03:21:30.000000,0,2,Tuesday,1
CR-24419,Unexpected application log errors after deployment,Hardware,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-09-16T22:18:23.000000,2025-09-17T04:18:23.000000,2025-09-17T22:18:23.000000,0,2,Tuesday,1
CR-24420,Duplicate records appearing in customer database,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-09-16T10:49:28.000000,2025-09-16T12:49:28.000000,2025-09-17T13:49:28.000000,0,1,Tuesday,1
CR-24421,Incorrect permissions on shared folder causing access denied,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-09-16T03:54:41.000000,2025-09-16T06:54:41.000000,2025-09-16T21:54:41.000000,0,1,Tuesday,1
CR-24422,Incorrect data displayed in reporting dashboard,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-09-16T00:07:25.000000,2025-09-16T02:07:25.000000,2025-09-16T13:07:25.000000,0,5,Tuesday,1
CR-24423,Printing jobs stuck in queue without error message,Facilities,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-09-16T09:16:14.000000,2025-09-16T12:16:14.000000,2025-09-16T18:16:14.000000,0,3,Tuesday,1
CR-24424,Endpoint not checking in with management server,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-09-16T08:23:43.000000,2025-09-16T12:23:43.000000,2025-09-17T21:23:43.000000,0,2,Tuesday,1
CR-24425,Auto-save not working in productivity application,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-09-16T14:22:57.000000,2025-09-16T19:22:57.000000,2025-09-18T04:22:57.000000,0,1,Tuesday,1
CR-24426,Corrupted email attachments received internally,Failure,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,Medium,Medium,Medium,Low,2025-09-16T12:04:40.000000,2025-09-16T15:04:40.000000,,0,1,Tuesday,1
CR-24427,Network printer not visible in device list,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-09-16T12:47:55.000000,2025-09-16T18:47:55.000000,2025-09-16T23:47:55.000000,0,5,Tuesday,1
CR-24428,Time synchronization issue causing authentication failures,Failure,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,High,2025-09-16T17:32:15.000000,2025-09-16T23:32:15.000000,2025-09-17T17:32:15.000000,0,2,Tuesday,1
CR-24429,Incorrect language settings applied to user interface,Data,Thor,Thor,Avengers,Service B,Closed,Low,High,Medium,Medium,2025-09-16T10:10:37.000000,2025-09-16T17:10:37.000000,2025-09-17T05:10:37.000000,0,3,Tuesday,1
CR-24430,Time-out errors when accessing CRM system,Complaint,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,Medium,2025-09-16T14:19:10.000000,2025-09-16T21:19:10.000000,2025-09-17T03:19:10.000000,0,3,Tuesday,1
CR-24431,Incorrect language settings applied to user interface,Complaint,Loki,Loki,Avengers,Service C,Closed,Low,High,Medium,High,2025-09-16T09:33:58.000000,2025-09-16T17:33:58.000000,2025-09-17T06:33:58.000000,0,3,Tuesday,1
CR-24432,Time synchronization issue causing authentication failures,Complaint,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-09-16T06:13:24.000000,2025-09-16T13:13:24.000000,2025-09-17T00:13:24.000000,0,3,Tuesday,1
CR-24433,User not receiving password reset email,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-09-16T08:22:42.000000,2025-09-16T15:22:42.000000,2025-09-17T17:22:42.000000,0,2,Tuesday,1
CR-24434,Time-out errors when accessing CRM system,Hardware,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,High,Medium,2025-09-16T22:56:35.000000,2025-09-17T00:56:35.000000,2025-09-17T02:56:35.000000,0,4,Tuesday,1
CR-24435,Printing jobs stuck in queue without error message,Software,John Wick,John Wick,Matrix,Service C,Closed,High,Critical,High,High,2025-09-16T06:33:40.000000,2025-09-16T13:33:40.000000,2025-09-16T17:33:40.000000,0,3,Tuesday,1
CR-24436,Network latency observed between data center and branch office,Facilities,Captain America,Captain America,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-09-16T12:01:05.000000,2025-09-16T20:01:05.000000,2025-09-18T08:01:05.000000,1,1,Tuesday,0
CR-24437,Multiple users experiencing Outlook crashes,Network,Neo,Neo,Matrix,Service B,New,Low,Medium,Medium,Medium,2025-09-16T06:30:13.000000,,,0,1,Tuesday,1
CR-24438,User unable to change expired password remotely,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,High,High,High,2025-09-16T21:35:00.000000,2025-09-17T00:35:00.000000,2025-09-17T07:35:00.000000,1,3,Tuesday,0
CR-24439,Local profile corrupted on shared workstation,Software,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-09-16T14:06:33.000000,2025-09-16T17:06:33.000000,2025-09-17T21:06:33.000000,0,2,Tuesday,1
CR-24440,Network latency observed between data center and branch office,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-09-16T21:34:08.000000,2025-09-17T05:34:08.000000,2025-09-20T05:34:08.000000,1,0,Tuesday,0
