Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-5009,Intermittent email delivery delays to external domains,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-01T19:31:34.000000,2025-12-01T22:31:34.000000,2025-12-03T06:31:34.000000,1,2,Monday,0
CR-5010,Unexplained slow logon times for domain users,Failure,Thor,Thor,Avengers,Service A,Closed,Low,Critical,Medium,High,2025-12-01T03:46:31.000000,2025-12-01T07:46:31.000000,2025-12-01T14:46:31.000000,0,5,Monday,1
CR-5011,Intermittent VoIP call quality issues and audio dropouts,Software,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Low,Low,Low,2025-12-01T02:57:44.000000,2025-12-01T08:57:44.000000,2025-12-03T11:57:44.000000,0,0,Monday,1
CR-5012,Recurring problems with email calendar synchronization,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-12-01T12:46:45.000000,2025-12-01T14:46:45.000000,2025-12-02T21:46:45.000000,1,1,Monday,0
CR-5013,Unexplained slow logon times for domain users,Complaint,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-12-01T11:02:10.000000,2025-12-01T16:02:10.000000,2025-12-01T22:02:10.000000,0,4,Monday,1
CR-5014,Session timeouts occurring too frequently for web application,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-12-01T21:55:58.000000,2025-12-02T01:55:58.000000,2025-12-03T02:55:58.000000,0,2,Monday,1
CR-5015,Intermittent network connectivity issues reported by multiple users,Failure,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,Low,2025-12-01T14:25:55.000000,2025-12-01T18:25:55.000000,2025-12-02T11:25:55.000000,1,2,Monday,0
CR-5016,Unreliable backup completion for certain file shares,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,High,Medium,High,2025-12-01T22:56:15.000000,2025-12-02T03:56:15.000000,2025-12-03T02:56:15.000000,0,3,Monday,1
CR-5017,Frequent account lockouts for multiple users,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Critical,High,High,2025-12-01T07:51:07.000000,2025-12-01T14:51:07.000000,2025-12-02T01:51:07.000000,0,3,Monday,1
CR-5018,Recurring SSL certificate errors for internal applications,Data,Iron Man,Iron Man,Avengers,Service A,New,Medium,High,High,Medium,2025-12-01T11:52:51.000000,,,0,2,Monday,1
CR-5019,Unreliable backup completion for certain file shares,Software,Thor,Thor,Avengers,Service A,New,Medium,Critical,High,High,2025-12-02T19:28:47.000000,,,0,3,Tuesday,1
CR-5020,Periodic issues with remote desktop sessions not reconnecting,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-12-02T11:25:13.000000,2025-12-02T15:25:13.000000,2025-12-03T07:25:13.000000,0,2,Tuesday,1
CR-5021,Unreliable backup completion for certain file shares,Hardware,Spiderman,Spiderman,Avengers II,Service C,New,Medium,Medium,Low,Medium,2025-12-02T09:10:17.000000,,,0,2,Tuesday,1
CR-5022,Recurring SSL certificate errors for internal applications,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Critical,High,High,2025-12-02T16:47:27.000000,2025-12-02T22:47:27.000000,2025-12-03T05:47:27.000000,1,4,Tuesday,0
CR-5023,Periodic failures in monitoring alerts delivery,Data,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Medium,Medium,2025-12-02T14:56:18.000000,,,1,1,Tuesday,0
CR-5024,Recurring errors in CRM system data synchronization,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-12-02T23:59:58.000000,2025-12-03T07:59:58.000000,2025-12-04T17:59:58.000000,0,2,Tuesday,1
CR-5025,Intermittent login issues after password changes,Access,Captain America,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-12-02T12:42:39.000000,2025-12-02T14:42:39.000000,2025-12-04T06:42:39.000000,0,1,Tuesday,1
CR-5026,Recurring printer spooler service failures on print server,Hardware,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-02T05:35:26.000000,2025-12-02T11:35:26.000000,2025-12-03T22:35:26.000000,1,1,Tuesday,0
CR-5027,Unreliable backup completion for certain file shares,Access,Thor,Thor,Avengers,Service B,Closed,Medium,High,Medium,High,2025-12-02T03:12:03.000000,2025-12-02T07:12:03.000000,2025-12-02T22:12:03.000000,0,3,Tuesday,1
CR-5028,Recurring problems with email calendar synchronization,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-12-02T11:41:15.000000,2025-12-02T16:41:15.000000,2025-12-03T01:41:15.000000,0,4,Tuesday,1
CR-5029,Session timeouts occurring too frequently for web application,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,Medium,2025-12-02T09:35:06.000000,2025-12-02T15:35:06.000000,2025-12-03T04:35:06.000000,0,2,Tuesday,1
CR-5030,Intermittent authentication failures for single sign-on,Software,Neo,Neo,Matrix,Service B,New,Medium,Medium,Medium,Medium,2025-12-02T21:39:25.000000,,,0,1,Tuesday,1
CR-5031,Intermittent failures when connecting to external partner systems,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Low,Medium,Medium,Medium,2025-12-02T05:50:37.000000,2025-12-02T10:50:37.000000,,0,1,Tuesday,1
CR-5032,Periodic high CPU usage on database server causing slow queries,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Medium,Critical,High,High,2025-12-02T08:23:05.000000,2025-12-02T14:23:05.000000,,0,3,Tuesday,1
CR-5033,Recurring problems with email calendar synchronization,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-12-02T23:57:42.000000,2025-12-03T05:57:42.000000,2025-12-04T05:57:42.000000,0,2,Tuesday,1
CR-5034,Recurring problems with email calendar synchronization,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-02T07:15:30.000000,2025-12-02T11:15:30.000000,2025-12-02T18:15:30.000000,0,4,Tuesday,1
CR-5035,Inconsistent access to archived email system,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-12-02T23:55:25.000000,2025-12-03T01:55:25.000000,2025-12-04T07:55:25.000000,1,1,Tuesday,0
CR-5036,Frequent corruption of user profiles on shared workstations,Network,Loki,Loki,Avengers,Service B,In Progress,Low,Critical,High,High,2025-12-02T09:53:37.000000,2025-12-02T13:53:37.000000,,0,4,Tuesday,1
CR-5037,Intermittent connectivity issues to cloud-hosted applications,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-12-02T23:39:00.000000,2025-12-03T01:39:00.000000,2025-12-04T07:39:00.000000,0,1,Tuesday,1
CR-5038,Frequent corruption of user profiles on shared workstations,Complaint,Loki,Loki,Avengers,Service C,In Progress,Low,Low,Low,Low,2025-12-02T04:07:27.000000,2025-12-02T08:07:27.000000,,1,0,Tuesday,0
CR-5039,Intermittent network connectivity issues reported by multiple users,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,New,Low,Medium,Low,Medium,2025-12-02T11:19:01.000000,,,0,1,Tuesday,1
CR-5040,Periodic issues with remote desktop sessions not reconnecting,Software,Iron Man,Iron Man,Avengers,Service B,New,High,High,High,Medium,2025-12-02T14:01:45.000000,,,0,2,Tuesday,1
CR-5041,Recurring time synchronization issues across servers,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-12-02T18:53:27.000000,2025-12-02T23:53:27.000000,2025-12-03T13:53:27.000000,0,1,Tuesday,1
CR-5042,Random application crashes on client workstations,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-12-02T15:59:23.000000,2025-12-02T21:59:23.000000,2025-12-03T20:59:23.000000,0,1,Tuesday,1
CR-5043,Intermittent login issues after password changes,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-02T19:16:46.000000,2025-12-03T02:16:46.000000,2025-12-03T09:16:46.000000,0,3,Tuesday,1
CR-5044,Random application crashes on client workstations,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-12-02T19:27:28.000000,2025-12-03T03:27:28.000000,2025-12-04T02:27:28.000000,0,1,Tuesday,1
CR-5045,Unstable Wi-Fi coverage in specific office area,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-12-02T04:07:16.000000,2025-12-02T09:07:16.000000,2025-12-03T02:07:16.000000,0,1,Tuesday,1
CR-5046,Frequent issues with file version conflicts on shared drives,Hardware,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-12-03T02:01:15.000000,2025-12-03T09:01:15.000000,2025-12-03T17:01:15.000000,0,3,Wednesday,1
CR-5047,Periodic high CPU usage on database server causing slow queries,Hardware,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,High,2025-12-03T09:56:37.000000,2025-12-03T16:56:37.000000,2025-12-04T04:56:37.000000,0,2,Wednesday,1
CR-5048,Unstable Wi-Fi coverage in specific office area,Failure,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,High,2025-12-03T02:29:54.000000,2025-12-03T04:29:54.000000,2025-12-03T19:29:54.000000,0,3,Wednesday,1
CR-5049,Recurring DNS resolution failures for internal hostnames,Software,Neo,Neo,Matrix,Service A,On Hold,Medium,Medium,Medium,Medium,2025-12-03T21:37:36.000000,,,0,1,Wednesday,1
CR-5050,Random system reboots on specific hardware model,Data,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-12-03T13:46:38.000000,2025-12-03T15:46:38.000000,2025-12-04T03:46:38.000000,0,3,Wednesday,1
CR-5051,Random system reboots on specific hardware model,Network,Loki,Loki,Avengers,Service C,Closed,Low,High,High,High,2025-12-03T00:47:12.000000,2025-12-03T08:47:12.000000,2025-12-04T01:47:12.000000,0,2,Wednesday,1
CR-5052,Recurring printer spooler service failures on print server,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,Medium,High,2025-12-03T07:57:10.000000,2025-12-03T13:57:10.000000,2025-12-04T11:57:10.000000,0,2,Wednesday,1
CR-5053,Recurring performance issues on storage system,Access,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Low,Low,2025-12-03T13:10:54.000000,2025-12-03T17:10:54.000000,2025-12-04T05:10:54.000000,0,1,Wednesday,1
CR-5054,Random system reboots on specific hardware model,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-12-03T18:28:08.000000,2025-12-04T02:28:08.000000,2025-12-05T01:28:08.000000,0,1,Wednesday,1
CR-5055,Periodic high CPU usage on database server causing slow queries,Software,Captain America,Captain America,Avengers,Service C,In Progress,High,Critical,Medium,High,2025-12-03T14:34:14.000000,2025-12-03T18:34:14.000000,,1,5,Wednesday,0
CR-5056,Scheduled batch jobs failing intermittently without clear error,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-12-03T09:14:39.000000,2025-12-03T16:14:39.000000,2025-12-05T02:14:39.000000,0,2,Wednesday,1
CR-5057,Recurring high latency reported in video conferencing sessions,Hardware,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,High,2025-12-03T16:05:38.000000,2025-12-03T22:05:38.000000,2025-12-04T11:05:38.000000,0,2,Wednesday,1
CR-5058,Recurring performance degradation on core banking application,Access,John Wick,John Wick,Matrix,Service B,Closed,Medium,High,Medium,High,2025-12-03T15:02:56.000000,2025-12-03T22:02:56.000000,2025-12-04T15:02:56.000000,0,3,Wednesday,1
CR-5059,Inconsistent behavior of multi-factor authentication prompts,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-12-03T13:41:03.000000,2025-12-03T18:41:03.000000,2025-12-05T04:41:03.000000,0,2,Wednesday,1
CR-5060,Session timeouts occurring too frequently for web application,Access,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Low,Medium,2025-12-03T11:51:22.000000,2025-12-03T15:51:22.000000,2025-12-04T22:51:22.000000,0,2,Wednesday,1
CR-5061,Slow file access on shared network drives during business hours,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-03T14:11:17.000000,2025-12-03T19:11:17.000000,2025-12-03T20:11:17.000000,0,5,Wednesday,1
CR-5062,Recurring high latency reported in video conferencing sessions,Network,Hulk,Hulk,Avengers,Service B,In Progress,Low,High,Medium,High,2025-12-03T14:24:00.000000,2025-12-03T19:24:00.000000,,0,2,Wednesday,1
CR-5063,Intermittent network connectivity issues reported by multiple users,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,Medium,2025-12-03T07:20:27.000000,2025-12-03T11:20:27.000000,2025-12-03T17:20:27.000000,0,2,Wednesday,1
CR-5064,Random freezing of operating system on virtual desktops,Network,Thor,Thor,Avengers,Service A,Closed,Low,Medium,Medium,Low,2025-12-03T10:54:37.000000,2025-12-03T13:54:37.000000,2025-12-04T20:54:37.000000,0,2,Wednesday,1
CR-5065,Recurring errors in CRM system data synchronization,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,High,High,Medium,2025-12-03T00:32:02.000000,2025-12-03T08:32:02.000000,2025-12-03T22:32:02.000000,0,2,Wednesday,1
CR-5066,Frequent VPN disconnections during peak hours,Data,Neo,Neo,Matrix,Service C,In Progress,High,Critical,Medium,Medium,2025-12-04T17:47:20.000000,2025-12-04T19:47:20.000000,,0,3,Thursday,1
CR-5067,Recurring printer spooler service failures on print server,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,High,Medium,High,2025-12-04T04:46:08.000000,2025-12-04T06:46:08.000000,2025-12-04T12:46:08.000000,0,2,Thursday,1
CR-5068,Intermittent login issues after password changes,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-12-04T15:01:55.000000,2025-12-04T21:01:55.000000,2025-12-05T23:01:55.000000,0,1,Thursday,1
CR-5069,Recurring performance issues on storage system,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,High,2025-12-04T22:06:22.000000,2025-12-05T06:06:22.000000,2025-12-05T20:06:22.000000,0,3,Thursday,1
CR-5070,Recurring disk space shortages on application servers,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-04T22:10:28.000000,2025-12-05T04:10:28.000000,2025-12-06T12:10:28.000000,0,1,Thursday,1
CR-5071,Inconsistent permission errors on shared folders,Network,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Critical,High,Medium,2025-12-04T03:53:06.000000,2025-12-04T08:53:06.000000,2025-12-04T18:53:06.000000,0,4,Thursday,1
CR-5072,Recurring errors in CRM system data synchronization,Software,John Cena,John Cena,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-04T00:43:18.000000,2025-12-04T06:43:18.000000,2025-12-05T06:43:18.000000,0,2,Thursday,1
CR-5073,Slow file access on shared network drives during business hours,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-12-04T05:43:33.000000,2025-12-04T13:43:33.000000,2025-12-05T21:43:33.000000,0,1,Thursday,1
CR-5074,Scheduled batch jobs failing intermittently without clear error,Software,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,Medium,High,2025-12-04T12:35:30.000000,2025-12-04T19:35:30.000000,2025-12-05T14:35:30.000000,0,3,Thursday,1
CR-5075,Random freezing of operating system on virtual desktops,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,Medium,Medium,2025-12-04T01:29:45.000000,2025-12-04T05:29:45.000000,2025-12-05T02:29:45.000000,0,2,Thursday,1
CR-5076,Unexplained slow logon times for domain users,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,High,2025-12-04T23:25:41.000000,2025-12-05T03:25:41.000000,2025-12-05T18:25:41.000000,0,3,Thursday,1
CR-5077,Intermittent failures in automated file transfer jobs,Complaint,Loki,Loki,Avengers,Service B,On Hold,Low,Critical,Medium,High,2025-12-04T07:08:38.000000,,,1,3,Thursday,0
CR-5078,Random freezing of operating system on virtual desktops,Data,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-04T20:17:00.000000,2025-12-04T22:17:00.000000,2025-12-05T16:17:00.000000,0,1,Thursday,1
CR-5079,Recurring DNS resolution failures for internal hostnames,Access,Captain America,Captain America,Avengers,Service A,In Progress,Low,Critical,High,High,2025-12-04T14:03:31.000000,2025-12-04T19:03:31.000000,,0,3,Thursday,1
CR-5080,Recurring printing failures for specific printer models,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,High,2025-12-05T22:21:05.000000,2025-12-06T05:21:05.000000,2025-12-06T06:21:05.000000,0,5,Friday,1
CR-5081,Inconsistent access to archived email system,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-12-05T09:31:22.000000,2025-12-05T12:31:22.000000,2025-12-06T19:31:22.000000,1,2,Friday,0
CR-5082,Recurring printing failures for specific printer models,Hardware,Iron Man,Iron Man,Avengers,Service B,New,High,Critical,High,High,2025-12-05T22:14:07.000000,,,0,4,Friday,1
CR-5083,Intermittent VoIP call quality issues and audio dropouts,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,In Progress,High,High,High,High,2025-12-05T23:57:31.000000,2025-12-06T02:57:31.000000,,0,2,Friday,1
CR-5084,Scheduled batch jobs failing intermittently without clear error,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,High,2025-12-05T22:10:49.000000,2025-12-06T05:10:49.000000,2025-12-06T13:10:49.000000,0,3,Friday,1
CR-5085,Random loss of mapped network drives on login,Access,Neo,Neo,Matrix,Service C,Closed,Medium,High,High,Medium,2025-12-05T15:32:21.000000,2025-12-05T22:32:21.000000,2025-12-06T14:32:21.000000,0,2,Friday,1
CR-5086,Random failures in software deployment to endpoints,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-12-05T12:48:46.000000,2025-12-05T20:48:46.000000,2025-12-06T07:48:46.000000,0,2,Friday,1
CR-5087,Intermittent access issues to HR web portal,Network,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-12-05T19:54:23.000000,2025-12-05T22:54:23.000000,2025-12-08T05:54:23.000000,1,1,Friday,0
CR-5088,Periodic high CPU usage on database server causing slow queries,Software,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-12-05T14:33:28.000000,2025-12-05T19:33:28.000000,2025-12-07T07:33:28.000000,0,2,Friday,1
CR-5089,Recurring DNS resolution failures for internal hostnames,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-12-05T23:16:09.000000,2025-12-06T02:16:09.000000,2025-12-06T09:16:09.000000,0,4,Friday,1
CR-5090,Intermittent failures in automated file transfer jobs,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,Medium,2025-12-06T12:12:07.000000,2025-12-06T20:12:07.000000,2025-12-07T06:12:07.000000,1,5,Saturday,0
CR-5091,Intermittent failures in automated file transfer jobs,Complaint,Captain America,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-12-06T04:48:30.000000,2025-12-06T12:48:30.000000,2025-12-09T09:48:30.000000,0,0,Saturday,1
CR-5092,Unexplained slow logon times for domain users,Data,Hulk,Hulk,Avengers,Service A,Closed,Low,High,Medium,High,2025-12-06T05:11:21.000000,2025-12-06T08:11:21.000000,2025-12-06T23:11:21.000000,0,2,Saturday,1
CR-5093,Slow file access on shared network drives during business hours,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,Medium,High,2025-12-06T18:36:00.000000,2025-12-07T02:36:00.000000,2025-12-07T14:36:00.000000,0,2,Saturday,1
CR-5094,Intermittent failures when connecting to external partner systems,Facilities,Loki,Loki,Avengers,Service C,New,Medium,Critical,High,High,2025-12-06T22:24:13.000000,,,0,3,Saturday,1
CR-5095,Recurring disk space shortages on application servers,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,High,High,High,2025-12-06T15:59:35.000000,2025-12-06T23:59:35.000000,2025-12-07T13:59:35.000000,0,3,Saturday,1
CR-5096,Frequent account lockouts for multiple users,Software,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,High,2025-12-06T00:26:50.000000,2025-12-06T05:26:50.000000,2025-12-07T05:26:50.000000,1,2,Saturday,0
CR-5097,Random disconnections from database for application services,Network,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-12-06T23:21:42.000000,2025-12-07T05:21:42.000000,2025-12-08T06:21:42.000000,1,2,Saturday,0
CR-5098,Intermittent connectivity issues to cloud-hosted applications,Software,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,High,2025-12-06T22:05:03.000000,2025-12-07T06:05:03.000000,2025-12-07T20:05:03.000000,0,3,Saturday,1
CR-5099,Periodic high CPU usage on database server causing slow queries,Data,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,Low,Low,Low,Low,2025-12-06T09:36:23.000000,2025-12-06T13:36:23.000000,,0,1,Saturday,1
CR-5100,Periodic high CPU usage on database server causing slow queries,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-06T22:37:54.000000,2025-12-07T06:37:54.000000,2025-12-07T16:37:54.000000,0,5,Saturday,1
CR-5101,Frequent account lockouts for multiple users,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Critical,High,High,2025-12-06T09:34:52.000000,2025-12-06T14:34:52.000000,2025-12-07T01:34:52.000000,0,3,Saturday,1
CR-5102,Inconsistent synchronization between production and reporting databases,Facilities,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,Medium,2025-12-06T03:13:36.000000,2025-12-06T07:13:36.000000,2025-12-07T03:13:36.000000,0,3,Saturday,1
CR-5103,Recurring errors in CRM system data synchronization,Complaint,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-12-06T07:26:52.000000,2025-12-06T13:26:52.000000,2025-12-07T02:26:52.000000,0,1,Saturday,1
CR-5104,Recurring problems with email calendar synchronization,Data,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-12-07T18:31:47.000000,2025-12-07T20:31:47.000000,2025-12-09T01:31:47.000000,0,2,Sunday,1
CR-5105,Frequent corruption of user profiles on shared workstations,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-12-07T10:53:35.000000,2025-12-07T14:53:35.000000,2025-12-08T16:53:35.000000,0,2,Sunday,1
CR-5106,Recurring SSL certificate errors for internal applications,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-12-07T11:07:45.000000,2025-12-07T18:07:45.000000,2025-12-10T07:07:45.000000,0,0,Sunday,1
CR-5107,Frequent issues with file version conflicts on shared drives,Hardware,Thor,Thor,Avengers,Service C,On Hold,High,Critical,High,High,2025-12-07T07:43:30.000000,,,1,3,Sunday,0
CR-5108,Recurring high latency reported in video conferencing sessions,Hardware,Spiderman,Spiderman,Avengers II,Service B,In Progress,Medium,Low,Low,Low,2025-12-07T19:19:39.000000,2025-12-08T00:19:39.000000,,0,1,Sunday,1
CR-5109,Periodic failures in monitoring alerts delivery,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,High,High,High,2025-12-07T18:37:50.000000,2025-12-07T20:37:50.000000,2025-12-08T15:37:50.000000,1,3,Sunday,0
CR-5110,Recurring performance degradation on core banking application,Hardware,Batman,Batman,Matrix,Service A,Closed,Low,Critical,High,Medium,2025-12-08T07:36:33.000000,2025-12-08T10:36:33.000000,2025-12-08T19:36:33.000000,0,5,Monday,1
CR-5111,Intermittent failures of web proxy authentication,Network,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-12-08T19:47:41.000000,2025-12-09T00:47:41.000000,2025-12-09T18:47:41.000000,0,2,Monday,1
CR-5112,Intermittent connectivity issues to cloud-hosted applications,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Critical,High,High,2025-12-08T15:07:05.000000,2025-12-08T21:07:05.000000,2025-12-09T04:07:05.000000,0,4,Monday,1
CR-5113,Inconsistent behavior of multi-factor authentication prompts,Software,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-12-08T11:32:35.000000,2025-12-08T13:32:35.000000,2025-12-09T06:32:35.000000,0,1,Monday,1
CR-5114,Intermittent login issues after password changes,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-12-08T14:50:21.000000,2025-12-08T21:50:21.000000,2025-12-09T13:50:21.000000,1,1,Monday,0
CR-5115,Periodic issues with remote desktop sessions not reconnecting,Failure,Spiderman,Spiderman,Avengers II,Service B,On Hold,Low,Critical,High,Medium,2025-12-08T01:40:55.000000,,,0,5,Monday,1
CR-5116,Scheduled batch jobs failing intermittently without clear error,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,High,2025-12-08T06:31:03.000000,2025-12-08T13:31:03.000000,2025-12-08T23:31:03.000000,0,3,Monday,1
CR-5117,Recurring SSL certificate errors for internal applications,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-12-08T21:05:34.000000,2025-12-09T03:05:34.000000,2025-12-09T16:05:34.000000,0,2,Monday,1
CR-5118,Recurring time synchronization issues across servers,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-12-08T04:29:08.000000,2025-12-08T11:29:08.000000,2025-12-09T17:29:08.000000,0,2,Monday,1
CR-5119,Frequent errors in scheduled report generation processes,Access,Thor,Thor,Avengers,Service A,New,High,High,High,Medium,2025-12-08T05:47:37.000000,,,0,3,Monday,1
CR-5120,Unexplained slow logon times for domain users,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,Medium,Medium,2025-12-08T15:36:03.000000,2025-12-08T19:36:03.000000,2025-12-09T05:36:03.000000,0,2,Monday,1
CR-5121,Recurring time synchronization issues across servers,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,Low,Low,Low,Low,2025-12-08T13:03:56.000000,2025-12-08T18:03:56.000000,,0,0,Monday,1
CR-5122,Unexplained slow logon times for domain users,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-12-09T19:03:55.000000,2025-12-09T22:03:55.000000,2025-12-09T23:03:55.000000,1,3,Tuesday,0
CR-5123,Recurring SSL certificate errors for internal applications,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-12-09T00:46:19.000000,2025-12-09T06:46:19.000000,2025-12-11T22:46:19.000000,0,1,Tuesday,1
CR-5124,Recurring performance degradation on core banking application,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,High,2025-12-09T00:54:58.000000,2025-12-09T04:54:58.000000,2025-12-09T20:54:58.000000,0,2,Tuesday,1
CR-5125,Recurring printer spooler service failures on print server,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-12-09T03:39:08.000000,2025-12-09T06:39:08.000000,2025-12-10T17:39:08.000000,0,1,Tuesday,1
