Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-4190,Recurring high latency reported in video conferencing sessions,Facilities,John Wick,John Wick,Matrix,Service A,Closed,High,Critical,High,High,2025-10-11T23:16:19.000000,2025-10-12T03:16:19.000000,2025-10-12T10:16:19.000000,0,4,Saturday,1,4.0,7.0,11.0,1,2025-41
CR-4191,Recurring disk space shortages on application servers,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,High,High,2025-10-11T07:21:19.000000,2025-10-11T10:21:19.000000,2025-10-11T16:21:19.000000,0,2,Saturday,1,3.0,6.0,9.0,0,2025-41
CR-4192,Frequent errors in scheduled report generation processes,Software,Neo,Neo,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-11T02:00:21.000000,2025-10-11T06:00:21.000000,2025-10-12T06:00:21.000000,0,2,Saturday,1,4.0,24.0,28.0,0,2025-41
CR-4193,Recurring time synchronization issues across servers,Failure,Captain America,Captain America,Avengers,Service A,On Hold,High,Medium,Medium,Medium,2025-10-11T21:44:29.000000,,,0,2,Saturday,1,,,,0,2025-41
CR-4194,Intermittent email delivery delays to external domains,Hardware,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-11T06:21:19.000000,2025-10-11T14:21:19.000000,2025-10-11T23:21:19.000000,0,4,Saturday,1,8.0,9.0,17.0,1,2025-41
CR-4195,Periodic failures in monitoring alerts delivery,Facilities,Hulk,Hulk,Avengers,Service B,New,Medium,Low,Low,Low,2025-10-12T18:10:18.000000,,,0,1,Sunday,1,,,,0,2025-41
CR-4196,Recurring time synchronization issues across servers,Data,Batman,Batman,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-12T04:27:10.000000,2025-10-12T10:27:10.000000,2025-10-13T17:27:10.000000,0,2,Sunday,1,6.0,31.0,37.0,1,2025-41
CR-4197,Inconsistent permission errors on shared folders,Hardware,Hulk,Hulk,Avengers,Service B,New,Medium,Low,Low,Low,2025-10-12T22:02:25.000000,,,1,1,Sunday,0,,,,0,2025-41
CR-4198,Recurring printer spooler service failures on print server,Failure,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-12T08:13:55.000000,2025-10-12T16:13:55.000000,2025-10-12T19:13:55.000000,0,3,Sunday,1,8.0,3.0,11.0,0,2025-41
CR-4199,Recurring SSL certificate errors for internal applications,Data,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-10-12T00:55:13.000000,2025-10-12T02:55:13.000000,2025-10-12T12:55:13.000000,0,5,Sunday,1,2.0,10.0,12.0,1,2025-41
CR-4200,Intermittent failures in automated file transfer jobs,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,High,2025-10-12T21:50:05.000000,2025-10-13T01:50:05.000000,2025-10-13T14:50:05.000000,0,2,Sunday,1,4.0,13.0,17.0,1,2025-41
CR-4201,Random failures in software deployment to endpoints,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-12T03:57:57.000000,2025-10-12T09:57:57.000000,2025-10-12T21:57:57.000000,0,3,Sunday,1,6.0,12.0,18.0,1,2025-41
CR-4202,Inconsistent permission errors on shared folders,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,High,Medium,Low,2025-10-12T22:45:23.000000,2025-10-13T01:45:23.000000,2025-10-13T11:45:23.000000,0,3,Sunday,1,3.0,10.0,13.0,1,2025-41
CR-4203,Recurring SSL certificate errors for internal applications,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-12T21:44:54.000000,2025-10-13T02:44:54.000000,2025-10-14T08:44:54.000000,0,1,Sunday,1,5.0,30.0,35.0,1,2025-41
CR-4204,Intermittent VoIP call quality issues and audio dropouts,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,Medium,High,2025-10-12T18:37:39.000000,2025-10-13T00:37:39.000000,2025-10-13T04:37:39.000000,0,5,Sunday,1,6.0,4.0,10.0,0,2025-41
CR-4205,Unexplained slow logon times for domain users,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,New,Medium,Medium,Medium,Medium,2025-10-13T05:22:12.000000,,,0,1,Monday,1,,,,0,2025-42
CR-4206,Periodic failures in monitoring alerts delivery,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-10-13T16:44:06.000000,2025-10-13T18:44:06.000000,2025-10-14T04:44:06.000000,0,3,Monday,1,2.0,10.0,12.0,1,2025-42
CR-4207,Frequent account lockouts for multiple users,Hardware,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-13T07:27:05.000000,2025-10-13T14:27:05.000000,2025-10-14T02:27:05.000000,0,3,Monday,1,7.0,12.0,19.0,1,2025-42
CR-4208,Session timeouts occurring too frequently for web application,Facilities,Iron Man,Iron Man,Avengers,Service C,In Progress,High,Medium,Medium,Medium,2025-10-13T09:15:55.000000,2025-10-13T15:15:55.000000,,1,2,Monday,0,6.0,,,0,2025-42
CR-4209,Intermittent failures when connecting to external partner systems,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-13T15:52:45.000000,2025-10-13T18:52:45.000000,2025-10-15T00:52:45.000000,0,2,Monday,1,3.0,30.0,33.0,1,2025-42
CR-4210,Inconsistent permission errors on shared folders,Data,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-13T15:27:30.000000,2025-10-13T18:27:30.000000,2025-10-16T08:27:30.000000,1,0,Monday,0,3.0,62.0,65.0,1,2025-42
CR-4211,Periodic issues with remote desktop sessions not reconnecting,Software,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-10-13T22:04:16.000000,2025-10-14T05:04:16.000000,2025-10-14T07:04:16.000000,0,3,Monday,1,7.0,2.0,9.0,0,2025-42
CR-4212,Unreliable backup completion for certain file shares,Network,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-10-13T00:46:53.000000,2025-10-13T03:46:53.000000,2025-10-13T12:46:53.000000,1,3,Monday,0,3.0,9.0,12.0,1,2025-42
CR-4213,Recurring disk space shortages on application servers,Facilities,Loki,Loki,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-13T23:00:46.000000,2025-10-14T03:00:46.000000,2025-10-15T08:00:46.000000,0,1,Monday,1,4.0,29.0,33.0,1,2025-42
CR-4214,Unreliable backup completion for certain file shares,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-10-13T15:01:09.000000,2025-10-13T20:01:09.000000,2025-10-14T09:01:09.000000,0,2,Monday,1,5.0,13.0,18.0,0,2025-42
CR-4215,Intermittent authentication failures for single sign-on,Software,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-13T23:50:10.000000,2025-10-14T07:50:10.000000,2025-10-14T19:50:10.000000,0,1,Monday,1,8.0,12.0,20.0,0,2025-42
CR-4216,Scheduled batch jobs failing intermittently without clear error,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Low,High,High,High,2025-10-13T09:25:39.000000,2025-10-13T11:25:39.000000,,1,2,Monday,0,2.0,,,0,2025-42
CR-4217,Unreliable backup completion for certain file shares,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-10-13T16:27:03.000000,2025-10-13T21:27:03.000000,2025-10-14T03:27:03.000000,0,5,Monday,1,5.0,6.0,11.0,1,2025-42
CR-4218,Frequent issues with file version conflicts on shared drives,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-10-14T22:26:49.000000,2025-10-15T03:26:49.000000,2025-10-16T09:26:49.000000,0,0,Tuesday,1,5.0,30.0,35.0,0,2025-42
CR-4219,Slow file access on shared network drives during business hours,Network,John Cena,John Cena,Matrix,Service B,Closed,Low,Critical,High,High,2025-10-14T06:51:13.000000,2025-10-14T08:51:13.000000,2025-10-14T16:51:13.000000,1,5,Tuesday,0,2.0,8.0,10.0,1,2025-42
CR-4220,Recurring time synchronization issues across servers,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,Medium,Medium,2025-10-14T10:22:21.000000,2025-10-14T18:22:21.000000,2025-10-15T02:22:21.000000,0,2,Tuesday,1,8.0,8.0,16.0,0,2025-42
CR-4221,Slow file access on shared network drives during business hours,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-14T06:25:02.000000,2025-10-14T11:25:02.000000,2025-10-14T23:25:02.000000,0,4,Tuesday,1,5.0,12.0,17.0,1,2025-42
CR-4222,Recurring disk space shortages on application servers,Data,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-14T09:42:11.000000,2025-10-14T12:42:11.000000,2025-10-14T23:42:11.000000,0,4,Tuesday,1,3.0,11.0,14.0,1,2025-42
CR-4223,Recurring printing failures for specific printer models,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Critical,High,Medium,2025-10-14T16:16:35.000000,2025-10-14T23:16:35.000000,2025-10-15T05:16:35.000000,0,3,Tuesday,1,7.0,6.0,13.0,1,2025-42
CR-4224,Recurring errors in CRM system data synchronization,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,Medium,High,2025-10-14T22:31:52.000000,2025-10-15T04:31:52.000000,2025-10-15T10:31:52.000000,0,2,Tuesday,1,6.0,6.0,12.0,0,2025-42
CR-4225,Slow file access on shared network drives during business hours,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Low,Medium,2025-10-14T16:12:26.000000,2025-10-14T19:12:26.000000,2025-10-15T21:12:26.000000,1,1,Tuesday,0,3.0,26.0,29.0,1,2025-42
CR-4226,Recurring printing failures for specific printer models,Network,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-14T17:52:31.000000,2025-10-14T20:52:31.000000,2025-10-15T06:52:31.000000,0,3,Tuesday,1,3.0,10.0,13.0,1,2025-42
CR-4227,Recurring disk space shortages on application servers,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,High,Low,2025-10-14T08:30:20.000000,2025-10-14T13:30:20.000000,2025-10-15T09:30:20.000000,1,3,Tuesday,0,5.0,20.0,25.0,1,2025-42
CR-4228,Random failures in software deployment to endpoints,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-14T10:14:55.000000,2025-10-14T16:14:55.000000,2025-10-15T11:14:55.000000,0,2,Tuesday,1,6.0,19.0,25.0,0,2025-42
CR-4229,Unstable Wi-Fi coverage in specific office area,Hardware,Captain America,Captain America,Avengers,Service B,Closed,High,Low,Low,Low,2025-10-14T01:30:12.000000,2025-10-14T08:30:12.000000,2025-10-17T06:30:12.000000,1,1,Tuesday,0,7.0,70.0,77.0,1,2025-42
CR-4230,Intermittent login issues after password changes,Facilities,Loki,Loki,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-10-14T15:43:36.000000,2025-10-14T19:43:36.000000,2025-10-17T15:43:36.000000,1,1,Tuesday,0,4.0,68.0,72.0,1,2025-42
CR-4231,Recurring DNS resolution failures for internal hostnames,Access,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-14T10:30:03.000000,2025-10-14T14:30:03.000000,2025-10-14T23:30:03.000000,0,3,Tuesday,1,4.0,9.0,13.0,1,2025-42
CR-4232,Unexplained slow logon times for domain users,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-14T09:12:50.000000,2025-10-14T11:12:50.000000,2025-10-14T16:12:50.000000,0,5,Tuesday,1,2.0,5.0,7.0,1,2025-42
CR-4233,Recurring SSL certificate errors for internal applications,Hardware,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-10-14T00:54:04.000000,2025-10-14T04:54:04.000000,2025-10-14T13:54:04.000000,0,4,Tuesday,1,4.0,9.0,13.0,1,2025-42
CR-4234,Intermittent email delivery delays to external domains,Hardware,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-10-14T05:43:31.000000,2025-10-14T09:43:31.000000,2025-10-14T15:43:31.000000,0,2,Tuesday,1,4.0,6.0,10.0,0,2025-42
CR-4235,Inconsistent synchronization between production and reporting databases,Software,Jack Sparrow,Jack Sparrow,Matrix,Service A,In Progress,Low,High,High,High,2025-10-14T11:28:42.000000,2025-10-14T15:28:42.000000,,0,3,Tuesday,1,4.0,,,0,2025-42
CR-4236,Periodic high CPU usage on database server causing slow queries,Data,Loki,Loki,Avengers,Service A,Closed,High,High,High,High,2025-10-14T19:25:48.000000,2025-10-15T01:25:48.000000,2025-10-15T20:25:48.000000,0,3,Tuesday,1,6.0,19.0,25.0,1,2025-42
CR-4237,Random freezing of operating system on virtual desktops,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-10-14T08:03:56.000000,2025-10-14T15:03:56.000000,2025-10-15T01:03:56.000000,0,4,Tuesday,1,7.0,10.0,17.0,1,2025-42
CR-4238,Frequent issues with file version conflicts on shared drives,Access,Neo,Neo,Matrix,Service C,Closed,Low,Critical,Medium,Medium,2025-10-14T08:46:03.000000,2025-10-14T10:46:03.000000,2025-10-14T11:46:03.000000,0,5,Tuesday,1,2.0,1.0,3.0,0,2025-42
CR-4239,Intermittent authentication failures for single sign-on,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,High,2025-10-14T15:01:35.000000,2025-10-14T20:01:35.000000,2025-10-15T04:01:35.000000,1,3,Tuesday,0,5.0,8.0,13.0,0,2025-42
CR-4240,Inconsistent synchronization between production and reporting databases,Data,Hulk,Hulk,Avengers,Service A,On Hold,High,High,High,Low,2025-10-14T15:22:25.000000,,,0,2,Tuesday,1,,,,0,2025-42
CR-4241,Recurring performance issues on storage system,Facilities,Neo,Neo,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-10-14T15:36:47.000000,2025-10-14T18:36:47.000000,2025-10-15T14:36:47.000000,0,1,Tuesday,1,3.0,20.0,23.0,0,2025-42
CR-4242,Intermittent access issues to HR web portal,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Low,Medium,Medium,Medium,2025-10-14T16:21:12.000000,,,0,1,Tuesday,1,,,,0,2025-42
CR-4243,Frequent corruption of user profiles on shared workstations,Hardware,Loki,Loki,Avengers,Service B,Closed,High,Critical,High,High,2025-10-14T02:15:43.000000,2025-10-14T05:15:43.000000,2025-10-14T17:15:43.000000,0,4,Tuesday,1,3.0,12.0,15.0,1,2025-42
CR-4244,Inconsistent behavior of multi-factor authentication prompts,Complaint,Batman,Batman,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-10-14T08:38:37.000000,2025-10-14T10:38:37.000000,2025-10-15T12:38:37.000000,0,1,Tuesday,1,2.0,26.0,28.0,1,2025-42
CR-4245,Frequent issues with file version conflicts on shared drives,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Low,Medium,Medium,Low,2025-10-14T00:31:00.000000,2025-10-14T04:31:00.000000,,0,2,Tuesday,1,4.0,,,0,2025-42
CR-4246,Recurring performance degradation on core banking application,Failure,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-10-14T17:34:21.000000,2025-10-14T20:34:21.000000,2025-10-15T05:34:21.000000,0,3,Tuesday,1,3.0,9.0,12.0,1,2025-42
CR-4247,Recurring disk space shortages on application servers,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,High,2025-10-14T14:54:49.000000,2025-10-14T22:54:49.000000,2025-10-15T22:54:49.000000,0,2,Tuesday,1,8.0,24.0,32.0,1,2025-42
CR-4248,Unreliable backup completion for certain file shares,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-10-15T17:14:40.000000,2025-10-15T20:14:40.000000,2025-10-16T07:14:40.000000,0,3,Wednesday,1,3.0,11.0,14.0,1,2025-42
CR-4249,Random application crashes on client workstations,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,High,Medium,2025-10-15T10:27:31.000000,2025-10-15T18:27:31.000000,2025-10-16T18:27:31.000000,0,3,Wednesday,1,8.0,24.0,32.0,1,2025-42
CR-4250,Recurring disk space shortages on application servers,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,High,High,Medium,2025-10-15T02:26:41.000000,2025-10-15T10:26:41.000000,2025-10-15T23:26:41.000000,0,3,Wednesday,1,8.0,13.0,21.0,1,2025-42
CR-4251,Frequent VPN disconnections during peak hours,Hardware,Spiderman,Spiderman,Avengers II,Service A,On Hold,Low,High,High,Low,2025-10-15T18:31:53.000000,,,0,3,Wednesday,1,,,,0,2025-42
CR-4252,Inconsistent access to archived email system,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-10-15T05:44:52.000000,2025-10-15T08:44:52.000000,2025-10-16T12:44:52.000000,1,2,Wednesday,0,3.0,28.0,31.0,1,2025-42
CR-4253,Recurring SSL certificate errors for internal applications,Facilities,Loki,Loki,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-10-15T13:49:43.000000,2025-10-15T17:49:43.000000,2025-10-17T13:49:43.000000,1,1,Wednesday,0,4.0,44.0,48.0,0,2025-42
CR-4254,Intermittent failures of web proxy authentication,Access,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,Medium,Medium,2025-10-15T18:26:52.000000,2025-10-15T22:26:52.000000,2025-10-16T13:26:52.000000,0,3,Wednesday,1,4.0,15.0,19.0,1,2025-42
CR-4255,Periodic issues with remote desktop sessions not reconnecting,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-10-15T18:28:53.000000,2025-10-16T02:28:53.000000,2025-10-17T10:28:53.000000,0,1,Wednesday,1,8.0,32.0,40.0,0,2025-42
CR-4256,Periodic failures in monitoring alerts delivery,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-10-15T18:23:42.000000,2025-10-16T00:23:42.000000,2025-10-17T11:23:42.000000,0,2,Wednesday,1,6.0,35.0,41.0,1,2025-42
CR-4257,Frequent corruption of user profiles on shared workstations,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,High,Medium,Medium,2025-10-15T01:00:33.000000,2025-10-15T07:00:33.000000,2025-10-16T07:00:33.000000,0,2,Wednesday,1,6.0,24.0,30.0,1,2025-42
CR-4258,Intermittent failures of web proxy authentication,Network,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,Medium,2025-10-15T08:50:25.000000,2025-10-15T16:50:25.000000,2025-10-16T03:50:25.000000,0,2,Wednesday,1,8.0,11.0,19.0,1,2025-42
CR-4259,Intermittent connectivity issues to cloud-hosted applications,Failure,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-10-15T07:07:51.000000,2025-10-15T14:07:51.000000,2025-10-16T15:07:51.000000,0,2,Wednesday,1,7.0,25.0,32.0,1,2025-42
CR-4260,Intermittent failures of web proxy authentication,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Low,Low,Low,2025-10-15T11:06:55.000000,2025-10-15T13:06:55.000000,2025-10-17T07:06:55.000000,0,0,Wednesday,1,2.0,42.0,44.0,0,2025-42
CR-4261,Unstable Wi-Fi coverage in specific office area,Facilities,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,High,2025-10-15T07:02:14.000000,2025-10-15T12:02:14.000000,2025-10-16T08:02:14.000000,0,2,Wednesday,1,5.0,20.0,25.0,1,2025-42
CR-4262,Recurring DNS resolution failures for internal hostnames,Facilities,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Low,Medium,2025-10-15T17:16:54.000000,2025-10-16T01:16:54.000000,2025-10-17T12:16:54.000000,1,1,Wednesday,0,8.0,35.0,43.0,1,2025-42
CR-4263,Random system reboots on specific hardware model,Hardware,John Cena,John Cena,Matrix,Service C,Closed,Low,Low,Low,Low,2025-10-15T01:26:03.000000,2025-10-15T04:26:03.000000,2025-10-17T22:26:03.000000,0,1,Wednesday,1,3.0,66.0,69.0,1,2025-42
CR-4264,Unstable connection to remote branches over WAN,Data,Neo,Neo,Matrix,Service B,New,High,Critical,High,High,2025-10-15T09:03:51.000000,,,0,4,Wednesday,1,,,,0,2025-42
CR-4265,Recurring problems with email calendar synchronization,Software,Hulk,Hulk,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-15T20:29:38.000000,2025-10-16T01:29:38.000000,2025-10-17T23:29:38.000000,0,0,Wednesday,1,5.0,46.0,51.0,0,2025-42
CR-4266,Slow file access on shared network drives during business hours,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-15T14:23:00.000000,2025-10-15T22:23:00.000000,2025-10-17T12:23:00.000000,0,1,Wednesday,1,8.0,38.0,46.0,0,2025-42
CR-4267,Periodic issues with remote desktop sessions not reconnecting,Network,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,High,2025-10-15T17:35:03.000000,2025-10-15T22:35:03.000000,2025-10-16T04:35:03.000000,1,4,Wednesday,0,5.0,6.0,11.0,1,2025-42
CR-4268,Frequent account lockouts for multiple users,Failure,Thor,Thor,Avengers,Service C,In Progress,Low,Medium,Medium,Medium,2025-10-15T02:55:13.000000,2025-10-15T06:55:13.000000,,0,1,Wednesday,1,4.0,,,0,2025-42
CR-4269,Recurring performance issues on storage system,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-10-15T07:06:05.000000,2025-10-15T13:06:05.000000,2025-10-16T07:06:05.000000,0,2,Wednesday,1,6.0,18.0,24.0,0,2025-42
CR-4270,Inconsistent behavior of multi-factor authentication prompts,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-10-15T02:15:19.000000,2025-10-15T04:15:19.000000,2025-10-15T14:15:19.000000,0,5,Wednesday,1,2.0,10.0,12.0,1,2025-42
CR-4271,Frequent account lockouts for multiple users,Access,John Cena,John Cena,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-10-15T10:50:40.000000,2025-10-15T12:50:40.000000,2025-10-16T20:50:40.000000,0,1,Wednesday,1,2.0,32.0,34.0,1,2025-42
CR-4272,Random freezing of operating system on virtual desktops,Software,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-16T12:02:50.000000,2025-10-16T20:02:50.000000,2025-10-17T05:02:50.000000,1,4,Thursday,0,8.0,9.0,17.0,1,2025-42
CR-4273,Intermittent login issues after password changes,Access,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,Low,2025-10-16T08:35:19.000000,2025-10-16T11:35:19.000000,2025-10-17T03:35:19.000000,0,3,Thursday,1,3.0,16.0,19.0,1,2025-42
CR-4274,Inconsistent behavior of multi-factor authentication prompts,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-10-16T14:44:32.000000,2025-10-16T17:44:32.000000,2025-10-16T23:44:32.000000,0,4,Thursday,1,3.0,6.0,9.0,1,2025-42
CR-4275,Periodic failures in monitoring alerts delivery,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,Medium,Medium,2025-10-16T04:15:59.000000,2025-10-16T06:15:59.000000,2025-10-16T18:15:59.000000,1,4,Thursday,0,2.0,12.0,14.0,1,2025-42
CR-4276,Frequent errors in scheduled report generation processes,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Low,Low,Low,2025-10-16T22:29:47.000000,2025-10-17T02:29:47.000000,2025-10-19T11:29:47.000000,0,0,Thursday,1,4.0,57.0,61.0,1,2025-42
CR-4277,Random disconnections from database for application services,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,New,Low,Medium,Medium,Low,2025-10-16T12:26:07.000000,,,0,2,Thursday,1,,,,0,2025-42
CR-4278,Periodic high CPU usage on database server causing slow queries,Facilities,Thor,Thor,Avengers,Service A,Closed,High,High,Medium,Low,2025-10-16T08:18:18.000000,2025-10-16T16:18:18.000000,2025-10-16T22:18:18.000000,0,2,Thursday,1,8.0,6.0,14.0,0,2025-42
CR-4279,Recurring high latency reported in video conferencing sessions,Failure,Captain America,Captain America,Avengers,Service C,On Hold,Low,Critical,High,High,2025-10-16T14:57:28.000000,,,0,5,Thursday,1,,,,0,2025-42
CR-4280,Intermittent failures in automated file transfer jobs,Failure,Hulk,Hulk,Avengers,Service B,On Hold,Low,Low,Low,Low,2025-10-16T20:40:30.000000,,,0,0,Thursday,1,,,,0,2025-42
CR-4281,Unstable Wi-Fi coverage in specific office area,Access,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Medium,Medium,Medium,Low,2025-10-16T01:03:44.000000,2025-10-16T04:03:44.000000,2025-10-17T07:03:44.000000,1,2,Thursday,0,3.0,27.0,30.0,1,2025-42
CR-4282,Session timeouts occurring too frequently for web application,Access,John Wick,John Wick,Matrix,Service B,On Hold,Medium,Medium,Medium,Medium,2025-10-17T14:17:41.000000,,,0,2,Friday,1,,,,0,2025-42
CR-4283,Intermittent VoIP call quality issues and audio dropouts,Complaint,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-17T01:37:59.000000,2025-10-17T04:37:59.000000,2025-10-17T12:37:59.000000,0,5,Friday,1,3.0,8.0,11.0,1,2025-42
CR-4284,Recurring performance issues on storage system,Complaint,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-10-17T21:33:08.000000,2025-10-18T01:33:08.000000,2025-10-18T05:33:08.000000,0,5,Friday,1,4.0,4.0,8.0,0,2025-42
CR-4285,Session timeouts occurring too frequently for web application,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-10-17T16:02:53.000000,2025-10-17T20:02:53.000000,2025-10-18T12:02:53.000000,0,3,Friday,1,4.0,16.0,20.0,1,2025-42
CR-4286,Session timeouts occurring too frequently for web application,Failure,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-10-17T12:02:24.000000,2025-10-17T14:02:24.000000,2025-10-19T16:02:24.000000,1,0,Friday,0,2.0,50.0,52.0,1,2025-42
CR-4287,Periodic high CPU usage on database server causing slow queries,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,Medium,Medium,2025-10-17T10:19:45.000000,2025-10-17T15:19:45.000000,2025-10-18T02:19:45.000000,0,2,Friday,1,5.0,11.0,16.0,1,2025-42
CR-4288,Intermittent failures when connecting to external partner systems,Access,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,Medium,2025-10-17T23:40:10.000000,2025-10-18T05:40:10.000000,2025-10-18T07:40:10.000000,0,4,Friday,1,6.0,2.0,8.0,0,2025-42
CR-4289,Frequent errors in scheduled report generation processes,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,High,2025-10-17T07:44:12.000000,2025-10-17T12:44:12.000000,2025-10-18T09:44:12.000000,0,3,Friday,1,5.0,21.0,26.0,1,2025-42
CR-4290,Periodic failures in monitoring alerts delivery,Complaint,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-17T11:59:07.000000,2025-10-17T19:59:07.000000,2025-10-18T01:59:07.000000,0,5,Friday,1,8.0,6.0,14.0,1,2025-42
