Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0025842,Request addition to security group for application access,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,In Progress,High,Medium,Medium,Medium,2025-10-12T22:32:04.000000,2025-10-13T02:32:04.000000,,0,Sunday
SR-0025843,Request reconfiguration of email signature template,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,High,Critical,High,High,2025-10-12T03:25:36.000000,2025-10-12T09:25:36.000000,2025-10-12T19:25:36.000000,1,Sunday
SR-0025844,Request access to internal SharePoint site,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-10-12T11:04:41.000000,2025-10-12T18:04:41.000000,2025-10-15T07:04:41.000000,4,Sunday
SR-0025845,Request replacement of damaged keyboard,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,New,Medium,Medium,Low,Medium,2025-10-12T04:14:15.000000,,,1,Sunday
SR-0025846,Request configuration of shared calendar for team,Data,Captain America,Captain America,Avengers,Service B,New,High,Critical,High,High,2025-10-12T10:14:49.000000,,,3,Sunday
SR-0025847,Request access to analytics platform,Software,Spiderman,Spiderman,Avengers II,Service B,In Progress,Low,Low,Low,Low,2025-10-12T04:14:15.000000,2025-10-12T10:14:15.000000,,0,Sunday
SR-0025848,Request scheduled report subscription setup,Facilities,Captain America,Captain America,Avengers,Service C,New,High,Medium,Low,Medium,2025-10-12T20:21:01.000000,,,1,Sunday
SR-0025849,Request configuration of email on mobile device,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-10-12T04:47:35.000000,2025-10-12T12:47:35.000000,2025-10-13T06:47:35.000000,3,Sunday
SR-0025850,Request temporary admin rights for software installation,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Medium,Low,Medium,2025-10-12T02:39:21.000000,2025-10-12T10:39:21.000000,2025-10-13T04:39:21.000000,4,Sunday
SR-0025851,Request change of default language in applications,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-12T14:14:46.000000,2025-10-12T16:14:46.000000,2025-10-13T14:14:46.000000,4,Sunday
SR-0025852,Request new virtual machine for project testing,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-10-12T21:36:41.000000,2025-10-13T05:36:41.000000,2025-10-13T18:36:41.000000,5,Sunday
SR-0025853,Request MFA activation for user account,Network,Loki,Loki,Avengers,Service C,Closed,Low,Low,Low,Low,2025-10-12T06:46:39.000000,2025-10-12T09:46:39.000000,2025-10-14T20:46:39.000000,5,Sunday
SR-0025854,Request addition to security group for application access,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,High,Medium,Low,Medium,2025-10-12T23:58:53.000000,2025-10-13T05:58:53.000000,,0,Sunday
SR-0025855,Request upgrade of laptop memory,Data,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-10-12T20:05:22.000000,2025-10-12T22:05:22.000000,2025-10-13T13:05:22.000000,2,Sunday
SR-0025856,Request new collaboration space in Teams,Hardware,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-12T18:27:00.000000,2025-10-13T02:27:00.000000,2025-10-13T03:27:00.000000,5,Sunday
SR-0025857,Request access to ticketing system for new team member,Facilities,Captain America,Captain America,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-10-12T03:43:03.000000,2025-10-12T09:43:03.000000,2025-10-13T08:43:03.000000,5,Sunday
SR-0025858,Request change of user role in business application,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Critical,High,High,2025-10-12T10:17:10.000000,2025-10-12T16:17:10.000000,2025-10-12T19:17:10.000000,3,Sunday
SR-0025859,Request new headset for VoIP phone,Facilities,Neo,Neo,Matrix,Service C,Closed,High,Medium,Medium,Medium,2025-10-12T05:46:11.000000,2025-10-12T08:46:11.000000,2025-10-13T14:46:11.000000,3,Sunday
SR-0025860,Request change of default browser on workstation,Network,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-12T16:00:29.000000,2025-10-12T20:00:29.000000,2025-10-13T18:00:29.000000,0,Sunday
SR-0025861,Request license assignment for Office suite,Network,Loki,Loki,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-10-12T11:20:27.000000,2025-10-12T19:20:27.000000,2025-10-13T19:20:27.000000,5,Sunday
SR-0025862,Request access to incident management dashboard,Hardware,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-12T01:04:25.000000,2025-10-12T08:04:25.000000,2025-10-13T20:04:25.000000,0,Sunday
SR-0025863,Request access to secure file transfer service,Complaint,John Cena,John Cena,Matrix,Service C,New,Medium,Medium,Medium,Medium,2025-10-12T07:01:25.000000,,,3,Sunday
SR-0025864,Request access to secure printing functionality,Data,Loki,Loki,Avengers,Service C,Closed,High,High,Medium,Low,2025-10-12T06:04:30.000000,2025-10-12T12:04:30.000000,2025-10-12T20:04:30.000000,5,Sunday
SR-0025865,Request MFA activation for user account,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Low,Medium,2025-10-12T16:38:38.000000,2025-10-12T23:38:38.000000,2025-10-13T17:38:38.000000,4,Sunday
SR-0025866,Request removal from email distribution group,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-12T03:16:38.000000,2025-10-12T09:16:38.000000,2025-10-13T20:16:38.000000,4,Sunday
SR-0025867,Request new role assignment in CRM system,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,High,High,Low,2025-10-12T16:44:11.000000,2025-10-12T20:44:11.000000,2025-10-13T20:44:11.000000,4,Sunday
SR-0025868,Request change of time zone settings for user account,Data,Iron Man,Iron Man,Avengers,Service C,New,Medium,High,High,Medium,2025-10-12T07:03:44.000000,,,5,Sunday
SR-0025869,Request configuration of Teams/meeting room equipment,Complaint,Thor,Thor,Avengers,Service A,Closed,High,Medium,Low,Medium,2025-10-12T05:28:52.000000,2025-10-12T07:28:52.000000,2025-10-13T15:28:52.000000,0,Sunday
SR-0025870,Request access to internal SharePoint site,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-12T17:46:07.000000,2025-10-13T01:46:07.000000,2025-10-13T17:46:07.000000,5,Sunday
SR-0025871,Request change of default printer settings,Complaint,Thor,Thor,Avengers,Service B,New,Medium,Critical,High,High,2025-10-12T02:51:50.000000,,,1,Sunday
SR-0025872,Request access to shared network drive,Data,Thor,Thor,Avengers,Service C,New,High,High,High,High,2025-10-12T09:25:44.000000,,,4,Sunday
SR-0025873,Request change of username after name change,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,In Progress,Medium,Critical,High,High,2025-10-12T03:50:42.000000,2025-10-12T05:50:42.000000,,1,Sunday
SR-0025874,Request new email distribution list creation,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,High,2025-10-12T13:21:46.000000,2025-10-12T18:21:46.000000,2025-10-13T05:21:46.000000,5,Sunday
SR-0025875,Request access to corporate Wi-Fi for guest user,Software,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-10-12T03:56:58.000000,2025-10-12T11:56:58.000000,2025-10-13T20:56:58.000000,2,Sunday
SR-0025876,Request scheduled report subscription setup,Network,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Low,Medium,2025-10-12T09:25:50.000000,,,4,Sunday
SR-0025877,Request creation of generic team account,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-10-12T00:30:13.000000,2025-10-12T08:30:13.000000,2025-10-12T14:30:13.000000,5,Sunday
SR-0025878,Request configuration of Teams/meeting room equipment,Data,Neo,Neo,Matrix,Service C,New,High,Low,Low,Low,2025-10-12T03:20:31.000000,,,4,Sunday
SR-0025879,Request license assignment for Office suite,Data,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-10-12T04:22:14.000000,2025-10-12T10:22:14.000000,2025-10-12T12:22:14.000000,1,Sunday
SR-0025880,Request change of username after name change,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Medium,Medium,Medium,Medium,2025-10-12T06:14:09.000000,2025-10-12T09:14:09.000000,,1,Sunday
SR-0025881,Request setup of email forwarding to another mailbox,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,High,Medium,Medium,2025-10-12T15:24:38.000000,2025-10-12T21:24:38.000000,2025-10-13T05:24:38.000000,0,Sunday
SR-0025882,Request setup of email forwarding to another mailbox,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-10-12T04:32:02.000000,2025-10-12T07:32:02.000000,2025-10-13T07:32:02.000000,4,Sunday
SR-0025883,Request access to VPN for remote work,Data,Captain America,Captain America,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-12T09:48:47.000000,2025-10-12T13:48:47.000000,2025-10-13T01:48:47.000000,1,Sunday
SR-0025884,Request access to development environment,Failure,Loki,Loki,Avengers,Service C,New,Low,Medium,Medium,Low,2025-10-12T09:44:43.000000,,,3,Sunday
SR-0025885,Request new email distribution list creation,Complaint,Neo,Neo,Matrix,Service C,In Progress,Low,Medium,Medium,Low,2025-10-12T01:35:41.000000,2025-10-12T05:35:41.000000,,1,Sunday
SR-0025886,Request password reset for user account,Data,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-12T10:43:22.000000,2025-10-12T16:43:22.000000,2025-10-13T08:43:22.000000,5,Sunday
SR-0025887,Request whitelist of business website on web proxy,Data,Shang Chi,Shang Chi,Avengers II,Service B,In Progress,High,High,High,High,2025-10-12T16:13:53.000000,2025-10-12T20:13:53.000000,,1,Sunday
SR-0025888,Request scheduled report subscription setup,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-10-12T22:47:25.000000,2025-10-13T02:47:25.000000,2025-10-13T10:47:25.000000,3,Sunday
SR-0025889,Request addition to email distribution group,Facilities,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-10-12T21:54:41.000000,2025-10-13T03:54:41.000000,2025-10-13T07:54:41.000000,3,Sunday
SR-0025890,Request new email distribution list creation,Data,Captain America,Captain America,Avengers,Service A,New,Medium,Low,Low,Low,2025-10-12T17:33:07.000000,,,5,Sunday
SR-0025891,Request password reset for user account,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,Medium,High,2025-10-12T02:40:57.000000,2025-10-12T05:40:57.000000,2025-10-12T11:40:57.000000,0,Sunday
SR-0025892,Request creation of generic team account,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-10-12T05:43:17.000000,2025-10-12T08:43:17.000000,2025-10-13T09:43:17.000000,2,Sunday
SR-0025893,Request access to secure file transfer service,Failure,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-12T10:48:32.000000,2025-10-12T18:48:32.000000,2025-10-13T05:48:32.000000,5,Sunday
SR-0025894,Request access to secure file transfer service,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-10-12T22:20:11.000000,2025-10-13T01:20:11.000000,2025-10-14T08:20:11.000000,5,Sunday
SR-0025895,Request configuration of shared calendar for team,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-10-12T09:11:35.000000,2025-10-12T17:11:35.000000,2025-10-13T18:11:35.000000,1,Sunday
SR-0025896,Request new smart card or token for authentication,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-10-12T14:54:03.000000,2025-10-12T17:54:03.000000,2025-10-14T06:54:03.000000,1,Sunday
SR-0025897,Request printing rights on departmental printer,Network,Thor,Thor,Avengers,Service A,Closed,Low,Low,Low,Low,2025-10-12T14:01:30.000000,2025-10-12T21:01:30.000000,2025-10-14T22:01:30.000000,4,Sunday
SR-0025898,Request access to VPN for remote work,Facilities,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-10-12T15:30:37.000000,2025-10-12T23:30:37.000000,2025-10-13T06:30:37.000000,4,Sunday
SR-0025899,Request change of username after name change,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,High,2025-10-12T13:14:25.000000,2025-10-12T15:14:25.000000,2025-10-13T10:14:25.000000,5,Sunday
SR-0025900,Request scheduled report subscription setup,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,New,High,Low,Low,Low,2025-10-12T02:22:36.000000,,,1,Sunday
SR-0025901,Request access to project management tool,Network,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-10-12T04:48:56.000000,2025-10-12T06:48:56.000000,2025-10-13T03:48:56.000000,2,Sunday
SR-0025902,Request shared mailbox creation for team,Software,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,Medium,High,2025-10-12T20:28:29.000000,2025-10-12T23:28:29.000000,2025-10-13T05:28:29.000000,3,Sunday
SR-0025903,Request new network port activation at desk,Access,Hulk,Hulk,Avengers,Service A,New,Medium,High,Medium,High,2025-10-12T08:32:15.000000,,,0,Sunday
SR-0025904,Request password reset for user account,Network,Iron Man,Iron Man,Avengers,Service B,In Progress,High,Critical,High,High,2025-10-12T02:46:34.000000,2025-10-12T08:46:34.000000,,0,Sunday
SR-0025905,Request configuration of Teams/meeting room equipment,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,Medium,2025-10-12T03:51:37.000000,2025-10-12T06:51:37.000000,2025-10-12T09:51:37.000000,0,Sunday
SR-0025906,Request new mobile phone and SIM card,Network,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-10-12T07:19:03.000000,2025-10-12T11:19:03.000000,2025-10-13T05:19:03.000000,5,Sunday
SR-0025907,Request setup of new workstation at office desk,Software,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Medium,Low,2025-10-12T22:45:36.000000,2025-10-13T04:45:36.000000,2025-10-14T10:45:36.000000,1,Sunday
SR-0025908,Request new email distribution list creation,Hardware,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-10-12T20:12:36.000000,2025-10-13T03:12:36.000000,2025-10-13T09:12:36.000000,2,Sunday
SR-0025909,Request modification of access rights on shared folder,Access,Captain America,Captain America,Avengers,Service C,Closed,Medium,Critical,High,High,2025-10-12T23:13:21.000000,2025-10-13T02:13:21.000000,2025-10-13T12:13:21.000000,3,Sunday
SR-0025910,Request removal from email distribution group,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-12T20:18:59.000000,2025-10-12T23:18:59.000000,2025-10-14T05:18:59.000000,2,Sunday
SR-0025911,Request additional monitor for workstation,Hardware,Iron Man,Iron Man,Avengers,Service C,New,Medium,Critical,High,High,2025-10-12T09:43:08.000000,,,5,Sunday
SR-0025912,Request creation of new project folder on file server,Network,Loki,Loki,Avengers,Service C,In Progress,Medium,Critical,High,High,2025-10-12T15:17:55.000000,2025-10-12T17:17:55.000000,,0,Sunday
SR-0025913,Request shared mailbox creation for team,Software,John Wick,John Wick,Matrix,Service A,In Progress,High,Critical,High,High,2025-10-12T09:16:39.000000,2025-10-12T15:16:39.000000,,4,Sunday
SR-0025914,Request reconfiguration of email signature template,Software,Hulk,Hulk,Avengers,Service A,Closed,Low,High,Medium,High,2025-10-12T03:25:50.000000,2025-10-12T05:25:50.000000,2025-10-13T00:25:50.000000,4,Sunday
SR-0025915,Request access to secure printing functionality,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-12T23:33:05.000000,2025-10-13T01:33:05.000000,2025-10-13T22:33:05.000000,1,Sunday
SR-0025916,Request new role assignment in CRM system,Access,Thor,Thor,Avengers,Service A,Closed,Medium,High,Medium,High,2025-10-12T06:01:26.000000,2025-10-12T08:01:26.000000,2025-10-13T01:01:26.000000,2,Sunday
SR-0025917,Request access to remote desktop environment,Software,Hulk,Hulk,Avengers,Service A,On Hold,Low,Medium,Low,Medium,2025-10-12T05:49:56.000000,,,5,Sunday
SR-0025918,Request upgrade of laptop memory,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Medium,High,High,High,2025-10-12T12:54:00.000000,2025-10-12T16:54:00.000000,2025-10-13T06:54:00.000000,0,Sunday
SR-0025919,Request access to document management system,Failure,Loki,Loki,Avengers,Service B,Closed,Low,Low,Low,Low,2025-10-12T16:15:45.000000,2025-10-12T21:15:45.000000,2025-10-13T21:15:45.000000,2,Sunday
SR-0025920,Request change of default browser on workstation,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Low,Low,Low,Low,2025-10-12T07:35:03.000000,2025-10-12T13:35:03.000000,,4,Sunday
SR-0025921,Request scheduled report subscription setup,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,Medium,High,2025-10-12T23:12:10.000000,2025-10-13T05:12:10.000000,2025-10-13T22:12:10.000000,5,Sunday
SR-0025922,Request laptop docking station setup,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Critical,High,Medium,2025-10-12T08:01:39.000000,2025-10-12T12:01:39.000000,2025-10-12T14:01:39.000000,3,Sunday
SR-0025923,Request creation of generic team account,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,High,2025-10-12T04:43:08.000000,2025-10-12T08:43:08.000000,2025-10-12T19:43:08.000000,2,Sunday
SR-0025924,Request access to project management tool,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-10-12T21:31:19.000000,2025-10-13T05:31:19.000000,2025-10-14T14:31:19.000000,4,Sunday
SR-0025925,Request printing rights on departmental printer,Complaint,Iron Man,Iron Man,Avengers,Service B,New,Low,Critical,High,High,2025-10-12T17:23:26.000000,,,2,Sunday
SR-0025926,Request modification of access rights on shared folder,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-10-12T22:02:04.000000,2025-10-13T02:02:04.000000,2025-10-15T00:02:04.000000,2,Sunday
SR-0025927,Request addition to security group for application access,Access,John Wick,John Wick,Matrix,Service B,Closed,Medium,Critical,High,High,2025-10-12T23:28:29.000000,2025-10-13T04:28:29.000000,2025-10-13T14:28:29.000000,4,Sunday
SR-0025928,Request change of user role in business application,Access,Thor,Thor,Avengers,Service B,New,High,Low,Low,Low,2025-10-12T23:48:38.000000,,,4,Sunday
SR-0025929,Request configuration of shared calendar for team,Facilities,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-12T07:36:45.000000,2025-10-12T12:36:45.000000,2025-10-12T17:36:45.000000,5,Sunday
SR-0025930,Request access to archived email data,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Low,Low,Low,2025-10-12T11:41:48.000000,2025-10-12T16:41:48.000000,2025-10-14T14:41:48.000000,0,Sunday
SR-0025931,Request extension of mailbox storage quota,Network,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-10-12T00:45:49.000000,2025-10-12T07:45:49.000000,2025-10-12T11:45:49.000000,4,Sunday
SR-0025932,Request access to internal SharePoint site,Data,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-10-12T12:01:39.000000,2025-10-12T18:01:39.000000,2025-10-13T05:01:39.000000,4,Sunday
SR-0025933,Request unblocking of email attachment type,Software,Loki,Loki,Avengers,Service A,Closed,High,Critical,High,High,2025-10-12T02:25:46.000000,2025-10-12T08:25:46.000000,2025-10-12T16:25:46.000000,4,Sunday
SR-0025934,Request addition to email distribution group,Data,John Cena,John Cena,Matrix,Service C,New,Medium,High,High,High,2025-10-12T18:04:21.000000,,,2,Sunday
SR-0025935,Request installation of approved software on workstation,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,High,High,2025-10-12T02:29:40.000000,2025-10-12T08:29:40.000000,2025-10-13T05:29:40.000000,5,Sunday
SR-0025936,Request new phone extension for employee,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-10-12T16:38:56.000000,2025-10-12T22:38:56.000000,2025-10-14T08:38:56.000000,1,Sunday
SR-0025937,Request access to VPN for remote work,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Low,Low,Low,Low,2025-10-12T11:15:31.000000,,,3,Sunday
SR-0025938,Request change of time zone settings for user account,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Low,Low,Low,2025-10-12T03:37:25.000000,2025-10-12T08:37:25.000000,2025-10-14T03:37:25.000000,0,Sunday
SR-0025939,Request extension of mailbox storage quota,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,High,Medium,2025-10-13T04:46:41.000000,2025-10-13T10:46:41.000000,2025-10-14T06:46:41.000000,4,Monday
SR-0025940,Request temporary admin rights for software installation,Access,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-10-13T19:31:50.000000,2025-10-14T00:31:50.000000,2025-10-15T03:31:50.000000,3,Monday
SR-0025941,Request creation of new project folder on file server,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Low,2025-10-13T03:41:30.000000,2025-10-13T09:41:30.000000,2025-10-14T05:41:30.000000,5,Monday
SR-0025942,Request access to shared network drive,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-10-13T02:36:11.000000,2025-10-13T05:36:11.000000,2025-10-14T07:36:11.000000,5,Monday
SR-0025943,Request password reset for user account,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Low,2025-10-13T21:29:12.000000,2025-10-14T02:29:12.000000,2025-10-15T13:29:12.000000,5,Monday
SR-0025944,Request new conference call bridge details,Network,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-13T19:28:34.000000,2025-10-14T02:28:34.000000,2025-10-15T09:28:34.000000,2,Monday
SR-0025945,Request access to reporting dashboard,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Critical,High,High,2025-10-13T14:01:58.000000,2025-10-13T20:01:58.000000,2025-10-13T21:01:58.000000,4,Monday
SR-0025946,Request access to VPN for remote work,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,Medium,Medium,2025-10-13T02:51:09.000000,2025-10-13T06:51:09.000000,2025-10-13T16:51:09.000000,5,Monday
SR-0025947,Request access to development environment,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,High,Medium,Medium,2025-10-13T16:12:48.000000,2025-10-13T20:12:48.000000,2025-10-14T09:12:48.000000,1,Monday
SR-0025948,Request creation of new project folder on file server,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,High,Medium,2025-10-13T04:39:00.000000,2025-10-13T06:39:00.000000,2025-10-14T06:39:00.000000,3,Monday
SR-0025949,Request access to ticketing system for new team member,Network,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,Medium,2025-10-13T13:37:15.000000,2025-10-13T17:37:15.000000,2025-10-14T10:37:15.000000,2,Monday
SR-0025950,Request new collaboration space in Teams,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-13T16:52:36.000000,2025-10-13T20:52:36.000000,2025-10-15T07:52:36.000000,5,Monday
SR-0025951,Request installation of approved software on workstation,Data,Batman,Batman,Matrix,Service A,Closed,Low,High,Medium,High,2025-10-13T04:16:36.000000,2025-10-13T11:16:36.000000,2025-10-14T05:16:36.000000,0,Monday
SR-0025952,Request access to secure file transfer service,Data,Batman,Batman,Matrix,Service C,Closed,Low,Medium,Medium,Medium,2025-10-13T17:33:44.000000,2025-10-14T00:33:44.000000,2025-10-15T11:33:44.000000,2,Monday
SR-0025953,Request addition to security group for application access,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,High,Medium,Low,Low,2025-10-13T20:39:21.000000,2025-10-14T00:39:21.000000,2025-10-14T16:39:21.000000,0,Monday
SR-0025954,Request access to secure file transfer service,Facilities,Neo,Neo,Matrix,Service A,Closed,Medium,High,High,Low,2025-10-13T11:58:18.000000,2025-10-13T19:58:18.000000,2025-10-14T08:58:18.000000,2,Monday
SR-0025955,Request profile transfer to new device,Data,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-10-13T03:00:15.000000,2025-10-13T05:00:15.000000,2025-10-13T15:00:15.000000,0,Monday
SR-0025956,Request new virtual machine for project testing,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Low,Low,Low,2025-10-13T14:55:55.000000,2025-10-13T18:55:55.000000,2025-10-16T02:55:55.000000,3,Monday
SR-0025957,Request update of contact details in IT systems,Network,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-13T10:03:46.000000,2025-10-13T15:03:46.000000,2025-10-14T17:03:46.000000,2,Monday
SR-0025958,Request laptop docking station setup,Facilities,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Low,Medium,2025-10-13T21:37:13.000000,,,1,Monday
SR-0025959,Request access to internal SharePoint site,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-10-13T08:20:54.000000,2025-10-13T15:20:54.000000,2025-10-14T03:20:54.000000,5,Monday
SR-0025960,Request access to project management tool,Network,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-10-13T10:42:22.000000,2025-10-13T16:42:22.000000,2025-10-14T04:42:22.000000,5,Monday
SR-0025961,Request new email distribution list creation,Hardware,Thor,Thor,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-13T11:23:44.000000,2025-10-13T15:23:44.000000,2025-10-15T01:23:44.000000,2,Monday
SR-0025962,Request access to remote desktop environment,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-10-13T20:40:34.000000,2025-10-14T00:40:34.000000,2025-10-14T03:40:34.000000,4,Monday
SR-0025963,Request access to shared network drive,Failure,Neo,Neo,Matrix,Service B,Closed,High,High,Medium,High,2025-10-13T09:43:23.000000,2025-10-13T12:43:23.000000,2025-10-14T12:43:23.000000,5,Monday
SR-0025964,Request access to time-tracking system,Data,Captain America,Captain America,Avengers,Service A,Closed,Medium,Critical,High,High,2025-10-13T12:54:21.000000,2025-10-13T19:54:21.000000,2025-10-13T22:54:21.000000,1,Monday
SR-0025965,Request access to shared network drive,Hardware,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-10-13T16:35:32.000000,2025-10-13T21:35:32.000000,2025-10-14T14:35:32.000000,3,Monday
SR-0025966,Request setup of email forwarding to another mailbox,Software,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-10-13T02:46:44.000000,2025-10-13T05:46:44.000000,2025-10-13T12:46:44.000000,5,Monday
SR-0025967,Request setup of automatic out-of-office reply,Data,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-10-13T19:28:08.000000,2025-10-14T03:28:08.000000,2025-10-14T16:28:08.000000,4,Monday
SR-0025968,Request removal from email distribution group,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,New,Low,Critical,High,High,2025-10-13T07:43:50.000000,,,3,Monday
SR-0025969,Request creation of new project folder on file server,Failure,Iron Man,Iron Man,Avengers,Service B,On Hold,Medium,Critical,High,Medium,2025-10-13T00:02:18.000000,,,1,Monday
