Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000852,Implement new change in batch file transfer process,Hardware,Batman,Batman,Matrix,Service D,Medium,High,High,Closed,High,2025-10-21T18:05:23.000000,Tuesday,2025-10-21T23:05:23.000000,2025-10-22T13:05:23.000000,4
CHG-0000853,Add new subnet to internal network for project team,Facilities,Thor,Thor,Avengers,Service A,Medium,Medium,Medium,Closed,Medium,2025-10-21T12:03:18.000000,Tuesday,2025-10-21T18:03:18.000000,2025-10-22T16:03:18.000000,3
CHG-0000854,Reconfigure service monitoring checks for new URLs,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Medium,Medium,Medium,Closed,Low,2025-10-21T18:11:06.000000,Tuesday,2025-10-22T02:11:06.000000,2025-10-22T23:11:06.000000,2
CHG-0000855,Upgrade database server to latest minor version,Network,Spiderman,Spiderman,Avengers II,Service A,Medium,High,Low,Closed,High,2025-10-22T13:39:58.000000,Wednesday,2025-10-22T20:39:58.000000,2025-10-23T00:39:58.000000,5
CHG-0000856,Deploy new configuration for password self-service portal,Facilities,John Wick,John Wick,Matrix,Service D,Low,High,High,New,Critical,2025-10-22T23:10:42.000000,Wednesday,,,1
CHG-0000857,Deploy hotfix for production application issue,Network,Thor,Thor,Avengers,Service B,High,High,High,Closed,Critical,2025-10-22T01:05:23.000000,Wednesday,2025-10-22T09:05:23.000000,2025-10-22T17:05:23.000000,1
CHG-0000858,Reconfigure application timeout settings,Software,Loki,Loki,Avengers,Service D,High,Medium,Low,Closed,Medium,2025-10-22T08:06:35.000000,Wednesday,2025-10-22T12:06:35.000000,2025-10-23T21:06:35.000000,3
CHG-0000859,Migrate user mailboxes to new email platform,Data,Captain America,Captain America,Avengers,Service E,Medium,High,High,Closed,Medium,2025-10-23T20:40:05.000000,Thursday,2025-10-23T22:40:05.000000,2025-10-24T20:40:05.000000,0
CHG-0000860,Replace legacy file server with new storage system,Access,Captain America,Captain America,Avengers,Service E,Medium,High,Low,In Progress,High,2025-10-23T10:32:07.000000,Thursday,2025-10-23T12:32:07.000000,,4
CHG-0000861,Change scheduled job timing for batch processing,Software,Batman,Batman,Matrix,Service A,Low,Low,Low,Closed,High,2025-10-23T03:08:35.000000,Thursday,2025-10-23T07:08:35.000000,2025-10-24T11:08:35.000000,3
CHG-0000862,Increase disk space allocation on application server,Access,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Low,Closed,Medium,2025-10-23T08:06:18.000000,Thursday,2025-10-23T16:06:18.000000,2025-10-24T02:06:18.000000,1
CHG-0000863,Change print server configuration for new printers,Hardware,Iron Man,Iron Man,Avengers,Service D,Medium,High,Medium,Closed,Medium,2025-10-24T00:20:58.000000,Friday,2025-10-24T04:20:58.000000,2025-10-25T01:20:58.000000,5
CHG-0000864,Decommission obsolete virtual machines,Complaint,Captain America,Captain America,Avengers,Service B,High,Low,High,Closed,Low,2025-10-24T06:35:20.000000,Friday,2025-10-24T10:35:20.000000,2025-10-25T19:35:20.000000,2
CHG-0000865,Apply configuration changes to intrusion detection system,Data,Loki,Loki,Avengers,Service E,Low,Medium,Low,Closed,High,2025-10-25T23:05:08.000000,Saturday,2025-10-26T06:05:08.000000,2025-10-26T11:05:08.000000,2
CHG-0000866,Implement new access roles in identity management system,Hardware,Iron Man,Iron Man,Avengers,Service B,High,Medium,Low,Closed,Medium,2025-10-26T20:51:36.000000,Sunday,2025-10-27T02:51:36.000000,2025-10-28T06:51:36.000000,0
CHG-0000867,Implement new password policy across domain,Software,Thor,Thor,Avengers,Service A,Low,Medium,High,Closed,Low,2025-10-27T08:45:00.000000,Monday,2025-10-27T16:45:00.000000,2025-10-28T06:45:00.000000,4
CHG-0000868,Modify backup retention period for file shares,Access,Spiderman,Spiderman,Avengers II,Service A,Medium,Medium,High,Closed,High,2025-10-27T04:14:05.000000,Monday,2025-10-27T12:14:05.000000,2025-10-28T14:14:05.000000,1
CHG-0000869,Modify service account permissions for application,Data,Hulk,Hulk,Avengers,Service A,High,Medium,Medium,Closed,High,2025-10-27T07:59:45.000000,Monday,2025-10-27T11:59:45.000000,2025-10-28T16:59:45.000000,3
CHG-0000870,Modify VPN access policy for remote employees,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,High,Low,Medium,Closed,Medium,2025-10-27T07:02:27.000000,Monday,2025-10-27T14:02:27.000000,2025-10-27T23:02:27.000000,3
CHG-0000871,Adjust monitoring thresholds for critical alerts,Access,Spiderman,Spiderman,Avengers II,Service E,Medium,Low,Medium,Closed,Medium,2025-10-28T02:41:25.000000,Tuesday,2025-10-28T07:41:25.000000,2025-10-29T03:41:25.000000,3
CHG-0000872,Reconfigure backup schedule for critical databases,Data,Shang Chi,Shang Chi,Avengers II,Service B,High,Medium,Low,Closed,High,2025-10-28T17:18:33.000000,Tuesday,2025-10-29T00:18:33.000000,2025-10-29T21:18:33.000000,5
CHG-0000873,Change print server configuration for new printers,Network,Neo,Neo,Matrix,Service A,High,Medium,High,Closed,Medium,2025-10-28T22:49:57.000000,Tuesday,2025-10-29T04:49:57.000000,2025-10-30T11:49:57.000000,5
CHG-0000874,Update network share permissions for project folder,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service A,Medium,Low,Low,New,High,2025-10-28T23:37:55.000000,Tuesday,,,2
CHG-0000875,Enable multi-factor authentication for VPN users,Access,Loki,Loki,Avengers,Service E,Medium,High,High,Closed,Critical,2025-10-29T23:40:26.000000,Wednesday,2025-10-30T06:40:26.000000,2025-10-30T10:40:26.000000,5
CHG-0000876,Introduce new logging and monitoring rules for servers,Failure,Spiderman,Spiderman,Avengers II,Service A,High,Medium,High,Closed,Medium,2025-10-29T22:34:41.000000,Wednesday,2025-10-30T02:34:41.000000,2025-10-30T20:34:41.000000,3
CHG-0000877,Introduce new logging and monitoring rules for servers,Failure,Iron Man,Iron Man,Avengers,Service B,Low,High,Low,Closed,High,2025-10-29T06:07:23.000000,Wednesday,2025-10-29T10:07:23.000000,2025-10-30T14:07:23.000000,0
CHG-0000878,Change print server configuration for new printers,Software,Shang Chi,Shang Chi,Avengers II,Service B,Low,High,Medium,Closed,High,2025-10-30T20:57:05.000000,Thursday,2025-10-30T22:57:05.000000,2025-11-01T05:57:05.000000,5
CHG-0000879,Update network share permissions for project folder,Software,Hulk,Hulk,Avengers,Service B,Medium,Low,High,Closed,Medium,2025-10-30T12:55:25.000000,Thursday,2025-10-30T15:55:25.000000,2025-11-01T02:55:25.000000,1
CHG-0000880,Upgrade operating system on middleware servers,Data,Loki,Loki,Avengers,Service C,Medium,Medium,Low,Closed,Medium,2025-10-30T22:51:46.000000,Thursday,2025-10-31T05:51:46.000000,2025-11-01T15:51:46.000000,2
CHG-0000881,Implement new software deployment package for endpoints,Hardware,John Wick,John Wick,Matrix,Service B,Low,High,Medium,Closed,Medium,2025-10-30T14:34:03.000000,Thursday,2025-10-30T21:34:03.000000,2025-11-01T07:34:03.000000,2
CHG-0000882,Implement new change in batch file transfer process,Facilities,Iron Man,Iron Man,Avengers,Service E,Low,Medium,Medium,Closed,Low,2025-10-31T10:12:06.000000,Friday,2025-10-31T16:12:06.000000,2025-11-01T14:12:06.000000,0
CHG-0000883,Update DNS records for application hostname change,Data,Captain America,Captain America,Avengers,Service A,Low,High,Medium,Closed,Critical,2025-10-31T11:02:12.000000,Friday,2025-10-31T17:02:12.000000,2025-11-02T00:02:12.000000,4
CHG-0000884,Update network share permissions for project folder,Data,Shang Chi,Shang Chi,Avengers II,Service E,Low,High,High,Closed,Medium,2025-11-01T09:09:37.000000,Saturday,2025-11-01T11:09:37.000000,2025-11-01T15:09:37.000000,5
CHG-0000885,Change time synchronization settings for servers,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,High,High,Medium,Closed,Medium,2025-11-02T23:43:19.000000,Sunday,2025-11-03T03:43:19.000000,2025-11-04T06:43:19.000000,1
CHG-0000886,Update SSL/TLS certificates on web servers,Software,Iron Man,Iron Man,Avengers,Service D,High,Low,High,Closed,Medium,2025-11-02T14:24:36.000000,Sunday,2025-11-02T18:24:36.000000,2025-11-03T11:24:36.000000,0
CHG-0000887,Update API gateway rules for new service endpoints,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Low,Low,High,Closed,Medium,2025-11-03T08:14:23.000000,Monday,2025-11-03T16:14:23.000000,2025-11-03T23:14:23.000000,1
CHG-0000888,Implement new change in batch file transfer process,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,Medium,Low,Closed,Low,2025-11-03T16:34:02.000000,Monday,2025-11-03T23:34:02.000000,2025-11-05T07:34:02.000000,2
CHG-0000889,Implement new retention policy for log data,Hardware,Captain America,Captain America,Avengers,Service C,Low,Medium,High,Closed,Medium,2025-11-03T05:18:36.000000,Monday,2025-11-03T07:18:36.000000,2025-11-03T09:18:36.000000,4
CHG-0000890,Change time synchronization settings for servers,Failure,Spiderman,Spiderman,Avengers II,Service D,Low,Medium,High,Closed,Medium,2025-11-03T00:10:31.000000,Monday,2025-11-03T06:10:31.000000,2025-11-04T12:10:31.000000,0
CHG-0000891,Introduce new logging and monitoring rules for servers,Hardware,Spiderman,Spiderman,Avengers II,Service C,Low,Medium,Low,Closed,Low,2025-11-03T13:48:56.000000,Monday,2025-11-03T16:48:56.000000,2025-11-04T20:48:56.000000,2
CHG-0000892,Implement new proxy configuration for internet access,Access,Hulk,Hulk,Avengers,Service B,Low,High,Medium,Closed,Medium,2025-11-04T14:50:16.000000,Tuesday,2025-11-04T17:50:16.000000,2025-11-04T19:50:16.000000,5
CHG-0000893,Deploy new configuration for password self-service portal,Data,Spiderman,Spiderman,Avengers II,Service C,Low,Low,High,Closed,Medium,2025-11-04T14:23:56.000000,Tuesday,2025-11-04T16:23:56.000000,2025-11-05T13:23:56.000000,1
CHG-0000894,Introduce new logging and monitoring rules for servers,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service D,Low,High,Low,Closed,High,2025-11-04T10:43:23.000000,Tuesday,2025-11-04T14:43:23.000000,2025-11-05T09:43:23.000000,4
CHG-0000895,Upgrade virtualization platform to latest version,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Low,High,Closed,Low,2025-11-04T08:45:08.000000,Tuesday,2025-11-04T14:45:08.000000,2025-11-05T12:45:08.000000,3
CHG-0000896,Change configuration of web application firewall policies,Software,Spiderman,Spiderman,Avengers II,Service D,Medium,High,Medium,Closed,Medium,2025-11-05T08:44:03.000000,Wednesday,2025-11-05T11:44:03.000000,2025-11-06T00:44:03.000000,1
CHG-0000897,Change load balancer configuration for improved failover,Complaint,Batman,Batman,Matrix,Service C,High,High,Medium,Closed,Medium,2025-11-05T06:19:03.000000,Wednesday,2025-11-05T11:19:03.000000,2025-11-05T20:19:03.000000,3
CHG-0000898,Implement role-based access control for application,Data,Doctor Strange,Doctor Strange,Avengers II,Service E,Low,Medium,Medium,Closed,Medium,2025-11-05T19:02:59.000000,Wednesday,2025-11-06T00:02:59.000000,2025-11-06T07:02:59.000000,2
CHG-0000899,Adjust CPU and memory resources for virtual servers,Failure,Shang Chi,Shang Chi,Avengers II,Service E,High,Low,Low,Closed,High,2025-11-05T11:38:08.000000,Wednesday,2025-11-05T13:38:08.000000,2025-11-06T09:38:08.000000,3
CHG-0000900,Change email gateway configuration for spam filtering,Complaint,Neo,Neo,Matrix,Service B,Low,Medium,Medium,Closed,High,2025-11-05T19:15:03.000000,Wednesday,2025-11-06T03:15:03.000000,2025-11-07T12:15:03.000000,2
CHG-0000901,Change configuration of web application firewall policies,Network,Thor,Thor,Avengers,Service A,High,High,High,Closed,High,2025-11-06T10:20:53.000000,Thursday,2025-11-06T16:20:53.000000,2025-11-07T16:20:53.000000,2
CHG-0000902,Reconfigure backup schedule for critical databases,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Medium,Closed,Low,2025-11-07T16:01:33.000000,Friday,2025-11-07T18:01:33.000000,2025-11-08T10:01:33.000000,0
CHG-0000903,Change network routing for branch office connectivity,Network,Shang Chi,Shang Chi,Avengers II,Service A,Medium,Medium,Medium,Closed,Critical,2025-11-07T05:37:13.000000,Friday,2025-11-07T12:37:13.000000,2025-11-07T19:37:13.000000,0
CHG-0000904,Increase disk space allocation on application server,Access,Thor,Thor,Avengers,Service A,Medium,Medium,High,Closed,Medium,2025-11-07T20:06:42.000000,Friday,2025-11-08T00:06:42.000000,2025-11-09T12:06:42.000000,3
CHG-0000905,Adjust monitoring thresholds for critical alerts,Complaint,Spiderman,Spiderman,Avengers II,Service B,Medium,Low,High,Closed,Medium,2025-11-07T12:01:48.000000,Friday,2025-11-07T20:01:48.000000,2025-11-09T04:01:48.000000,3
CHG-0000906,Implement new change in batch file transfer process,Complaint,Shang Chi,Shang Chi,Avengers II,Service D,Medium,Medium,Medium,Closed,High,2025-11-08T20:26:50.000000,Saturday,2025-11-08T22:26:50.000000,2025-11-09T04:26:50.000000,4
CHG-0000907,Replace legacy file server with new storage system,Facilities,Batman,Batman,Matrix,Service B,Medium,Medium,High,Closed,Low,2025-11-08T03:42:46.000000,Saturday,2025-11-08T11:42:46.000000,2025-11-08T22:42:46.000000,2
CHG-0000908,Reconfigure service monitoring checks for new URLs,Failure,Hulk,Hulk,Avengers,Service B,Low,Low,Medium,Closed,High,2025-11-08T20:14:32.000000,Saturday,2025-11-09T04:14:32.000000,2025-11-09T14:14:32.000000,5
CHG-0000909,Change time synchronization settings for servers,Failure,Thor,Thor,Avengers,Service E,Low,Medium,High,In Progress,Medium,2025-11-08T11:43:06.000000,Saturday,2025-11-08T13:43:06.000000,,2
CHG-0000910,Modify VPN access policy for remote employees,Data,Jack Sparrow,Jack Sparrow,Matrix,Service E,Low,Medium,Low,Closed,High,2025-11-08T22:25:07.000000,Saturday,2025-11-09T05:25:07.000000,2025-11-10T05:25:07.000000,0
CHG-0000911,Update API gateway rules for new service endpoints,Complaint,Captain America,Captain America,Avengers,Service C,Medium,Low,Low,Closed,Low,2025-11-09T16:19:06.000000,Sunday,2025-11-09T21:19:06.000000,2025-11-10T06:19:06.000000,5
CHG-0000912,Configure new high-availability cluster for database,Network,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,High,Low,In Progress,Medium,2025-11-09T20:07:51.000000,Sunday,2025-11-09T23:07:51.000000,,3
CHG-0000913,Implement new retention policy for log data,Failure,Shang Chi,Shang Chi,Avengers II,Service D,Medium,Medium,Medium,Closed,High,2025-11-09T17:00:03.000000,Sunday,2025-11-09T22:00:03.000000,2025-11-10T04:00:03.000000,3
CHG-0000914,Implement new access roles in identity management system,Failure,Iron Man,Iron Man,Avengers,Service D,Medium,Low,Low,Closed,Low,2025-11-09T09:07:11.000000,Sunday,2025-11-09T12:07:11.000000,2025-11-10T22:07:11.000000,3
CHG-0000915,Configure new high-availability cluster for database,Facilities,Loki,Loki,Avengers,Service B,Low,Medium,Medium,Closed,High,2025-11-10T15:43:25.000000,Monday,2025-11-10T21:43:25.000000,2025-11-11T03:43:25.000000,1
CHG-0000916,Introduce new email disclaimer for outgoing messages,Data,Loki,Loki,Avengers,Service D,High,Medium,Low,New,Medium,2025-11-10T03:00:50.000000,Monday,,,3
CHG-0000917,Modify service account permissions for application,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,High,High,Low,Closed,Medium,2025-11-10T06:20:32.000000,Monday,2025-11-10T11:20:32.000000,2025-11-11T19:20:32.000000,3
CHG-0000918,Add new subnet to internal network for project team,Failure,Iron Man,Iron Man,Avengers,Service A,High,Low,High,On Hold,High,2025-11-10T08:21:20.000000,Monday,,,3
CHG-0000919,Decommission obsolete virtual machines,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,High,Low,Medium,Closed,Medium,2025-11-10T05:10:00.000000,Monday,2025-11-10T07:10:00.000000,2025-11-10T09:10:00.000000,1
CHG-0000920,Deploy hotfix for production application issue,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,High,Low,High,Closed,Medium,2025-11-11T16:40:12.000000,Tuesday,2025-11-11T18:40:12.000000,2025-11-12T19:40:12.000000,2
CHG-0000921,Migrate application from test to production environment,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,High,Low,Low,Closed,High,2025-11-11T12:58:03.000000,Tuesday,2025-11-11T17:58:03.000000,2025-11-11T21:58:03.000000,2
CHG-0000922,Implement role-based access control for application,Software,Loki,Loki,Avengers,Service B,High,High,Low,Closed,High,2025-11-11T22:08:11.000000,Tuesday,2025-11-12T02:08:11.000000,2025-11-12T13:08:11.000000,5
CHG-0000923,Change load balancer configuration for improved failover,Software,Hulk,Hulk,Avengers,Service E,High,High,High,Closed,High,2025-11-11T12:10:51.000000,Tuesday,2025-11-11T18:10:51.000000,2025-11-11T21:10:51.000000,1
CHG-0000924,Update configuration for single sign-on integration,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,High,High,High,Closed,High,2025-11-11T22:55:48.000000,Tuesday,2025-11-12T06:55:48.000000,2025-11-13T04:55:48.000000,4
CHG-0000925,Reconfigure backup schedule for critical databases,Hardware,Thor,Thor,Avengers,Service B,High,Medium,Medium,Closed,Medium,2025-11-12T08:47:22.000000,Wednesday,2025-11-12T12:47:22.000000,2025-11-13T03:47:22.000000,1
CHG-0000926,Enable multi-factor authentication for VPN users,Hardware,Loki,Loki,Avengers,Service E,Low,Medium,High,Closed,Medium,2025-11-13T07:28:30.000000,Thursday,2025-11-13T09:28:30.000000,2025-11-14T17:28:30.000000,1
CHG-0000927,Implement new password policy across domain,Software,Spiderman,Spiderman,Avengers II,Service A,High,Low,Low,Closed,High,2025-11-13T03:01:16.000000,Thursday,2025-11-13T06:01:16.000000,2025-11-14T03:01:16.000000,2
CHG-0000928,Reconfigure service monitoring checks for new URLs,Hardware,Jack Sparrow,Jack Sparrow,Matrix,Service E,High,High,High,Closed,Medium,2025-11-13T18:33:33.000000,Thursday,2025-11-13T20:33:33.000000,2025-11-14T13:33:33.000000,1
CHG-0000929,Deploy new version of endpoint management agent,Data,John Cena,John Cena,Matrix,Service E,High,Low,Low,Closed,Medium,2025-11-14T22:59:33.000000,Friday,2025-11-15T00:59:33.000000,2025-11-15T04:59:33.000000,0
CHG-0000930,Adjust CPU and memory resources for virtual servers,Software,Hulk,Hulk,Avengers,Service E,Low,High,High,Closed,High,2025-11-14T01:54:27.000000,Friday,2025-11-14T07:54:27.000000,2025-11-15T04:54:27.000000,3
CHG-0000931,Change print server configuration for new printers,Failure,Thor,Thor,Avengers,Service D,Low,Low,High,Closed,High,2025-11-14T07:43:03.000000,Friday,2025-11-14T13:43:03.000000,2025-11-15T12:43:03.000000,4
CHG-0000932,Deploy hotfix for production application issue,Failure,Captain Marvel,Captain Marvel,Avengers II,Service E,Low,Medium,Low,Closed,Low,2025-11-14T05:33:38.000000,Friday,2025-11-14T09:33:38.000000,2025-11-15T01:33:38.000000,5
CHG-0000933,Update network share permissions for project folder,Failure,John Wick,John Wick,Matrix,Service C,Medium,Medium,High,Closed,High,2025-11-14T18:19:04.000000,Friday,2025-11-14T23:19:04.000000,2025-11-15T12:19:04.000000,0
CHG-0000934,Change time synchronization settings for servers,Access,Iron Man,Iron Man,Avengers,Service E,High,Low,High,On Hold,Critical,2025-11-15T20:09:30.000000,Saturday,,,2
CHG-0000935,Replace legacy file server with new storage system,Failure,Hulk,Hulk,Avengers,Service B,Medium,Medium,Medium,In Progress,Low,2025-11-16T15:17:03.000000,Sunday,2025-11-16T20:17:03.000000,,0
CHG-0000936,Apply monthly security patches to production servers,Facilities,Iron Man,Iron Man,Avengers,Service C,Medium,Medium,Medium,Closed,Medium,2025-11-16T22:18:47.000000,Sunday,2025-11-17T01:18:47.000000,2025-11-17T12:18:47.000000,3
CHG-0000937,Change DHCP scope settings for office network,Hardware,Batman,Batman,Matrix,Service B,Low,High,High,Closed,High,2025-11-16T21:49:43.000000,Sunday,2025-11-17T01:49:43.000000,2025-11-17T17:49:43.000000,2
CHG-0000938,Adjust monitoring thresholds for critical alerts,Software,John Cena,John Cena,Matrix,Service E,Medium,Medium,Low,Closed,High,2025-11-16T12:31:01.000000,Sunday,2025-11-16T17:31:01.000000,2025-11-17T21:31:01.000000,0
CHG-0000939,Apply monthly security patches to production servers,Access,Shang Chi,Shang Chi,Avengers II,Service C,Low,Medium,Medium,Closed,High,2025-11-17T06:27:54.000000,Monday,2025-11-17T12:27:54.000000,2025-11-18T04:27:54.000000,5
CHG-0000940,Upgrade database server to latest minor version,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Low,Medium,In Progress,High,2025-11-17T18:15:28.000000,Monday,2025-11-18T00:15:28.000000,,4
CHG-0000941,Update SSL/TLS certificates on web servers,Access,Thor,Thor,Avengers,Service D,High,Medium,Low,Closed,High,2025-11-17T18:35:48.000000,Monday,2025-11-17T22:35:48.000000,2025-11-18T14:35:48.000000,5
CHG-0000942,Implement new retention policy for log data,Hardware,Loki,Loki,Avengers,Service A,High,Low,Low,On Hold,Medium,2025-11-17T23:58:01.000000,Monday,,,0
CHG-0000943,Update API gateway rules for new service endpoints,Facilities,John Cena,John Cena,Matrix,Service A,High,Medium,Medium,Closed,Medium,2025-11-17T19:36:32.000000,Monday,2025-11-18T01:36:32.000000,2025-11-19T06:36:32.000000,1
CHG-0000944,Replace legacy file server with new storage system,Software,Iron Man,Iron Man,Avengers,Service B,High,Low,High,Closed,Critical,2025-11-18T05:22:35.000000,Tuesday,2025-11-18T10:22:35.000000,2025-11-18T15:22:35.000000,4
CHG-0000945,Implement new access roles in identity management system,Data,Thor,Thor,Avengers,Service C,Low,High,High,Closed,Medium,2025-11-18T18:43:08.000000,Tuesday,2025-11-19T01:43:08.000000,2025-11-19T07:43:08.000000,5
CHG-0000946,Update SSL/TLS certificates on web servers,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,Medium,Medium,Closed,High,2025-11-19T04:38:36.000000,Wednesday,2025-11-19T09:38:36.000000,2025-11-20T05:38:36.000000,2
CHG-0000947,Deploy new release of core banking application,Hardware,Thor,Thor,Avengers,Service E,Low,High,High,Closed,Medium,2025-11-19T07:42:36.000000,Wednesday,2025-11-19T14:42:36.000000,2025-11-20T19:42:36.000000,0
CHG-0000948,Deploy new version of endpoint management agent,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,Medium,Medium,Medium,Closed,Medium,2025-11-19T09:52:48.000000,Wednesday,2025-11-19T12:52:48.000000,2025-11-20T11:52:48.000000,0
CHG-0000949,Adjust monitoring thresholds for critical alerts,Hardware,Spiderman,Spiderman,Avengers II,Service A,Low,Medium,Medium,Closed,Medium,2025-11-19T11:04:20.000000,Wednesday,2025-11-19T16:04:20.000000,2025-11-19T19:04:20.000000,1
CHG-0000950,Modify VPN access policy for remote employees,Complaint,Captain America,Captain America,Avengers,Service D,Medium,Low,Medium,Closed,Medium,2025-11-19T15:26:07.000000,Wednesday,2025-11-19T19:26:07.000000,2025-11-21T05:26:07.000000,5
CHG-0000951,Upgrade database server to latest minor version,Data,Captain America,Captain America,Avengers,Service D,Medium,High,Low,Closed,Medium,2025-11-20T01:22:12.000000,Thursday,2025-11-20T03:22:12.000000,2025-11-21T04:22:12.000000,2
CHG-0000952,Enable multi-factor authentication for VPN users,Access,Loki,Loki,Avengers,Service C,Medium,High,Medium,Closed,High,2025-11-20T22:09:02.000000,Thursday,2025-11-21T04:09:02.000000,2025-11-22T15:09:02.000000,5
CHG-0000953,Apply configuration changes to intrusion detection system,Network,Shang Chi,Shang Chi,Avengers II,Service D,Low,Medium,Low,Closed,Low,2025-11-21T07:30:48.000000,Friday,2025-11-21T15:30:48.000000,2025-11-21T19:30:48.000000,3
CHG-0000954,Apply configuration changes to intrusion detection system,Software,Captain America,Captain America,Avengers,Service D,High,High,Medium,In Progress,Medium,2025-11-21T22:32:00.000000,Friday,2025-11-22T02:32:00.000000,,4
CHG-0000955,Deploy new version of mobile banking API,Facilities,Thor,Thor,Avengers,Service D,High,Low,Low,Closed,Medium,2025-11-22T22:19:47.000000,Saturday,2025-11-23T02:19:47.000000,2025-11-24T05:19:47.000000,0
CHG-0000956,Implement new change in batch file transfer process,Hardware,John Wick,John Wick,Matrix,Service E,High,Medium,Low,Closed,Medium,2025-11-22T06:42:02.000000,Saturday,2025-11-22T10:42:02.000000,2025-11-22T15:42:02.000000,2
CHG-0000957,Modify backup retention period for file shares,Access,Loki,Loki,Avengers,Service E,Medium,Medium,High,Closed,High,2025-11-22T18:19:59.000000,Saturday,2025-11-23T02:19:59.000000,2025-11-23T17:19:59.000000,1
CHG-0000958,Modify backup retention period for file shares,Complaint,Loki,Loki,Avengers,Service A,High,Low,Low,Closed,Medium,2025-11-23T18:23:01.000000,Sunday,2025-11-23T21:23:01.000000,2025-11-25T05:23:01.000000,5
CHG-0000959,Implement new retention policy for log data,Network,Spiderman,Spiderman,Avengers II,Service B,High,High,Low,Closed,Medium,2025-11-23T05:36:08.000000,Sunday,2025-11-23T12:36:08.000000,2025-11-24T16:36:08.000000,4
CHG-0000960,Update configuration for single sign-on integration,Software,Captain America,Captain America,Avengers,Service B,High,Medium,Low,Closed,Critical,2025-11-23T08:55:16.000000,Sunday,2025-11-23T12:55:16.000000,2025-11-23T22:55:16.000000,0
CHG-0000961,Upgrade operating system on middleware servers,Failure,Batman,Batman,Matrix,Service E,Medium,High,Medium,Closed,Medium,2025-11-23T12:18:28.000000,Sunday,2025-11-23T18:18:28.000000,2025-11-24T13:18:28.000000,2
CHG-0000962,Modify backup retention period for file shares,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Low,Medium,Closed,High,2025-11-24T03:14:21.000000,Monday,2025-11-24T09:14:21.000000,2025-11-25T11:14:21.000000,3
CHG-0000963,Apply configuration changes to intrusion detection system,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,High,Low,High,Closed,High,2025-11-24T23:34:04.000000,Monday,2025-11-25T05:34:04.000000,2025-11-26T07:34:04.000000,4
CHG-0000964,Implement firewall rule change for new service endpoint,Software,Loki,Loki,Avengers,Service E,Medium,High,Low,New,Low,2025-11-24T06:51:53.000000,Monday,,,4
CHG-0000965,Deploy updated configuration for network switches,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,Medium,Medium,Medium,Closed,Low,2025-11-24T19:55:04.000000,Monday,2025-11-25T03:55:04.000000,2025-11-25T08:55:04.000000,4
CHG-0000966,Replace legacy file server with new storage system,Hardware,Iron Man,Iron Man,Avengers,Service B,High,Low,Medium,Closed,Low,2025-11-25T04:47:48.000000,Tuesday,2025-11-25T12:47:48.000000,2025-11-26T04:47:48.000000,0
CHG-0000967,Upgrade database server to latest minor version,Access,Captain America,Captain America,Avengers,Service A,Low,Low,High,Closed,Low,2025-11-25T13:35:49.000000,Tuesday,2025-11-25T17:35:49.000000,2025-11-26T09:35:49.000000,1
CHG-0000968,Implement new password policy across domain,Access,Spiderman,Spiderman,Avengers II,Service B,Low,High,High,Closed,Critical,2025-11-25T20:18:47.000000,Tuesday,2025-11-26T04:18:47.000000,2025-11-26T10:18:47.000000,1
CHG-0000969,Deploy new version of mobile banking API,Access,Loki,Loki,Avengers,Service C,Low,High,Medium,Closed,Medium,2025-11-25T20:37:20.000000,Tuesday,2025-11-25T23:37:20.000000,2025-11-26T19:37:20.000000,1
CHG-0000970,Update configuration for single sign-on integration,Network,Loki,Loki,Avengers,Service D,High,High,Low,Closed,Low,2025-11-25T02:25:59.000000,Tuesday,2025-11-25T04:25:59.000000,2025-11-26T15:25:59.000000,5
CHG-0000971,Deploy new version of endpoint management agent,Facilities,Hulk,Hulk,Avengers,Service B,Medium,High,Low,Closed,Medium,2025-11-26T21:46:42.000000,Wednesday,2025-11-27T01:46:42.000000,2025-11-28T08:46:42.000000,2
