Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-34279,Suspicious PowerShell activity detected on workstation,Hardware,Iron Man,Jan,Avengers,Service A,Closed,Low,Low,Low,High,2025-11-21T09:10:13.000000,2025-11-21T15:48:07.000000,2025-11-23T02:52:18.000000,0,Friday,1
CR-34280,New privileged account created without proper approval,Hardware,Captain America,Iron Man,Avengers,Service C,Closed,High,Medium,High,Low,2025-11-21T16:13:54.000000,2025-11-22T01:03:42.000000,2025-11-23T07:45:52.000000,1,Friday,0
CR-34281,Access request to restricted application reviewed,Hardware,Thor,Iron Man,Matrix,Service B,Closed,Medium,High,High,Low,2025-11-21T08:16:47.000000,2025-11-21T11:26:18.000000,2025-11-23T01:26:55.000000,0,Friday,1
CR-34282,Suspicious authentication token reuse detected,Network,Captain America,Peter,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-11-21T07:09:49.000000,2025-11-21T14:55:39.000000,2025-11-23T07:51:55.000000,1,Friday,0
CR-34283,Data loss prevention policy violation detected,Hardware,Michal,Captain America,Avengers,Service B,On Hold,Low,Low,High,Medium,2025-11-21T09:43:08.000000,,,1,Friday,0
CR-34284,Access request to restricted application reviewed,Access,Thor,Jan,Matrix,Service C,Closed,Low,High,Low,Medium,2025-11-21T11:13:31.000000,2025-11-21T13:38:17.000000,2025-11-22T07:09:05.000000,1,Friday,0
CR-34285,Compromised account password reset and user notified,Failure,Peter,Thor,Avengers II,Service C,Closed,Low,Low,Medium,Low,2025-11-21T14:44:17.000000,2025-11-21T20:19:42.000000,2025-11-23T13:19:47.000000,0,Friday,1
CR-34286,Network scan originating from internal segment detected,Data,Martin,Jan,Matrix,Service B,Closed,High,Low,Medium,Medium,2025-11-21T11:39:58.000000,2025-11-21T18:33:49.000000,2025-11-22T23:38:44.000000,0,Friday,1
CR-34287,Unusual VPN connection outside normal working hours,Failure,Captain America,Thor,Matrix,Service C,Closed,Medium,High,High,High,2025-11-21T16:10:01.000000,2025-11-21T17:38:03.000000,2025-11-23T06:13:10.000000,1,Friday,0
CR-34288,Email account used to send large volume of external messages,Facilities,Martin,Martin,Matrix,Service A,Closed,Low,High,Medium,Low,2025-11-21T04:01:28.000000,2025-11-21T07:25:01.000000,2025-11-21T23:39:41.000000,0,Friday,1
CR-34289,New local administrator account detected on endpoint,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,Low,2025-11-21T00:22:16.000000,2025-11-21T02:51:49.000000,2025-11-21T06:35:34.000000,1,Friday,0
CR-34290,Unusual administrative activity on domain controller,Complaint,Thor,Peter,Avengers II,Service C,Closed,Low,Medium,Low,High,2025-11-21T16:58:42.000000,2025-11-21T23:36:57.000000,2025-11-23T18:24:45.000000,1,Friday,0
CR-34291,Unusual spike in security alerts for single user,Data,Jan,Thor,Matrix,Service B,Closed,Low,Medium,Low,Low,2025-11-21T13:56:36.000000,2025-11-21T22:40:53.000000,2025-11-22T11:02:07.000000,0,Friday,1
CR-34292,Endpoint antivirus detected and quarantined malware,Data,Thor,Thor,Avengers II,Service A,Closed,High,Low,High,Low,2025-11-21T01:18:28.000000,2025-11-21T07:24:06.000000,2025-11-22T14:51:04.000000,0,Friday,1
CR-34293,Unapproved application communicating with external server,Hardware,Martin,Jan,Avengers,Service B,Closed,Low,High,Medium,Low,2025-11-21T23:20:20.000000,2025-11-22T03:35:11.000000,2025-11-22T11:43:31.000000,0,Friday,1
CR-34294,Suspicious authentication token reuse detected,Software,Jan,Captain America,Matrix,Service B,Closed,Low,High,High,Medium,2025-11-21T19:52:56.000000,2025-11-21T22:57:45.000000,2025-11-22T16:31:51.000000,0,Friday,1
CR-34295,Unusual administrative activity on domain controller,Failure,Captain America,Iron Man,Avengers II,Service C,Closed,Low,High,Low,High,2025-11-21T07:02:54.000000,2025-11-21T14:24:36.000000,2025-11-21T19:46:42.000000,0,Friday,1
CR-34296,Multiple password reset requests from same user,Facilities,Thor,Iron Man,Matrix,Service A,Closed,Medium,Low,Low,High,2025-11-21T09:46:42.000000,2025-11-21T17:12:50.000000,2025-11-23T13:02:40.000000,0,Friday,1
CR-34297,Unauthorized attempt to access HR system,Data,Jan,Michal,Avengers II,Service B,Closed,Low,Medium,Low,Medium,2025-11-21T05:30:40.000000,2025-11-21T08:59:35.000000,2025-11-22T15:44:09.000000,0,Friday,1
CR-34298,New network share created without change request,Data,Captain America,Peter,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-11-21T08:43:54.000000,2025-11-21T12:07:31.000000,2025-11-23T08:01:41.000000,0,Friday,1
CR-34299,Privilege escalation attempt on production server,Hardware,Michal,Thor,Avengers II,Service A,Closed,Medium,High,Low,Medium,2025-11-21T00:36:15.000000,2025-11-21T01:58:15.000000,2025-11-22T15:20:41.000000,1,Friday,0
CR-34300,Suspicious file execution blocked by application control,Access,Thor,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-11-21T08:59:57.000000,2025-11-21T14:48:29.000000,2025-11-23T10:04:25.000000,0,Friday,1
CR-34301,Unusual VPN connection outside normal working hours,Data,Thor,Peter,Avengers,Service C,Closed,Low,High,Medium,High,2025-11-21T03:20:53.000000,2025-11-21T09:09:42.000000,2025-11-23T03:26:46.000000,1,Friday,0
CR-34302,Account lockout due to repeated failed authentication,Failure,Thor,Peter,Matrix,Service A,On Hold,Low,High,Medium,High,2025-11-21T19:21:05.000000,,,1,Friday,0
CR-34303,Suspicious PowerShell activity detected on workstation,Hardware,Martin,Thor,Avengers II,Service A,Closed,Medium,Medium,Medium,High,2025-11-21T12:27:35.000000,2025-11-21T18:47:40.000000,2025-11-22T19:39:37.000000,1,Friday,0
CR-34304,Suspicious outbound traffic to known malicious domain,Complaint,Martin,Captain America,Matrix,Service B,Closed,High,Medium,Medium,Low,2025-11-21T17:17:45.000000,2025-11-21T20:37:11.000000,2025-11-22T16:18:06.000000,1,Friday,0
CR-34305,Compromised account password reset and user notified,Network,Iron Man,Iron Man,Avengers II,Service A,Closed,High,High,High,Medium,2025-11-21T23:31:16.000000,2025-11-22T05:54:09.000000,2025-11-22T08:46:07.000000,1,Friday,0
CR-34306,Data loss prevention policy violation detected,Data,Thor,Peter,Avengers,Service C,Closed,Low,High,Low,Medium,2025-11-21T08:52:51.000000,2025-11-21T12:23:43.000000,2025-11-23T01:33:43.000000,1,Friday,0
CR-34307,Privileged user access review identified anomalies,Facilities,Iron Man,Iron Man,Matrix,Service A,Closed,High,High,High,Medium,2025-11-21T21:05:11.000000,2025-11-22T06:00:29.000000,2025-11-22T14:08:02.000000,0,Friday,1
CR-34308,Unusual traffic to anonymization service detected,Access,Captain America,Thor,Avengers II,Service A,Closed,Low,Low,High,High,2025-11-21T22:26:41.000000,2025-11-22T02:19:47.000000,2025-11-23T06:42:33.000000,0,Friday,1
CR-34309,Firewall detected and blocked port scanning activity,Failure,Martin,Jan,Avengers,Service A,Closed,High,Medium,High,Low,2025-11-21T05:14:40.000000,2025-11-21T09:19:34.000000,2025-11-23T05:07:28.000000,0,Friday,1
CR-34310,Unapproved connection to third-party cloud service,Access,Peter,Captain America,Avengers,Service C,Closed,High,High,High,Medium,2025-11-21T15:58:20.000000,2025-11-21T19:09:39.000000,2025-11-22T07:34:18.000000,0,Friday,1
CR-34311,Unencrypted data transfer detected over public network,Software,Michal,Martin,Avengers II,Service C,Closed,Low,High,Low,High,2025-11-21T16:33:13.000000,2025-11-21T20:34:28.000000,2025-11-23T08:58:06.000000,0,Friday,1
CR-34312,Unapproved application communicating with external server,Complaint,Thor,Martin,Avengers,Service C,Closed,Medium,Low,Medium,Low,2025-11-21T09:27:09.000000,2025-11-21T13:33:39.000000,2025-11-22T06:52:23.000000,1,Friday,0
CR-34313,Suspicious modification of registry keys on workstation,Hardware,Martin,Peter,Avengers,Service C,Closed,Low,Medium,Low,Low,2025-11-21T07:50:40.000000,2025-11-21T12:22:15.000000,2025-11-23T00:27:12.000000,1,Friday,0
CR-34314,Malicious attachment blocked by email gateway,Data,Iron Man,Martin,Avengers II,Service C,Closed,Medium,Low,Low,Medium,2025-11-21T16:06:39.000000,2025-11-21T20:56:11.000000,2025-11-22T15:20:40.000000,1,Friday,0
CR-34315,Unsupported legacy protocol usage detected in network traffic,Failure,Jan,Iron Man,Avengers,Service B,Closed,Low,Low,High,Low,2025-11-21T17:42:34.000000,2025-11-21T21:43:24.000000,2025-11-23T14:38:59.000000,1,Friday,0
CR-34316,Ransomware behavior detected and contained on endpoint,Software,Iron Man,Jan,Avengers II,Service A,Closed,High,Low,Low,High,2025-11-21T06:34:22.000000,2025-11-21T10:34:58.000000,2025-11-22T19:13:21.000000,0,Friday,1
CR-34317,Inactive account used for login attempt,Data,Peter,Captain America,Avengers,Service C,Closed,Medium,High,Low,Medium,2025-11-21T05:43:00.000000,2025-11-21T09:19:36.000000,2025-11-21T14:18:45.000000,0,Friday,1
CR-34318,Anomalous login pattern for service account,Hardware,Thor,Peter,Matrix,Service B,Closed,High,High,Low,Medium,2025-11-21T14:26:14.000000,2025-11-21T17:20:43.000000,2025-11-22T11:45:56.000000,0,Friday,1
CR-34319,Unauthorized attempt to access HR system,Failure,Captain America,Michal,Avengers II,Service A,Closed,High,Medium,High,Low,2025-11-21T18:26:15.000000,2025-11-22T00:59:58.000000,2025-11-23T07:44:21.000000,1,Friday,0
CR-34320,Multiple devices reporting same malware signature,Network,Iron Man,Michal,Avengers,Service A,Closed,Low,Medium,High,High,2025-11-21T20:00:08.000000,2025-11-22T04:04:37.000000,2025-11-22T19:03:57.000000,0,Friday,1
CR-34321,Privileged user access review identified anomalies,Hardware,Captain America,Iron Man,Avengers,Service B,Closed,Low,Low,Medium,High,2025-11-21T17:28:25.000000,2025-11-21T20:01:34.000000,2025-11-22T03:48:26.000000,1,Friday,0
CR-34322,Multiple password reset requests from same user,Access,Captain America,Martin,Avengers II,Service C,Closed,Low,High,Low,Low,2025-11-21T03:52:45.000000,2025-11-21T11:59:48.000000,2025-11-23T08:01:38.000000,1,Friday,0
CR-34323,Unusual administrative activity on domain controller,Network,Jan,Jan,Matrix,Service A,Closed,High,Low,Medium,Medium,2025-11-21T15:14:29.000000,2025-11-21T21:30:14.000000,2025-11-22T07:49:17.000000,1,Friday,0
CR-34324,New network share created without change request,Data,Martin,Martin,Matrix,Service A,Closed,High,Low,Medium,Medium,2025-11-21T19:07:05.000000,2025-11-22T03:21:04.000000,2025-11-22T19:16:34.000000,1,Friday,0
CR-34325,Blocked attempt to upload sensitive data to cloud storage,Access,Jan,Captain America,Matrix,Service B,Closed,Low,Medium,High,High,2025-11-21T15:05:17.000000,2025-11-21T23:07:17.000000,2025-11-23T18:43:08.000000,1,Friday,0
CR-34326,Unapproved remote access session initiated,Software,Thor,Thor,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-11-21T05:50:34.000000,2025-11-21T12:33:12.000000,2025-11-21T17:35:42.000000,1,Friday,0
CR-34327,Unusual data download volume from file server,Access,Jan,Jan,Avengers,Service A,Closed,Low,Low,High,Low,2025-11-21T13:37:01.000000,2025-11-21T15:03:40.000000,2025-11-23T07:41:29.000000,1,Friday,0
CR-34328,Endpoint reported repeated blocked exploit attempts,Software,Jan,Iron Man,Avengers,Service A,Closed,High,Medium,Low,Low,2025-11-21T13:40:27.000000,2025-11-21T16:57:37.000000,2025-11-22T17:19:13.000000,0,Friday,1
CR-34329,Suspicious login attempt from unknown IP address,Software,Thor,Captain America,Matrix,Service B,Closed,High,Medium,Low,High,2025-11-21T06:10:10.000000,2025-11-21T08:02:15.000000,2025-11-22T12:30:14.000000,0,Friday,1
CR-34330,Unusual traffic to anonymization service detected,Facilities,Michal,Iron Man,Avengers,Service C,Closed,Low,High,Medium,Low,2025-11-21T21:34:35.000000,2025-11-22T06:33:54.000000,2025-11-23T12:19:02.000000,1,Friday,0
CR-34331,Endpoint antivirus detected and quarantined malware,Data,Captain America,Peter,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-11-21T16:43:57.000000,2025-11-21T23:59:39.000000,2025-11-22T22:15:36.000000,0,Friday,1
CR-34332,Unapproved application communicating with external server,Software,Michal,Michal,Matrix,Service C,Closed,High,Low,Medium,High,2025-11-21T13:05:16.000000,2025-11-21T21:17:27.000000,2025-11-23T16:53:05.000000,0,Friday,1
CR-34333,Multiple devices reporting same malware signature,Access,Martin,Michal,Matrix,Service C,Closed,Low,Medium,Low,High,2025-11-21T00:02:12.000000,2025-11-21T01:49:16.000000,2025-11-22T12:09:26.000000,0,Friday,1
CR-34334,Attempted login using default system credentials,Facilities,Jan,Jan,Matrix,Service A,Closed,High,Low,Low,Medium,2025-11-21T06:37:19.000000,2025-11-21T15:06:23.000000,2025-11-21T20:01:44.000000,0,Friday,1
CR-34335,Unencrypted data transfer detected over public network,Network,Michal,Peter,Avengers,Service B,Closed,High,Medium,High,Low,2025-11-21T11:16:35.000000,2025-11-21T18:04:32.000000,2025-11-23T10:45:47.000000,0,Friday,1
CR-34336,Email forwarding rule created without user knowledge,Access,Michal,Martin,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-11-21T04:47:07.000000,2025-11-21T07:55:28.000000,2025-11-21T20:18:27.000000,0,Friday,1
CR-34337,Malicious macro detected in office document,Software,Peter,Thor,Avengers,Service A,Closed,High,High,Low,High,2025-11-21T11:51:39.000000,2025-11-21T14:42:40.000000,2025-11-21T20:55:48.000000,1,Friday,0
CR-34338,Suspicious file execution blocked by application control,Network,Jan,Martin,Avengers II,Service B,Closed,Low,Medium,High,Low,2025-11-21T15:29:08.000000,2025-11-21T17:13:38.000000,2025-11-22T13:21:09.000000,1,Friday,0
CR-34339,Suspicious authentication attempts to database server,Complaint,Jan,Michal,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-11-21T06:35:23.000000,2025-11-21T09:15:40.000000,2025-11-23T03:48:02.000000,0,Friday,1
CR-34340,Network scan originating from internal segment detected,Failure,Thor,Michal,Matrix,Service A,Closed,High,Low,Low,Low,2025-11-21T05:34:10.000000,2025-11-21T09:00:00.000000,2025-11-23T00:04:19.000000,1,Friday,0
CR-34341,Multiple password reset requests from same user,Data,Martin,Martin,Matrix,Service C,In Progress,Medium,High,Medium,Low,2025-11-21T16:38:40.000000,2025-11-21T23:36:06.000000,,0,Friday,1
CR-34342,Ransomware behavior detected and contained on endpoint,Software,Iron Man,Jan,Avengers II,Service C,Closed,Low,Medium,Low,High,2025-11-21T18:50:38.000000,2025-11-22T03:29:16.000000,2025-11-22T13:18:38.000000,0,Friday,1
CR-34343,New network share created without change request,Complaint,Martin,Martin,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-11-21T22:40:25.000000,2025-11-22T07:19:37.000000,2025-11-23T15:20:30.000000,1,Friday,0
CR-34344,Multiple devices reporting same malware signature,Complaint,Peter,Peter,Avengers,Service B,Closed,Low,Low,High,High,2025-11-21T13:50:37.000000,2025-11-21T18:53:16.000000,2025-11-23T04:21:37.000000,0,Friday,1
CR-34345,New device connected to corporate Wi-Fi without registration,Facilities,Jan,Jan,Avengers,Service B,Closed,Medium,High,Medium,Medium,2025-11-21T23:34:49.000000,2025-11-22T02:22:51.000000,2025-11-23T01:18:40.000000,1,Friday,0
CR-34346,Unusual traffic to anonymization service detected,Access,Martin,Captain America,Avengers,Service B,Closed,High,Low,Medium,Low,2025-11-21T08:54:35.000000,2025-11-21T11:14:44.000000,2025-11-22T19:27:54.000000,0,Friday,1
CR-34347,Unusual spike in security alerts for single user,Data,Michal,Jan,Matrix,Service B,Closed,Low,Medium,Medium,High,2025-11-21T10:26:22.000000,2025-11-21T17:47:11.000000,2025-11-23T05:53:05.000000,1,Friday,0
CR-34348,Web proxy blocked access to high-risk website,Data,Captain America,Martin,Avengers,Service A,Closed,High,High,Medium,Medium,2025-11-21T10:17:43.000000,2025-11-21T15:10:09.000000,2025-11-23T02:35:47.000000,0,Friday,1
CR-34349,Unauthorized installation of unapproved software,Data,Michal,Thor,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-11-21T05:28:15.000000,2025-11-21T06:42:13.000000,2025-11-22T13:25:15.000000,1,Friday,0
CR-34350,Unusual VPN connection outside normal working hours,Software,Michal,Martin,Avengers II,Service C,New,High,Low,High,Medium,2025-11-21T01:18:52.000000,,,1,Friday,0
CR-34351,Blocked attempt to upload sensitive data to cloud storage,Hardware,Martin,Michal,Avengers,Service C,Closed,High,Low,High,Low,2025-11-21T16:38:25.000000,2025-11-21T23:34:56.000000,2025-11-22T12:29:08.000000,0,Friday,1
CR-34352,Unusual administrative activity on domain controller,Failure,Captain America,Michal,Avengers II,Service C,Closed,Medium,Low,Medium,High,2025-11-21T09:12:12.000000,2025-11-21T10:50:39.000000,2025-11-22T11:31:16.000000,0,Friday,1
CR-34353,Suspicious file execution blocked by application control,Software,Thor,Captain America,Matrix,Service A,Closed,High,Medium,Low,Medium,2025-11-21T16:46:42.000000,2025-11-21T21:50:13.000000,2025-11-22T13:59:26.000000,1,Friday,0
CR-34354,Unusual access pattern to customer data records,Hardware,Captain America,Iron Man,Matrix,Service A,Closed,Medium,Low,Low,High,2025-11-21T11:29:49.000000,2025-11-21T16:29:59.000000,2025-11-22T11:58:06.000000,1,Friday,0
CR-34355,New local administrator account detected on endpoint,Hardware,Captain America,Jan,Avengers II,Service B,Closed,Low,High,Medium,High,2025-11-21T09:41:27.000000,2025-11-21T12:19:28.000000,2025-11-23T08:22:16.000000,1,Friday,0
CR-34356,Brute force attack detected on remote access gateway,Failure,Iron Man,Martin,Avengers II,Service A,Closed,Low,Medium,Low,High,2025-11-21T08:11:01.000000,2025-11-21T13:04:58.000000,2025-11-21T23:07:26.000000,1,Friday,0
CR-34357,Web proxy blocked access to high-risk website,Failure,Captain America,Jan,Avengers II,Service C,In Progress,Medium,High,High,High,2025-11-21T04:42:06.000000,2025-11-21T06:58:15.000000,,1,Friday,0
CR-34358,Suspicious modification of registry keys on workstation,Facilities,Thor,Captain America,Avengers II,Service B,Closed,Medium,High,High,High,2025-11-21T08:28:24.000000,2025-11-21T15:06:20.000000,2025-11-22T13:49:28.000000,0,Friday,1
CR-34359,Unapproved external USB storage device connected,Access,Jan,Iron Man,Avengers,Service B,Closed,Low,Low,Medium,High,2025-11-21T23:12:08.000000,2025-11-22T07:02:56.000000,2025-11-24T02:21:19.000000,1,Friday,0
CR-34360,Endpoint antivirus detected and quarantined malware,Failure,Martin,Jan,Avengers,Service C,Closed,Medium,Low,Medium,Medium,2025-11-21T09:51:31.000000,2025-11-21T17:28:01.000000,2025-11-22T02:25:57.000000,0,Friday,1
CR-34361,Email account used to send large volume of external messages,Facilities,Peter,Thor,Avengers II,Service C,Closed,Low,Low,Medium,High,2025-11-21T08:25:01.000000,2025-11-21T13:03:39.000000,2025-11-22T04:52:17.000000,0,Friday,1
CR-34362,Suspicious modification of registry keys on workstation,Data,Iron Man,Martin,Avengers,Service A,Closed,Low,Medium,Medium,Low,2025-11-21T13:32:46.000000,2025-11-21T22:26:44.000000,2025-11-23T08:23:50.000000,0,Friday,1
CR-34363,Unexpected configuration change on security appliance,Network,Peter,Thor,Avengers,Service C,Closed,High,High,Medium,Low,2025-11-21T18:13:00.000000,2025-11-21T20:39:28.000000,2025-11-23T08:57:28.000000,1,Friday,0
CR-34364,Brute force attack detected on remote access gateway,Software,Iron Man,Martin,Avengers II,Service B,Closed,High,High,Medium,Low,2025-11-21T08:59:11.000000,2025-11-21T10:38:13.000000,2025-11-22T21:31:47.000000,1,Friday,0
CR-34365,Multiple devices reporting same malware signature,Facilities,Martin,Iron Man,Avengers,Service A,Closed,High,Medium,High,Low,2025-11-21T23:05:06.000000,2025-11-22T04:04:06.000000,2025-11-22T09:18:35.000000,0,Friday,1
CR-34366,Unauthorized installation of unapproved software,Facilities,Jan,Peter,Matrix,Service A,Closed,Medium,High,Low,Low,2025-11-21T14:50:40.000000,2025-11-21T23:31:35.000000,2025-11-23T05:09:08.000000,1,Friday,0
CR-34367,Unauthorized attempt to access HR system,Network,Captain America,Martin,Matrix,Service C,Closed,High,High,Medium,Low,2025-11-21T00:18:17.000000,2025-11-21T06:40:08.000000,2025-11-22T15:25:26.000000,0,Friday,1
CR-34368,Multiple logins from different countries within short timeframe,Software,Thor,Martin,Avengers,Service A,Closed,Low,Low,Low,Medium,2025-11-21T21:51:01.000000,2025-11-22T01:35:03.000000,2025-11-22T06:40:07.000000,0,Friday,1
CR-34369,Unusual VPN connection outside normal working hours,Hardware,Peter,Peter,Matrix,Service B,Closed,Low,High,Low,Low,2025-11-21T09:22:31.000000,2025-11-21T17:58:30.000000,2025-11-22T22:09:17.000000,1,Friday,0
CR-34370,Multiple logins from different countries within short timeframe,Data,Captain America,Martin,Avengers,Service A,Closed,Medium,High,Low,Medium,2025-11-21T10:46:32.000000,2025-11-21T16:21:31.000000,2025-11-23T04:29:40.000000,1,Friday,0
CR-34371,Suspicious modification of registry keys on workstation,Network,Peter,Martin,Avengers,Service C,Closed,Low,Medium,Medium,High,2025-11-21T23:12:13.000000,2025-11-22T03:21:47.000000,2025-11-22T23:55:33.000000,0,Friday,1
CR-34372,Unusual file encryption activity detected on server,Data,Peter,Iron Man,Avengers II,Service B,Closed,Low,Low,Medium,Low,2025-11-21T06:48:07.000000,2025-11-21T11:00:01.000000,2025-11-22T03:18:43.000000,1,Friday,0
CR-34373,Suspicious login attempt from unknown IP address,Facilities,Captain America,Jan,Avengers II,Service B,Closed,High,Low,High,Low,2025-11-21T01:52:13.000000,2025-11-21T09:46:15.000000,2025-11-22T10:20:38.000000,0,Friday,1
CR-34374,Suspicious PowerShell activity detected on workstation,Failure,Iron Man,Martin,Avengers,Service A,Closed,Medium,Low,Low,High,2025-11-21T19:02:32.000000,2025-11-21T20:31:00.000000,2025-11-22T07:48:33.000000,0,Friday,1
CR-34375,Unapproved connection to third-party cloud service,Facilities,Martin,Michal,Matrix,Service B,Closed,Medium,Low,Medium,High,2025-11-21T19:33:54.000000,2025-11-21T20:51:51.000000,2025-11-23T09:43:02.000000,1,Friday,0
CR-34376,Data loss prevention policy violation detected,Network,Jan,Michal,Avengers,Service C,Closed,High,Medium,Low,Low,2025-11-21T05:06:29.000000,2025-11-21T06:06:58.000000,2025-11-21T15:38:06.000000,0,Friday,1
CR-34377,Compromised account password reset and user notified,Hardware,Captain America,Peter,Avengers,Service A,Closed,Medium,High,Low,Low,2025-11-21T16:03:29.000000,2025-11-21T20:17:19.000000,2025-11-23T09:29:52.000000,0,Friday,1
CR-34378,Email forwarding rule created without user knowledge,Software,Captain America,Peter,Matrix,Service C,Closed,High,Medium,High,High,2025-11-21T09:08:39.000000,2025-11-21T10:19:17.000000,2025-11-23T01:39:16.000000,0,Friday,1
CR-34379,Ransomware behavior detected and contained on endpoint,Hardware,Captain America,Captain America,Matrix,Service A,Closed,Low,Low,High,High,2025-11-21T13:54:59.000000,2025-11-21T15:08:06.000000,2025-11-22T09:49:50.000000,1,Friday,0
CR-34380,Suspicious authentication attempts to database server,Software,Thor,Jan,Avengers,Service B,Closed,Low,Medium,Medium,Low,2025-11-21T07:57:52.000000,2025-11-21T10:40:41.000000,2025-11-22T16:47:04.000000,0,Friday,1
CR-34381,Unusual file encryption activity detected on server,Hardware,Michal,Thor,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-11-21T03:29:26.000000,2025-11-21T11:21:10.000000,2025-11-21T18:08:58.000000,0,Friday,1
CR-34382,Multiple password reset requests from same user,Software,Captain America,Thor,Avengers II,Service A,New,Low,High,Medium,Medium,2025-11-21T23:20:12.000000,,,0,Friday,1
CR-34383,Account lockout due to repeated failed authentication,Network,Jan,Martin,Avengers,Service A,Closed,High,Medium,Low,Low,2025-11-21T09:41:48.000000,2025-11-21T15:49:40.000000,2025-11-21T19:53:15.000000,0,Friday,1
CR-34384,Brute force attack detected on remote access gateway,Network,Martin,Iron Man,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-11-21T01:35:10.000000,2025-11-21T09:33:49.000000,2025-11-22T02:01:36.000000,1,Friday,0
CR-34385,Unapproved application communicating with external server,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,Low,Medium,2025-11-21T06:41:52.000000,2025-11-21T08:28:29.000000,2025-11-22T10:39:21.000000,1,Friday,0
CR-34386,Unauthorized installation of unapproved software,Failure,Captain America,Jan,Avengers II,Service B,Closed,Low,Low,High,Low,2025-11-21T08:35:38.000000,2025-11-21T13:12:59.000000,2025-11-21T18:54:43.000000,0,Friday,1
CR-34387,Anomalous login pattern for service account,Data,Jan,Captain America,Avengers,Service C,Closed,Low,Low,Low,Low,2025-11-21T17:40:06.000000,2025-11-21T21:19:31.000000,2025-11-23T08:07:54.000000,1,Friday,0
CR-34388,Unapproved connection to third-party cloud service,Failure,Peter,Peter,Avengers II,Service B,Closed,Medium,Low,Low,Medium,2025-11-21T12:55:41.000000,2025-11-21T17:43:46.000000,2025-11-23T05:37:32.000000,1,Friday,0
CR-34389,Unapproved remote access session initiated,Complaint,Thor,Jan,Matrix,Service C,Closed,Low,High,High,Medium,2025-11-21T04:44:01.000000,2025-11-21T05:47:54.000000,2025-11-22T23:38:55.000000,0,Friday,1
CR-34390,Web proxy blocked access to high-risk website,Hardware,Captain America,Jan,Avengers,Service C,Closed,Medium,Medium,High,Low,2025-11-21T10:38:23.000000,2025-11-21T16:36:25.000000,2025-11-23T01:43:25.000000,1,Friday,0
CR-34391,Unapproved external USB storage device connected,Access,Thor,Peter,Avengers II,Service A,Closed,Medium,Low,Low,Medium,2025-11-21T01:20:21.000000,2025-11-21T02:52:50.000000,2025-11-22T07:29:19.000000,1,Friday,0
CR-34392,Abnormal outbound DNS requests from single host,Software,Jan,Captain America,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-11-21T02:08:42.000000,2025-11-21T03:16:53.000000,2025-11-21T13:59:22.000000,1,Friday,0
CR-34393,Abnormal API access pattern from external client,Data,Captain America,Captain America,Matrix,Service B,Closed,High,Medium,Low,Medium,2025-11-22T11:53:58.000000,2025-11-22T13:19:19.000000,2025-11-24T07:07:29.000000,1,Saturday,0
CR-34394,Suspicious file execution blocked by application control,Software,Thor,Thor,Avengers,Service A,Closed,Low,Medium,High,Low,2025-11-22T17:55:12.000000,2025-11-22T18:55:39.000000,2025-11-23T23:00:17.000000,1,Saturday,0
CR-34395,Unusual spike in security alerts for single user,Hardware,Captain America,Martin,Avengers,Service B,On Hold,Medium,Low,Medium,Low,2025-11-22T19:35:54.000000,,,1,Saturday,0
CR-34396,Suspicious outbound traffic to known malicious domain,Software,Martin,Martin,Matrix,Service C,Closed,Low,Low,Low,Low,2025-11-22T20:09:25.000000,2025-11-22T22:39:07.000000,2025-11-23T01:23:57.000000,1,Saturday,0
CR-34397,Unapproved remote access session initiated,Network,Martin,Peter,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-11-22T23:56:16.000000,2025-11-23T03:08:11.000000,2025-11-24T03:08:20.000000,0,Saturday,1
CR-34398,Access request to restricted application reviewed,Network,Iron Man,Captain America,Avengers II,Service B,Closed,Low,High,High,Low,2025-11-22T13:58:00.000000,2025-11-22T16:02:45.000000,2025-11-24T07:21:19.000000,0,Saturday,1
CR-34399,New device connected to corporate Wi-Fi without registration,Facilities,Jan,Michal,Avengers,Service A,Closed,High,Low,Low,Medium,2025-11-22T08:37:37.000000,2025-11-22T11:31:08.000000,2025-11-23T08:37:38.000000,1,Saturday,0
CR-34400,Compromised account password reset and user notified,Facilities,Jan,Jan,Avengers II,Service C,Closed,High,Low,Medium,Low,2025-11-22T10:48:52.000000,2025-11-22T12:54:40.000000,2025-11-23T19:36:35.000000,0,Saturday,1
